0.00062587	0.00125067	0.00187334	0.00249281	0.00310802	0.00371795	0.00432155	0.00491782	0.00550576	0.00608441	0.00665283	0.0072101	0.00775536	0.00828779	0.00880659	0.00931104	0.00980045	0.0102742	0.0107318	0.0111727	0.0115965	0.0120028	0.0123914	0.0127622	0.0131149	0.0134496	0.0137662	0.014065	0.014346	0.0146096	0.0148559	0.0150855	0.0152986	0.0154958	0.0156775	0.0158441	0.0159964	0.0161346	0.0162595	0.0163714	0.0164709	0.0165586	0.0166347	0.0166998	0.0167543	0.0167984	0.0168324	0.0168565	0.0168709	0.0168757	0.0168709	0.0168565	0.0168324	0.0167984	0.0167543	0.0166998	0.0166347	0.0165586	0.0164709	0.0163714	0.0162595	0.0161346	0.0159964	0.0158441	0.0156775	0.0154958	0.0152986	0.0150855	0.0148559	0.0146096	0.014346	0.014065	0.0137662	0.0134496	0.0131149	0.0127622	0.0123914	0.0120028	0.0115965	0.0111727	0.0107318	0.0102742	0.00980045	0.00931104	0.00880659	0.00828779	0.00775536	0.0072101	0.00665283	0.00608441	0.00550576	0.00491782	0.00432155	0.00371795	0.00310802	0.00249281	0.00187334	0.00125067	0.00062587	
0.00125281	0.00250348	0.00374987	0.00498986	0.00622134	0.00744222	0.00865044	0.00984397	0.0110208	0.0121791	0.0133168	0.0144322	0.0155236	0.0165892	0.0176275	0.0186371	0.0196166	0.0205646	0.0214803	0.0223625	0.0232104	0.0240233	0.0248008	0.0255423	0.0262478	0.0269171	0.0275503	0.0281477	0.0287095	0.0292363	0.0297287	0.0301874	0.0306132	0.0310071	0.0313699	0.0317028	0.0320067	0.0322826	0.0325318	0.0327552	0.0329538	0.0331286	0.0332805	0.0334104	0.0335189	0.0336068	0.0336746	0.0337227	0.0337514	0.033761	0.0337514	0.0337227	0.0336746	0.0336068	0.0335189	0.0334104	0.0332805	0.0331286	0.0329538	0.0327552	0.0325318	0.0322826	0.0320067	0.0317028	0.0313699	0.0310071	0.0306132	0.0301874	0.0297287	0.0292363	0.0287095	0.0281477	0.0275503	0.0269171	0.0262478	0.0255423	0.0248008	0.0240233	0.0232104	0.0223625	0.0214803	0.0205646	0.0196166	0.0186371	0.0176275	0.0165892	0.0155236	0.0144322	0.0133168	0.0121791	0.0110208	0.00984397	0.00865044	0.00744222	0.00622134	0.00498986	0.00374987	0.00250348	0.00125281	
0.00188189	0.00376056	0.0056328	0.00749543	0.00934526	0.0111792	0.012994	0.0147868	0.0165545	0.0182942	0.0200031	0.0216784	0.0233175	0.0249179	0.0264772	0.0279933	0.029464	0.0308875	0.0322622	0.0335865	0.0348592	0.0360793	0.037246	0.0383586	0.0394169	0.0404208	0.0413703	0.0422659	0.043108	0.0438974	0.0446351	0.0453222	0.0459598	0.0465494	0.0470924	0.0475904	0.0480449	0.0484575	0.0488299	0.0491637	0.0494604	0.0497215	0.0499484	0.0501422	0.0503042	0.0504354	0.0505365	0.0506083	0.0506511	0.0506654	0.0506511	0.0506083	0.0505365	0.0504354	0.0503042	0.0501422	0.0499484	0.0497215	0.0494604	0.0491637	0.0488299	0.0484575	0.0480449	0.0475904	0.0470924	0.0465494	0.0459598	0.0453222	0.0446351	0.0438974	0.043108	0.0422659	0.0413703	0.0404208	0.0394169	0.0383586	0.037246	0.0360793	0.0348592	0.0335865	0.0322622	0.0308875	0.029464	0.0279933	0.0264772	0.0249179	0.0233175	0.0216784	0.0200031	0.0182942	0.0165545	0.0147868	0.012994	0.0111792	0.00934526	0.00749543	0.0056328	0.00376056	0.00188189	
0.00251418	0.00502407	0.00752536	0.0100138	0.0124851	0.0149351	0.0173597	0.0197547	0.0221162	0.0244402	0.0267229	0.0289608	0.0311501	0.0332877	0.0353702	0.0373948	0.0393587	0.0412593	0.0430945	0.0448622	0.0465607	0.0481888	0.0497452	0.0512292	0.0526405	0.0539788	0.0552443	0.0564375	0.0575592	0.0586103	0.0595922	0.0605064	0.0613544	0.0621383	0.0628599	0.0635214	0.0641249	0.0646726	0.0651667	0.0656094	0.0660027	0.0663487	0.0666492	0.0669059	0.0671204	0.067294	0.0674278	0.0675227	0.0675794	0.0675983	0.0675794	0.0675227	0.0674278	0.067294	0.0671204	0.0669059	0.0666492	0.0663487	0.0660027	0.0656094	0.0651667	0.0646726	0.0641249	0.0635214	0.0628599	0.0621383	0.0613544	0.0605064	0.0595922	0.0586103	0.0575592	0.0564375	0.0552443	0.0539788	0.0526405	0.0512292	0.0497452	0.0481888	0.0465607	0.0448622	0.0430945	0.0412593	0.0393587	0.0373948	0.0353702	0.0332877	0.0311501	0.0289608	0.0267229	0.0244402	0.0221162	0.0197547	0.0173597	0.0149351	0.0124851	0.0100138	0.00752536	0.00502407	0.00251418	
0.00315078	0.00629617	0.00943078	0.0125493	0.0156463	0.0187165	0.0217549	0.0247561	0.0277153	0.0306274	0.0334877	0.0362916	0.0390346	0.0417124	0.0443212	0.0468571	0.0493166	0.0516966	0.0539942	0.056207	0.0583327	0.0603698	0.0623168	0.0641727	0.065937	0.0676095	0.0691906	0.0706807	0.0720809	0.0733925	0.0746171	0.0757566	0.0768133	0.0777894	0.0786876	0.0795104	0.0802607	0.0809413	0.0815549	0.0821044	0.0825923	0.0830213	0.0833938	0.0837118	0.0839774	0.0841923	0.084358	0.0844754	0.0845456	0.0845689	0.0845456	0.0844754	0.084358	0.0841923	0.0839774	0.0837118	0.0833938	0.0830213	0.0825923	0.0821044	0.0815549	0.0809413	0.0802607	0.0795104	0.0786876	0.0777894	0.0768133	0.0757566	0.0746171	0.0733925	0.0720809	0.0706807	0.0691906	0.0676095	0.065937	0.0641727	0.0623168	0.0603698	0.0583327	0.056207	0.0539942	0.0516966	0.0493166	0.0468571	0.0443212	0.0417124	0.0390346	0.0362916	0.0334877	0.0306274	0.0277153	0.0247561	0.0217549	0.0187165	0.0156463	0.0125493	0.00943078	0.00629617	0.00315078	
0.00379277	0.00757904	0.0113523	0.0151062	0.0188342	0.0225299	0.0261872	0.0297997	0.0333615	0.0368665	0.0403089	0.0436833	0.0469841	0.0502063	0.053345	0.0563956	0.059354	0.0622162	0.0649788	0.0676387	0.0701935	0.0726409	0.0749794	0.0772077	0.0793252	0.0813318	0.0832278	0.0850138	0.0866912	0.0882616	0.089727	0.0910898	0.0923526	0.0935185	0.0945905	0.095572	0.0964663	0.0972769	0.0980073	0.0986609	0.0992409	0.0997506	0.100193	0.10057	0.100885	0.10114	0.101336	0.101475	0.101559	0.101586	0.101559	0.101475	0.101336	0.10114	0.100885	0.10057	0.100193	0.0997506	0.0992409	0.0986609	0.0980073	0.0972769	0.0964663	0.095572	0.0945905	0.0935185	0.0923526	0.0910898	0.089727	0.0882616	0.0866912	0.0850138	0.0832278	0.0813318	0.0793252	0.0772077	0.0749794	0.0726409	0.0701935	0.0676387	0.0649788	0.0622162	0.059354	0.0563956	0.053345	0.0502063	0.0469841	0.0436833	0.0403089	0.0368665	0.0333615	0.0297997	0.0261872	0.0225299	0.0188342	0.0151062	0.0113523	0.00757904	0.00379277	
0.00444126	0.00887491	0.0132933	0.017689	0.0220543	0.0263818	0.0306642	0.0348941	0.0390643	0.043168	0.0471983	0.0511485	0.0550124	0.0587838	0.0624569	0.0660265	0.0694875	0.0728354	0.0760659	0.0791757	0.0821616	0.085021	0.0877521	0.0903535	0.0928245	0.0951648	0.0973748	0.0994556	0.101409	0.103236	0.10494	0.106523	0.107989	0.109341	0.110584	0.111721	0.112756	0.113693	0.114537	0.115291	0.11596	0.116547	0.117056	0.117491	0.117853	0.118146	0.118372	0.118532	0.118627	0.118659	0.118627	0.118532	0.118372	0.118146	0.117853	0.117491	0.117056	0.116547	0.11596	0.115291	0.114537	0.113693	0.112756	0.111721	0.110584	0.109341	0.107989	0.106523	0.10494	0.103236	0.101409	0.0994556	0.0973748	0.0951648	0.0928245	0.0903535	0.0877521	0.085021	0.0821616	0.0791757	0.0760659	0.0728354	0.0694875	0.0660265	0.0624569	0.0587838	0.0550124	0.0511485	0.0471983	0.043168	0.0390643	0.0348941	0.0306642	0.0263818	0.0220543	0.017689	0.0132933	0.00887491	0.00444126	
0.00509737	0.010186	0.0152571	0.0203021	0.0253122	0.0302789	0.0351936	0.040048	0.0448338	0.049543	0.0541677	0.0587001	0.063133	0.0674594	0.0716724	0.075766	0.0797342	0.0835718	0.087274	0.0908366	0.0942561	0.0975295	0.100655	0.10363	0.106454	0.109128	0.111651	0.114025	0.116252	0.118333	0.120273	0.122073	0.123739	0.125274	0.126683	0.127971	0.129142	0.130202	0.131155	0.132006	0.132761	0.133422	0.133995	0.134483	0.134891	0.13522	0.135473	0.135652	0.135759	0.135795	0.135759	0.135652	0.135473	0.13522	0.134891	0.134483	0.133995	0.133422	0.132761	0.132006	0.131155	0.130202	0.129142	0.127971	0.126683	0.125274	0.123739	0.122073	0.120273	0.118333	0.116252	0.114025	0.111651	0.109128	0.106454	0.10363	0.100655	0.0975295	0.0942561	0.0908366	0.087274	0.0835718	0.0797342	0.075766	0.0716724	0.0674594	0.063133	0.0587001	0.0541677	0.049543	0.0448338	0.040048	0.0351936	0.0302789	0.0253122	0.0203021	0.0152571	0.010186	0.00509737	
0.00576222	0.0115146	0.0172471	0.02295	0.0286135	0.0342278	0.0397834	0.0452705	0.05068	0.0560026	0.0612292	0.0663513	0.0713603	0.0762482	0.0810075	0.0856308	0.0901115	0.0944436	0.0986216	0.102641	0.106497	0.110186	0.113707	0.117057	0.120235	0.123242	0.126077	0.128742	0.13124	0.133573	0.135744	0.137758	0.13962	0.141333	0.142904	0.144338	0.145641	0.146818	0.147876	0.148819	0.149654	0.150385	0.151018	0.151557	0.152006	0.152369	0.152648	0.152845	0.152963	0.153002	0.152963	0.152845	0.152648	0.152369	0.152006	0.151557	0.151018	0.150385	0.149654	0.148819	0.147876	0.146818	0.145641	0.144338	0.142904	0.141333	0.13962	0.137758	0.135744	0.133573	0.13124	0.128742	0.126077	0.123242	0.120235	0.117057	0.113707	0.110186	0.106497	0.102641	0.0986216	0.0944436	0.0901115	0.0856308	0.0810075	0.0762482	0.0713603	0.0663513	0.0612292	0.0560026	0.05068	0.0452705	0.0397834	0.0342278	0.0286135	0.02295	0.0172471	0.0115146	0.00576222	
0.00643698	0.0128629	0.0192667	0.0256374	0.031964	0.0382356	0.0444415	0.0505708	0.0566131	0.062558	0.0683954	0.0741154	0.0797086	0.0851658	0.0904784	0.0956381	0.100638	0.10547	0.110128	0.114608	0.118903	0.123012	0.12693	0.130656	0.134188	0.137526	0.140672	0.143627	0.146393	0.148974	0.151373	0.153596	0.155648	0.157535	0.159262	0.160836	0.162265	0.163554	0.16471	0.16574	0.16665	0.167447	0.168136	0.168721	0.169209	0.169602	0.169904	0.170118	0.170245	0.170288	0.170245	0.170118	0.169904	0.169602	0.169209	0.168721	0.168136	0.167447	0.16665	0.16574	0.16471	0.163554	0.162265	0.160836	0.159262	0.157535	0.155648	0.153596	0.151373	0.148974	0.146393	0.143627	0.140672	0.137526	0.134188	0.130656	0.12693	0.123012	0.118903	0.114608	0.110128	0.10547	0.100638	0.0956381	0.0904784	0.0851658	0.0797086	0.0741154	0.0683954	0.062558	0.0566131	0.0505708	0.0444415	0.0382356	0.031964	0.0256374	0.0192667	0.0128629	0.00643698	
