E sigma
346890 2.5882
347074 2.5151
347351 2.4217
347720 2.3138
348336 2.1529
349935 1.7559
350509 1.6039
350990 1.4668
351376 1.348
351665 1.252
351954 1.1487
352147 1.0751
352339 0.99701
352532 0.9138
352725 0.82478
352869 0.75379
353044 0.66296
353338 0.50246
353399 0.47198
353439 0.45456
353465 0.44479
353492 0.43721
353512 0.4334
353534 0.43203
353552 0.43364
353570 0.43854
353582 0.44412
353594 0.452
353606 0.46264
353618 0.47665
353627 0.48982
353638 0.509
353646 0.5256
353654 0.54496
353661 0.56751
353669 0.59376
353677 0.62431
353682 0.65049
353688 0.67987
353694 0.7158
353699 0.74673
353704 0.78089
353709 0.81863
353714 0.86041
353719 0.9067
353723 0.95807
353728 1.0152
353733 1.072
353736 1.1275
353740 1.188
353744 1.2542
353748 1.3267
353752 1.4062
353756 1.4934
353760 1.5892
353763 1.6877
353766 1.7881
353770 1.8975
353773 2.0167
353777 2.1467
353780 2.2886
353783 2.4436
353787 2.613
353790 2.7773
353794 3.0151
353798 3.2789
353802 3.5709
353806 3.8938
353810 4.2496
353813 4.6036
353817 4.9876
353820 5.4025
353824 5.848
353828 6.3238
353831 6.7935
353835 7.4302
353842 8.4389
353854 10.339
353859 11.101
353864 11.796
353868 12.322
353872 12.697
353876 13
353879 13.223
353884 13.37
353887 13.413
353890 13.39
353894 13.265
353898 13.039
353903 12.722
353907 12.328
353911 11.871
353917 11.102
353935 8.8368
353941 8.0013
353946 7.4171
353952 6.8002
353958 6.2401
353962 5.8979
353966 5.5797
353970 5.2844
353973 5.0107
353977 4.7573
353981 4.5059
353986 4.2745
353990 4.0614
353996 3.7724
354002 3.516
354008 3.2878
354013 3.1266
354019 2.9581
354024 2.805
354030 2.6656
354035 2.5383
354041 2.4216
354049 2.2642
354055 2.1694
354064 2.0362
354072 1.9177
354081 1.8117
354090 1.7165
354098 1.6305
354107 1.5526
354115 1.4818
354124 1.417
354134 1.3508
354144 1.2906
354158 1.2097
354173 1.1385
354187 1.0753
354202 1.019
354217 0.96537
354233 0.91735
354248 0.87415
354264 0.83508
354279 0.79963
354302 0.75234
354326 0.71112
354345 0.68075
354364 0.65357
354384 0.62926
354413 0.59759
354442 0.57109
354471 0.54929
354497 0.53338
354522 0.52144
354547 0.5124
354571 0.50621
354596 0.50285
354613 0.5022
354637 0.50365
354662 0.50805
354687 0.51548
354711 0.52605
354736 0.53991
354764 0.55947
354783 0.57589
354803 0.59462
354822 0.61578
354841 0.63946
354861 0.66578
354880 0.69485
354908 0.74216
354934 0.792
354960 0.84777
354987 0.90983
355013 0.97853
355039 1.0543
355065 1.1375
355091 1.2285
355118 1.3277
355144 1.4354
355170 1.5521
355196 1.6779
355222 1.8133
355248 1.9583
355274 2.1133
355301 2.2782
355328 2.4598
355357 2.6662
355396 2.9594
355434 3.2722
355473 3.6026
355531 4.1247
355685 5.5575
355742 6.0599
355800 6.5256
355840 6.8125
355879 7.0691
355919 7.2929
355958 7.4809
355997 7.6337
356035 7.7541
356093 7.8768
356138 7.9273
356183 7.9452
356260 7.9066
356337 7.8052
356435 7.6106
356574 7.263
356853 6.5165
356993 6.1694
357132 5.8518
357272 5.565
357412 5.3074
357551 5.0764
357691 4.8691
357877 4.6248
358063 4.4117
358249 4.2246
358435 4.0593
358621 3.9123
358885 3.73
359086 3.6078
359412 3.4351
359703 3.3022
360110 3.1424
360497 3.0127
360962 2.8789
361505 2.7459
362126 2.6171
362823 2.494
363957 2.3191
364063 2.2928
364096 2.2813
364108 2.2896
364114 2.3051
364120 2.3341
364125 2.3675
364130 2.4126
364135 2.4826
364142 2.5919
364152 2.7717
364157 2.8377
364162 2.8849
364165 2.9046
364168 2.9094
364172 2.8996
364176 2.8729
364181 2.8238
364188 2.7204
364198 2.5864
364203 2.5245
364208 2.4683
364214 2.4244
364220 2.3923
364228 2.3664
364241 2.3425
364265 2.3245
364318 2.3057
364454 2.2799
364924 2.2195
365928 2.1131
367231 1.9933
369619 1.7902
370270 1.7242
370765 1.6617
370998 1.6337
371073 1.6304
371127 1.6336
371182 1.6459
371222 1.666
371249 1.688
371277 1.7206
371299 1.7587
371316 1.7986
371334 1.8505
371347 1.8998
371360 1.9607
371370 2.0226
371381 2.0973
371389 2.1635
371398 2.2405
371406 2.3302
371414 2.4352
371422 2.5588
371427 2.6533
371433 2.7593
371438 2.8783
371444 3.0123
371449 3.1554
371454 3.3072
371459 3.4769
371464 3.6668
371468 3.8796
371473 4.1182
371478 4.3855
371483 4.6851
371487 4.981
371491 5.2649
371495 5.5735
371499 5.9081
371503 6.2698
371506 6.6593
371510 7.0767
371516 7.7539
371521 8.3801
371527 9.2694
371542 11.372
371549 12.379
371555 13.057
371560 13.637
371564 13.956
371568 14.213
371571 14.404
371576 14.545
371580 14.575
371582 14.552
371587 14.423
371592 14.188
371597 13.859
371601 13.452
371609 12.729
371616 11.922
371631 10.141
371637 9.4199
371644 8.7477
371650 8.1315
371656 7.6624
371661 7.2332
371667 6.8422
371672 6.4871
371678 6.1648
371683 5.8727
371688 5.6077
371694 5.3672
371702 5.0467
371710 4.7681
371718 4.5247
371726 4.3111
371735 4.1228
371743 3.956
371754 3.7618
371764 3.5943
371775 3.4488
371789 3.2897
371802 3.1655
371814 3.0573
371831 2.9334
371848 2.8282
371867 2.724
371887 2.6358
371913 2.5377
371939 2.4566
371966 2.3875
372006 2.3017
372047 2.2334
372096 2.168
372149 2.1117
372202 2.0662
372280 2.0126
372359 1.9707
372481 1.9208
372603 1.8828
372780 1.8409
373038 1.7957
373363 1.7533
373852 1.705
374611 1.6458
375724 1.5657
376058 1.5345
376211 1.515
376334 1.4937
376428 1.4705
376497 1.4465
376548 1.4226
376617 1.3829
376630 1.3801
376639 1.3839
376646 1.3954
376651 1.4089
376656 1.4305
376659 1.4542
376662 1.4867
376666 1.5304
376668 1.567
376670 1.6111
376673 1.6637
376675 1.7263
376677 1.8001
376680 1.8865
376682 1.987
376684 2.0812
376686 2.2062
376688 2.3478
376690 2.5066
376692 2.6833
376695 2.8778
376697 3.0753
376699 3.2876
376702 3.6321
376705 4.0031
376710 4.6606
376716 5.4305
376719 5.7805
376721 6.0583
376724 6.3138
376726 6.5386
376729 6.7137
376731 6.8411
376733 6.9266
376736 6.9734
376737 6.98
376739 6.9663
376741 6.9087
376744 6.8072
376746 6.6659
376749 6.4405
376752 6.1709
376756 5.7629
376767 4.6651
376771 4.2524
376774 3.9689
376777 3.7093
376780 3.475
376783 3.2664
376785 3.1215
376788 2.9909
376790 2.8739
376792 2.7694
376796 2.6336
376799 2.5198
376803 2.4222
376807 2.3367
376811 2.2655
376814 2.2058
376820 2.14
376825 2.0863
376832 2.022
376840 1.9715
376847 1.9325
376857 1.8911
376871 1.843
376886 1.8037
376903 1.7694
376926 1.7348
376952 1.706
376995 1.6712
377049 1.642
377126 1.6141
377207 1.5937
377345 1.57
377591 1.5422
378030 1.5085
378954 1.4558
379509 1.4299
379565 1.4291
379634 1.4324
379672 1.4405
379697 1.4534
379712 1.4684
379722 1.4863
379731 1.5116
379737 1.538
379741 1.5661
379744 1.593
379748 1.6304
379751 1.6785
379754 1.7235
379756 1.7774
379759 1.8419
379762 1.9185
379764 2.0087
379767 2.114
379769 2.2357
379772 2.3599
379774 2.4907
379776 2.6343
379778 2.7907
379781 2.9591
379784 3.2373
379789 3.6609
379795 4.2529
379799 4.6046
379802 4.8023
379805 4.965
379807 5.0854
379809 5.1698
379811 5.2374
379813 5.2804
379815 5.2911
379816 5.2845
379819 5.2503
379821 5.1883
379824 5.0626
379826 4.9379
379828 4.7716
379831 4.5716
379835 4.2199
379844 3.4452
379847 3.1819
379850 2.9539
379852 2.7767
379855 2.6137
379857 2.4656
379859 2.3325
379862 2.2141
379864 2.1019
379867 2.005
379870 1.9221
379872 1.8517
379875 1.7923
379878 1.7423
379881 1.6882
379884 1.6456
379888 1.612
379893 1.5758
379896 1.5578
379902 1.5305
379912 1.5034
379923 1.4832
379939 1.4647
379964 1.4466
380006 1.4303
380065 1.418
380169 1.4058
380501 1.3833
381882 1.305
382580 1.2577
383046 1.2189
383395 1.1831
383706 1.1434
383900 1.1128
384094 1.0757
384225 1.0456
384356 1.0097
384443 0.98166
384528 0.95013
384614 0.91348
384678 0.88184
384742 0.84569
384804 0.8054
384862 0.76186
384901 0.72912
384940 0.6929
384974 0.65742
385009 0.61844
385043 0.57556
385077 0.52846
385111 0.47871
385144 0.42517
385200 0.3304
385219 0.30083
385231 0.28403
385238 0.27394
385246 0.26505
385254 0.2577
385260 0.25344
385266 0.25046
385271 0.24908
385273 0.24893
385278 0.24951
385282 0.25132
385286 0.25391
385290 0.25759
385293 0.26246
385297 0.2683
385300 0.27502
385303 0.28302
385307 0.29241
385310 0.30334
385313 0.31594
385317 0.33037
385320 0.34679
385323 0.36482
385326 0.38443
385329 0.40632
385332 0.43067
385336 0.45771
385339 0.48763
385342 0.52069
385345 0.55713
385348 0.59199
385351 0.64122
385354 0.6958
385358 0.75615
385362 0.82275
385365 0.89603
385368 0.97657
385372 1.0648
385375 1.1612
385379 1.2662
385382 1.3803
385386 1.504
385389 1.6375
385393 1.7812
385396 1.9353
385400 2.0997
385404 2.325
385409 2.556
385413 2.8014
385417 3.06
385423 3.4563
385433 4.0946
385444 4.8329
385452 5.3592
385457 5.6829
385463 5.9766
385468 6.2405
385474 6.4621
385479 6.6381
385485 6.7675
385491 6.8506
385496 6.8894
385499 6.8935
385505 6.8672
385511 6.809
385518 6.6897
385526 6.5334
385537 6.2539
385567 5.4125
385582 5.014
385594 4.7438
385606 4.4992
385617 4.2791
385629 4.0816
385640 3.9042
385652 3.7449
385668 3.5568
385683 3.3926
385699 3.2484
385714 3.121
385730 3.0081
385749 2.887
385771 2.7634
385793 2.6566
385815 2.5633
385842 2.4671
385872 2.3717
385903 2.29
385933 2.2192
385968 2.1495
386007 2.0825
386065 1.9988
386123 1.9302
386181 1.873
386259 1.8101
386346 1.7527
386434 1.7056
386563 1.6494
386689 1.606
386868 1.5569
387062 1.5154
387276 1.479
387509 1.447
387858 1.4087
388323 1.3692
388867 1.3331
389643 1.292
390729 1.2461
392282 1.1923
395871 1.0843
396424 1.0633
396758 1.0448
396902 1.0327
397017 1.0185
397096 1.0039
397162 0.9856
397211 0.96582
397246 0.94588
397280 0.92498
397287 0.92366
397293 0.92558
397297 0.93093
397302 0.94188
397305 0.95555
397309 0.97579
397311 0.99522
397314 1.0199
397316 1.0503
397318 1.0862
397320 1.1298
397323 1.1821
397325 1.2443
397327 1.2918
397328 1.3469
397330 1.4108
397332 1.4816
397333 1.5595
397335 1.6448
397336 1.7377
397338 1.8383
397340 1.9466
397342 2.0796
397344 2.2405
397346 2.4125
397349 2.6882
397354 3.0831
397359 3.6195
397363 3.9492
397366 4.1961
397368 4.3632
397371 4.5069
397374 4.6387
397376 4.7307
397378 4.772
397381 4.7913
397383 4.7769
397385 4.7332
397388 4.651
397391 4.5229
397394 4.3615
397397 4.1737
397401 3.8578
397410 3.1202
397414 2.8357
397417 2.6628
397420 2.503
397422 2.3569
397425 2.225
397427 2.1054
397430 1.997
397433 1.902
397436 1.8193
397438 1.7476
397441 1.6858
397444 1.6275
397447 1.5781
397451 1.5235
397455 1.4791
397460 1.432
397463 1.4079
397470 1.3686
397476 1.3378
397483 1.313
397491 1.2876
397504 1.2579
397516 1.235
397534 1.2098
397552 1.1907
397579 1.1693
397606 1.1534
397660 1.1314
397714 1.1165
397786 1.1027
397894 1.0887
398037 1.0761
398292 1.0611
398842 1.0398
399963 1.0082
401967 0.96068
402042 0.9598
402098 0.96096
402119 0.96406
402128 0.9682
402135 0.97493
402139 0.98281
402144 0.99515
402148 1.0141
402150 1.0268
402154 1.053
402157 1.0783
402159 1.1092
402162 1.1465
402165 1.1908
402167 1.2334
402169 1.2815
402171 1.3351
402175 1.4239
402178 1.5201
402182 1.6607
402191 1.964
402195 2.0908
402197 2.1669
402200 2.2314
402203 2.287
402206 2.3207
402208 2.335
402209 2.3363
402212 2.3273
402214 2.3021
402217 2.263
402220 2.2056
402222 2.1396
402225 2.0599
402228 1.942
402237 1.6403
402241 1.5084
402244 1.415
402247 1.3259
402250 1.2732
402253 1.2108
402255 1.169
402257 1.1327
402260 1.1017
402263 1.0676
402266 1.0442
402269 1.0213
402272 1.0041
402276 0.99146
402280 0.97978
402287 0.96952
402296 0.96298
402315 0.95781
402387 0.95244
403084 0.93487
410371 0.77169
413313 0.70156
415162 0.65335
416313 0.61955
416586 0.61159
416591 0.61158
416627 0.61328
416640 0.61685
416647 0.62275
416652 0.62934
416656 0.63738
416660 0.64895
416663 0.66071
416665 0.67581
416668 0.6938
416670 0.71322
416673 0.73645
416675 0.76395
416678 0.79617
416680 0.83349
416682 0.86952
416684 0.90959
416687 0.96945
416689 1.0366
416692 1.1024
416695 1.1969
416699 1.3329
416707 1.5844
416710 1.695
416714 1.7822
416716 1.8451
416718 1.8823
416721 1.9195
416724 1.9396
416726 1.945
416728 1.9402
416730 1.9242
416732 1.903
416734 1.8714
416736 1.8213
416739 1.7566
416743 1.6577
416746 1.5387
416754 1.2934
416757 1.1845
416760 1.1165
416762 1.0531
416765 0.98288
416767 0.93539
416769 0.89243
416771 0.85393
416774 0.81976
416776 0.78655
416778 0.75804
416781 0.73378
416783 0.71332
416786 0.69118
416790 0.67318
416793 0.65951
416797 0.64637
416802 0.63741
416807 0.63019
416816 0.62291
416829 0.61789
416855 0.61256
416896 0.60796
417009 0.60114
417850 0.56666
418248 0.54756
418612 0.5266
418827 0.51394
418904 0.51081
418950 0.51004
419008 0.51146
419046 0.51481
419085 0.52175
419112 0.52957
419131 0.53785
419151 0.54896
419165 0.55842
419181 0.57366
419194 0.58801
419207 0.60554
419220 0.62705
419232 0.65363
419243 0.68068
419251 0.70458
419259 0.73219
419267 0.76422
419275 0.80151
419283 0.84516
419288 0.87842
419293 0.91553
419299 0.95704
419304 1.0036
419309 1.0558
419314 1.1147
419319 1.174
419324 1.2326
419328 1.2972
419332 1.3686
419336 1.4475
419340 1.5348
419345 1.6313
419349 1.7379
419353 1.8403
419357 1.9856
419362 2.1472
419367 2.3264
419372 2.5241
419376 2.7407
419381 2.9763
419386 3.2297
419392 3.5925
419400 4.0749
419411 4.7387
419417 5.0959
419422 5.342
419426 5.5618
419430 5.7143
419434 5.8429
419437 5.9451
419441 6.0192
419445 6.0676
419448 6.0788
419452 6.0598
419456 6.0073
419460 5.9235
419464 5.8112
419470 5.5974
419476 5.3411
419482 5.0432
419502 4.0824
419508 3.7822
419515 3.4917
419519 3.2982
419524 3.1182
419529 2.9517
419534 2.7983
419538 2.6573
419543 2.5279
419548 2.4092
419553 2.2947
419558 2.185
419564 2.0853
419569 1.9947
419577 1.8734
419585 1.7675
419593 1.6746
419601 1.5927
419609 1.5201
419617 1.4556
419625 1.3979
419635 1.3301
419646 1.2669
419658 1.212
419669 1.1639
419681 1.1215
419696 1.0723
419713 1.0237
419731 0.98247
419749 0.94709
419766 0.91645
419790 0.88152
419816 0.84857
419843 0.8209
419869 0.79735
419910 0.76711
419954 0.74116
419998 0.71995
420056 0.69685
420123 0.67607
420189 0.65927
420278 0.64094
420368 0.62616
420507 0.60785
420659 0.59207
420871 0.57463
421083 0.56041
421454 0.53993
421984 0.51568
422832 0.48206
424422 0.42244
424806 0.40598
424971 0.3972
425086 0.38912
425162 0.38148
425195 0.37691
425234 0.36963
425262 0.36229
425285 0.35502
425290 0.35436
425295 0.35479
425300 0.35706
425303 0.36065
425307 0.36656
425310 0.37473
425313 0.38391
425316 0.39579
425318 0.41086
425320 0.4229
425322 0.43671
425324 0.45833
425326 0.47757
425328 0.49916
425330 0.52316
425331 0.54052
425334 0.57856
425336 0.62361
425339 0.67134
425341 0.72191
425345 0.79574
425354 1.0212
425357 1.0803
425360 1.1422
425363 1.1881
425366 1.2285
425368 1.2573
425371 1.2757
425373 1.2862
425374 1.2878
425377 1.2843
425379 1.273
425382 1.2546
425384 1.2282
425387 1.192
425390 1.145
425393 1.0923
425404 0.86674
425408 0.79695
425411 0.75127
425414 0.70953
425417 0.67192
425419 0.63851
425422 0.60879
425425 0.58305
425428 0.56093
425431 0.54209
425433 0.52613
425437 0.51024
425440 0.49635
425444 0.48523
425449 0.47366
425454 0.46483
425462 0.45415
425470 0.44646
425480 0.43913
425495 0.43143
425514 0.424
425542 0.41653
425587 0.40842
425645 0.40137
425712 0.39545
425824 0.38804
426046 0.37688
426517 0.3576
427407 0.32474
428524 0.28558
429361 0.25792
429920 0.24087
430339 0.22923
430757 0.21878
431037 0.21275
431316 0.20762
431595 0.20357
431944 0.20034
432206 0.19949
432433 0.20015
432642 0.20205
432817 0.2048
432974 0.20796
433131 0.21223
433288 0.21764
433445 0.22423
433598 0.23202
433745 0.24076
433892 0.251
434052 0.26405
434164 0.2744
434276 0.28591
434387 0.29868
434499 0.31281
434611 0.32846
434722 0.34577
434834 0.36492
434946 0.38612
435057 0.40962
435169 0.43572
435281 0.46478
435406 0.50148
435490 0.52881
435574 0.55881
435661 0.5933
435752 0.63342
435821 0.6671
435891 0.70472
435961 0.7468
436032 0.79451
436103 0.84871
436150 0.88915
436196 0.93237
436241 0.97863
436286 1.0299
436330 1.0871
436375 1.1511
436409 1.2048
436442 1.2641
436476 1.3298
436509 1.4031
436543 1.4851
436576 1.5775
436610 1.6821
436632 1.7597
436654 1.8445
436677 1.9374
436699 2.0394
436720 2.1442
436740 2.2509
436759 2.3673
436779 2.4943
436798 2.633
436818 2.7845
436837 2.95
436857 3.1307
436875 3.313
436900 3.5904
436925 3.8981
436950 4.237
436975 4.606
437001 5.0019
437051 5.8501
437092 6.5191
437112 6.8246
437132 7.0956
437152 7.3219
437170 7.4717
437190 7.5977
437211 7.6577
437218 7.663
437234 7.6488
437250 7.6005
437271 7.4885
437292 7.332
437323 7.0366
437365 6.5811
437410 6.0879
437444 5.72
437479 5.3836
437514 5.0834
437549 4.8202
437583 4.5936
437617 4.4016
437651 4.2369
437685 4.0964
437719 3.9771
437752 3.8765
437795 3.7722
437838 3.6899
437881 3.6263
437945 3.5604
438008 3.5231
438071 3.5078
438092 3.5068
438161 3.5163
438229 3.5425
438321 3.5985
438412 3.6744
438550 3.8176
438687 3.9882
438824 4.1796
439008 4.4577
439587 5.3945
439770 5.6716
439954 5.9232
440137 6.1409
440320 6.3215
440503 6.4572
440686 6.55
440823 6.5892
440961 6.6049
441167 6.5858
441357 6.5292
441601 6.4092
441846 6.2487
442151 6.0081
442944 5.3079
443432 4.8859
443799 4.5903
444165 4.3191
444623 4.0107
445019 3.7727
445385 3.5749
445752 3.3945
446118 3.2321
446606 3.0379
447094 2.8665
447583 2.7147
448071 2.5795
448559 2.4587
449170 2.3244
449780 2.2066
450390 2.1017
451123 1.9907
451977 1.8777
452709 1.793
453549 1.706
454510 1.6181
455578 1.5327
456799 1.4467
458019 1.3708
459240 1.3029
460766 1.2262
462902 1.13
465853 1.0031
466871 0.95379
467482 0.91921
468093 0.87817
468465 0.85277
468594 0.84761
468638 0.84718
468720 0.84962
468781 0.85588
468839 0.86769
468877 0.88005
468915 0.89775
468943 0.91581
468964 0.93259
468987 0.95529
469010 0.9836
469027 1.0094
469045 1.0401
469062 1.0765
469079 1.1201
469096 1.1724
469108 1.2131
469119 1.2592
469131 1.3117
469142 1.3683
469152 1.4288
469162 1.4972
469173 1.5745
469183 1.6619
469193 1.761
469204 1.8734
469212 1.9674
469219 2.0708
469230 2.2246
469237 2.3383
469244 2.4616
469250 2.5951
469257 2.7394
469264 2.895
469275 3.15
469285 3.4436
469296 3.7642
469307 4.1083
469338 5.178
469348 5.4903
469358 5.774
469368 6.017
469374 6.1509
469381 6.2592
469388 6.35
469397 6.4063
469401 6.4158
469409 6.4006
469417 6.3448
469425 6.2524
469433 6.1283
469444 5.9234
469454 5.6858
469481 5.0295
469502 4.5239
469517 4.178
469533 3.8657
469543 3.6769
469553 3.5032
469564 3.3438
469575 3.1901
469586 3.0433
469598 2.9103
469609 2.7899
469626 2.6301
469644 2.492
469661 2.3724
469679 2.2622
469698 2.1674
469716 2.086
469734 2.0163
469754 1.954
469774 1.9029
469793 1.8628
469813 1.8345
469832 1.8196
469840 1.8182
469856 1.825
469868 1.8406
469879 1.8681
469888 1.8991
469895 1.9352
469902 1.9783
469909 2.0334
469916 2.1043
469921 2.1627
469925 2.2321
469930 2.3176
469934 2.3953
469937 2.485
469941 2.5885
469945 2.7079
469948 2.8455
469952 3.0036
469956 3.1847
469960 3.3911
469963 3.6247
469967 3.8871
469971 4.1793
469974 4.5009
469978 4.8506
469983 5.355
469990 6.1403
469998 7.0973
470004 7.6357
470007 7.9559
470011 8.2295
470014 8.4471
470018 8.5991
470021 8.6842
470024 8.7023
470027 8.6706
470031 8.5697
470033 8.4657
470037 8.2544
470040 7.9865
470044 7.6711
470049 7.1381
470056 6.3785
470063 5.5295
470068 5.0116
470072 4.6488
470076 4.3122
470079 4.0037
470083 3.724
470087 3.4726
470090 3.2486
470094 3.0499
470098 2.8746
470101 2.7203
470105 2.5847
470109 2.4655
470112 2.3607
470116 2.2684
470120 2.187
470124 2.1102
470130 2.0116
470135 1.929
470141 1.8591
470147 1.7993
470154 1.7388
470163 1.6727
470173 1.6182
470182 1.5726
470194 1.5222
470206 1.4807
470225 1.4305
470243 1.3907
470266 1.3508
470283 1.3267
470316 1.2874
470350 1.2562
470384 1.2307
470436 1.1987
470496 1.1697
470566 1.1424
470645 1.1171
470783 1.0827
470930 1.0542
471077 1.0313
471298 1.0035
471592 0.97421
471983 0.94315
472473 0.91144
473257 0.86854
474977 0.78146
475049 0.77991
475082 0.78183
475098 0.7861
475108 0.79318
475114 0.80272
475119 0.81448
475122 0.82619
475126 0.84258
475130 0.8643
475132 0.88487
475135 0.90973
475137 0.93659
475140 0.96793
475142 1.0042
475144 1.0456
475147 1.0926
475149 1.1388
475152 1.2026
475154 1.2731
475157 1.3499
475160 1.4554
475164 1.5921
475173 1.8822
475177 2.0029
475180 2.0892
475182 2.1455
475184 2.1915
475188 2.2348
475190 2.2571
475192 2.2617
475195 2.2536
475197 2.2365
475200 2.1942
475202 2.1502
475206 2.0718
475209 1.9782
475213 1.8545
475224 1.4799
475227 1.3768
475230 1.2998
475232 1.2284
475235 1.1633
475238 1.0977
475240 1.0493
475242 1.0065
475245 0.96891
475247 0.93634
475250 0.90559
475253 0.87543
475256 0.85137
475259 0.83242
475264 0.81352
475268 0.79863
475274 0.78775
475282 0.77835
475293 0.77207
475309 0.76737
475352 0.76102
475516 0.74794
476015 0.71137
476301 0.68699
476583 0.65957
476921 0.62474
477016 0.61677
477097 0.61262
477130 0.61213
477184 0.61369
477238 0.61952
477273 0.62693
477310 0.63855
477337 0.65091
477364 0.66743
477382 0.68137
477400 0.69819
477418 0.71845
477435 0.74041
477451 0.76647
477468 0.79747
477484 0.83445
477495 0.86305
477506 0.89531
477520 0.94381
477530 0.9808
477539 1.0221
477549 1.0683
477558 1.12
477568 1.1781
477578 1.2434
477586 1.3093
477594 1.3741
477601 1.4457
477609 1.5248
477617 1.6123
477624 1.7093
477632 1.8169
477640 1.9364
477646 2.0519
477652 2.1599
477658 2.2771
477663 2.4042
477669 2.5422
477675 2.692
477681 2.8546
477686 3.0311
477692 3.2061
477699 3.4667
477706 3.7546
477713 4.0718
477720 4.4202
477727 4.8012
477734 5.2154
477742 5.6625
477749 6.1407
477758 6.821
477774 7.9861
477787 9.0286
477796 9.6172
477804 10.151
477809 10.466
477816 10.794
477823 11.055
477829 11.24
477836 11.346
477842 11.372
477848 11.339
477854 11.247
477859 11.101
477867 10.833
477875 10.495
477883 10.104
477895 9.4542
477922 7.9078
477933 7.2931
477945 6.7249
477956 6.2084
477964 5.893
477973 5.5302
477983 5.2005
477992 4.9014
478002 4.6302
478011 4.3842
478021 4.1609
478030 3.958
478040 3.7734
478050 3.6049
478064 3.3791
478078 3.181
478092 3.0063
478107 2.8517
478121 2.7141
478135 2.5912
478150 2.4809
478164 2.3815
478183 2.2637
478200 2.1712
478222 2.0645
478244 1.9713
478266 1.8891
478281 1.8397
478310 1.7517
478345 1.664
478379 1.5893
478413 1.5251
478448 1.4693
478494 1.4055
478541 1.3494
478589 1.3016
478637 1.2603
478684 1.2243
478763 1.1742
478842 1.1329
478894 1.109
478998 1.0689
479102 1.0358
479236 1.0007
479388 0.96846
479495 0.94925
479685 0.92044
479924 0.89137
480210 0.86326
480496 0.84015
480877 0.8145
481449 0.78309
482116 0.75283
482975 0.71967
484119 0.68068
486121 0.6167
486488 0.60303
486669 0.59465
486817 0.58552
486912 0.5767
486975 0.5677
487011 0.55991
487036 0.55264
487061 0.54242
487073 0.53556
487100 0.51862
487104 0.51782
487109 0.51935
487112 0.52281
487116 0.529
487119 0.53744
487122 0.54928
487125 0.56514
487127 0.58006
487130 0.59688
487132 0.62288
487134 0.63774
487137 0.67133
487139 0.71014
487142 0.74468
487145 0.80227
487148 0.866
487153 0.94854
487161 1.1206
487164 1.1969
487168 1.2631
487171 1.314
487174 1.3496
487177 1.3742
487180 1.389
487182 1.3974
487183 1.3979
487185 1.3953
487188 1.3827
487191 1.366
487194 1.3307
487198 1.284
487202 1.2241
487214 1.0335
487218 0.96972
487222 0.91235
487225 0.87694
487228 0.8441
487232 0.81526
487235 0.79021
487238 0.7638
487241 0.75031
487245 0.72787
487250 0.71046
487255 0.69694
487261 0.68334
487270 0.6691
487279 0.65921
487291 0.64964
487304 0.64244
487328 0.63203
487353 0.62467
487402 0.61467
487481 0.60473
487594 0.59569
487783 0.58547
488203 0.56922
489658 0.5232
490798 0.48632
491367 0.46545
491727 0.45023
491997 0.43681
492177 0.42625
492357 0.41355
492492 0.40184
492612 0.38899
492717 0.37494
492807 0.36005
492948 0.33253
492974 0.3289
492995 0.32768
493011 0.32883
493023 0.33155
493032 0.3351
493040 0.34045
493049 0.34824
493057 0.35705
493063 0.3673
493069 0.3805
493074 0.39135
493078 0.40421
493082 0.41946
493087 0.43759
493090 0.45227
493093 0.46886
493096 0.48763
493099 0.50887
493102 0.53294
493105 0.56018
493108 0.59105
493111 0.62598
493114 0.66554
493117 0.71023
493119 0.74751
493121 0.78825
493123 0.83275
493126 0.88129
493128 0.93413
493130 0.99153
493132 1.0538
493135 1.121
493138 1.2164
493140 1.321
493143 1.4351
493146 1.5588
493149 1.692
493152 1.8119
493155 1.9655
493159 2.2108
493165 2.541
493175 3.1154
493179 3.3815
493184 3.6237
493187 3.7604
493190 3.8752
493193 3.9736
493196 4.054
493199 4.1268
493202 4.1676
493206 4.1804
493210 4.1595
493214 4.1068
493217 4.0251
493221 3.9181
493226 3.7488
493231 3.5539
493238 3.2345
493246 2.855
493252 2.5976
493257 2.4178
493261 2.2515
493266 2.0997
493270 1.9623
493275 1.8389
493279 1.7287
493284 1.6306
493288 1.5433
493293 1.4656
493297 1.3965
493302 1.3348
493306 1.2796
493312 1.2148
493319 1.15
493326 1.0943
493333 1.046
493340 1.0039
493347 0.96682
493356 0.92269
493367 0.88019
493378 0.84409
493389 0.81308
493400 0.78618
493414 0.75487
493429 0.72792
493444 0.70489
493467 0.67605
493486 0.65532
493506 0.63762
493535 0.61546
493559 0.60061
493600 0.57922
493641 0.56214
493690 0.54565
493726 0.53573
493797 0.51947
493864 0.50722
493932 0.49712
494022 0.48597
494157 0.47263
494337 0.45882
494517 0.44772
494787 0.43414
495117 0.4205
495596 0.40398
496196 0.38677
496736 0.37364
497276 0.36279
497756 0.35518
498191 0.35028
498611 0.34773
498802 0.34746
499120 0.34848
499411 0.35141
499581 0.3546
499702 0.35871
499763 0.36275
499799 0.36709
499821 0.37137
499840 0.37728
499851 0.38269
499861 0.39009
499868 0.39734
499874 0.40482
499879 0.41501
499883 0.42592
499886 0.43507
