E sigma std
37.0808 244.8 18.282
37.0932 230.86 17.371
37.1057 218.44 16.56
37.1181 207.3 15.831
37.1306 197.24 15.174
37.1471 185.25 14.391
37.1637 174.63 13.696
37.1803 165.15 13.077
37.1969 156.64 12.52
37.2135 148.95 12.018
37.2309 141.63 11.54
37.2484 135 11.106
37.2658 128.96 10.712
37.292 120.86 10.182
37.3182 113.72 9.7158
37.3444 107.4 9.3026
37.3706 101.77 8.9342
37.3967 96.712 8.6039
37.4229 92.158 8.3063
37.4491 88.036 8.037
37.4753 84.291 7.7921
37.5085 80.012 7.5125
37.5399 76.372 7.2747
37.5713 73.08 7.0595
37.6184 68.693 6.7728
37.6655 64.861 6.5223
37.7127 61.488 6.3019
37.7616 58.396 6.0998
37.8139 55.466 5.9084
37.8663 52.87 5.7387
37.9186 50.555 5.5873
37.9536 49.146 5.4953
38.0234 46.607 5.3294
38.0932 44.384 5.1841
38.163 42.421 5.0558
38.2328 40.678 4.9419
38.3027 39.12 4.84
38.3864 37.457 4.7313
38.4702 35.984 4.6351
38.554 34.671 4.5493
38.6719 33.048 4.4432
38.7489 32.12 4.3825
38.7741 31.816 4.3627
38.9103 30.382 4.269
39.0466 29.142 4.1879
39.1829 28.059 4.1172
39.3119 27.154 4.058
39.5055 25.975 3.981
39.6991 24.969 3.9152
39.9091 24.031 3.8539
40.1191 23.223 3.8011
40.4011 22.296 3.7405
40.6851 21.509 3.6891
40.9711 20.829 3.6447
41.2591 20.238 3.606
41.6952 19.48 3.5565
42.1619 18.809 3.5126
42.6119 18.265 3.4771
43.0409 17.833 3.4488
43.224 17.648 3.4368
43.872 17.108 3.4015
44.6374 16.58 3.367
45.5825 16.044 3.332
46.4895 15.624 3.3045
46.709 15.523 3.2979
48.0478 15.013 3.2646
49.7808 14.466 3.2288
50.5663 14.255 3.215
52.2022 13.814 3.1862
55.0005 13.096 3.1392
55.99 12.841 3.1226
57.6422 12.352 3.0906
58.8122 11.941 3.0637
59.4045 11.691 3.0474
59.7422 11.549 3.0381
60.3721 11.234 3.0176
61.0109 10.859 2.993
61.4271 10.572 2.9743
61.8336 10.251 2.9533
62.1944 9.9221 2.9318
62.4645 9.6417 2.9135
62.6896 9.3808 2.8965
62.9147 9.0905 2.8775
63.1173 8.7995 2.8585
63.3537 8.4176 2.8335
63.5567 8.0458 2.8092
63.6913 7.7719 2.7913
63.8039 7.5245 2.7751
63.9502 7.1748 2.7523
64.0628 6.8814 2.7331
64.1753 6.5642 2.7124
64.2857 6.2279 2.6904
64.3961 5.8644 2.6666
64.4982 5.5022 2.643
64.5799 5.1941 2.6228
64.6616 4.8698 2.6016
64.7462 4.5181 2.5787
64.8513 4.0644 2.549
64.9607 3.5865 2.5178
65.0045 3.4009 2.5056
65.0351 3.2757 2.4975
65.0614 3.173 2.4907
65.0696 3.1424 2.4887
65.0833 3.0916 2.4854
65.1022 3.025 2.4811
65.1198 2.9674 2.4773
65.1314 2.9314 2.475
65.1431 2.8976 2.4727
65.1562 2.8624 2.4704
65.165 2.8408 2.469
65.1737 2.8209 2.4677
65.1818 2.8042 2.4666
65.1891 2.7904 2.4657
65.1964 2.778 2.4649
65.2037 2.7671 2.4642
65.2102 2.7587 2.4637
65.219 2.7497 2.4631
65.2248 2.7451 2.4628
65.2306 2.7417 2.4626
65.2379 2.7394 2.4624
65.2416 2.739 2.4624
65.2482 2.7398 2.4624
65.254 2.742 2.4626
65.2595 2.7456 2.4628
65.2646 2.7503 2.4631
65.2715 2.7588 2.4637
65.2777 2.7687 2.4643
65.2832 2.7792 2.465
65.2883 2.7907 2.4658
65.295 2.8084 2.4669
65.3009 2.8263 2.4681
65.3047 2.8393 2.4689
65.3109 2.8627 2.4705
65.316 2.8842 2.4719
65.3211 2.9079 2.4734
65.3269 2.9377 2.4754
65.3324 2.9685 2.4774
65.3386 3.0069 2.4799
65.3455 3.0545 2.483
65.3507 3.0929 2.4855
65.3561 3.1374 2.4884
65.362 3.1889 2.4918
65.3685 3.252 2.4959
65.374 3.3092 2.4997
65.3795 3.3708 2.5037
65.386 3.4508 2.5089
65.3926 3.538 2.5146
65.3995 3.6384 2.5212
65.4046 3.7182 2.5264
65.4097 3.8034 2.5319
65.4148 3.8943 2.5379
65.4203 3.9983 2.5447
65.4262 4.1174 2.5525
65.432 4.2455 2.5608
65.4378 4.3833 2.5698
65.4444 4.5509 2.5808
65.4499 4.7015 2.5906
65.4553 4.8628 2.6012
65.4608 5.0358 2.6125
65.4663 5.2213 2.6246
65.4718 5.4204 2.6376
65.4772 5.6343 2.6516
65.4827 5.8641 2.6666
65.4882 6.1113 2.6828
65.4936 6.3774 2.7002
65.4991 6.6642 2.7189
65.5057 7.0385 2.7434
65.5122 7.449 2.7702
65.5188 7.9002 2.7997
65.5254 8.397 2.8322
65.5319 8.9448 2.868
65.5363 9.3416 2.8939
65.5407 9.766 2.9216
65.5451 10.22 2.9513
65.5494 10.707 2.9831
65.5538 11.229 3.0172
65.5582 11.789 3.0539
65.5626 12.391 3.0932
65.567 13.037 3.1354
65.5717 13.793 3.1848
65.5768 14.677 3.2426
65.5819 15.641 3.3056
65.587 16.693 3.3744
65.5921 17.843 3.4495
65.5972 19.099 3.5316
65.6023 20.472 3.6213
65.6074 21.975 3.7195
65.6126 23.62 3.827
65.6177 25.42 3.9447
65.6228 27.392 4.0736
65.6279 29.552 4.2147
65.633 31.917 4.3693
65.6381 34.508 4.5386
65.6432 37.344 4.724
65.6483 40.45 4.9269
65.6534 43.848 5.1491
65.6585 47.566 5.392
65.6636 51.631 5.6577
65.6687 56.074 5.948
65.6738 60.925 6.2651
65.6789 66.219 6.6111
65.684 71.991 6.9883
65.6892 78.28 7.3994
65.6942 85.023 7.84
65.6992 92.236 8.3114
65.7041 100.05 8.8223
65.7091 108.51 9.3753
65.714 117.66 9.9732
65.719 127.55 10.619
65.724 138.21 11.316
65.7289 149.69 12.066
65.7337 161.68 12.85
65.7384 174.12 13.663
65.7431 187.43 14.533
65.7477 201.63 15.461
65.7524 216.77 16.45
65.7571 232.89 17.504
65.7617 250.03 18.624
65.7664 268.22 19.813
65.7711 287.52 21.074
65.7781 318.6 23.105
65.7851 352.35 25.311
65.7921 388.88 27.698
65.7991 428.27 30.273
65.8061 470.6 33.039
65.8122 510.09 35.62
65.8204 566.34 39.297
65.8286 626.71 43.242
65.8367 691.15 47.453
65.8458 767.11 52.418
65.8563 861.1 58.56
65.8668 960.76 65.073
65.8796 1089.2 73.466
65.8983 1285.4 86.29
65.9295 1619.2 108.11
65.9443 1770.9 118.02
65.9583 1903.8 126.71
65.9723 2022.5 134.46
65.9817 2091.9 139
65.991 2152.1 142.94
66.0003 2202.4 146.22
66.0097 2242 148.81
66.0209 2274.4 150.92
66.0309 2289 151.88
66.0353 2291 152.01
66.047 2283.5 151.52
66.0564 2264.1 150.25
66.0657 2233.2 148.23
66.075 2191.4 145.5
66.0844 2139.5 142.11
66.0937 2078.2 138.1
66.1077 1970.9 131.09
66.1217 1848.7 123.1
66.1357 1715.4 114.39
66.1609 1460.6 97.737
66.1843 1223.6 82.25
66.1983 1087.3 73.341
66.21 979.23 66.28
66.2216 877.4 59.625
66.2304 805.57 54.931
66.2392 737.89 50.508
66.2479 674.5 46.365
66.2567 615.46 42.507
66.2654 560.78 38.933
66.2742 510.4 35.64
66.2829 464.21 32.622
66.2888 435.67 30.757
66.2972 397.37 28.254
66.3055 363.13 26.016
66.3111 342.08 24.64
66.3166 322.37 23.352
66.3222 303.96 22.149
66.3277 286.78 21.026
66.3333 270.76 19.979
66.3388 255.86 19.005
66.3443 241.99 18.098
66.3499 229.11 17.257
66.3554 217.15 16.475
66.361 206.06 15.75
66.3693 190.92 14.761
66.3776 177.43 13.879
66.384 168.03 13.265
66.3913 158.32 12.63
66.3986 149.55 12.057
66.4059 141.62 11.539
66.4132 134.46 11.071
66.4205 127.98 10.648
66.4278 122.11 10.264
66.4351 116.79 9.9161
66.4424 111.95 9.6001
66.4533 105.5 9.1782
66.4643 99.866 8.8101
66.4752 94.923 8.487
66.4862 90.56 8.2019
66.4971 86.685 7.9487
66.5117 82.148 7.6521
66.5263 78.197 7.3939
66.5409 74.722 7.1668
66.5555 71.635 6.9651
66.5701 68.868 6.7842
66.5919 65.207 6.545
66.6138 62.019 6.3366
66.6401 58.686 6.1188
66.6664 55.783 5.9291
66.6926 53.229 5.7621
66.7189 50.96 5.6139
66.7452 48.932 5.4813
66.7831 46.352 5.3127
66.8123 44.602 5.1983
66.856 42.291 5.0473
66.8998 40.289 4.9164
66.9436 38.538 4.802
66.9874 36.993 4.7011
67.0322 35.591 4.6094
67.077 34.34 4.5276
67.1443 32.698 4.4204
67.1948 31.619 4.3498
67.2511 30.547 4.2798
67.3219 29.357 4.202
67.4097 28.087 4.119
67.508 26.875 4.0398
67.6122 25.784 3.9685
67.7101 24.902 3.9109
67.8248 24.009 3.8525
67.943 23.217 3.8007
68.0555 22.559 3.7577
68.2242 21.714 3.7025
68.393 21.002 3.656
68.5617 20.394 3.6162
68.7867 19.709 3.5715
69.0401 19.068 3.5296
69.2936 18.532 3.4945
69.6284 17.944 3.4561
69.9632 17.459 3.4244
70.3285 17.015 3.3954
70.6937 16.64 3.3709
71.2523 16.163 3.3397
71.9273 15.698 3.3093
72.2769 15.504 3.2966
72.7149 15.26 3.2807
73.6824 14.823 3.2521
74.8505 14.386 3.2236
77.9958 13.364 3.1568
78.6337 13.109 3.1401
79.053 12.896 3.1262
79.1696 12.819 3.1211
79.3511 12.699 3.1133
79.5703 12.511 3.101
79.753 12.305 3.0876
79.8748 12.128 3.076
79.9965 11.898 3.061
80.0879 11.673 3.0463
80.1564 11.459 3.0323
80.2096 11.254 3.0189
80.2705 10.972 3.0004
80.3466 10.592 2.9756
80.3771 10.488 2.9688
80.3961 10.464 2.9672
80.4152 10.492 2.9691
80.4304 10.566 2.9739
80.4418 10.659 2.98
80.4532 10.791 2.9886
80.4646 10.969 3.0002
80.476 11.198 3.0152
80.4875 11.485 3.034
80.4989 11.837 3.057
80.5103 12.259 3.0846
80.5217 12.758 3.1172
80.5331 13.337 3.155
80.5445 14.001 3.1984
80.5541 14.625 3.2392
80.5637 15.311 3.284
80.5765 16.319 3.3499
80.5893 17.432 3.4226
80.6003 18.462 3.49
80.614 19.838 3.5799
80.6322 21.796 3.7078
80.6809 27.258 4.0648
80.7019 29.454 4.2084
80.7187 31.032 4.3115
80.734 32.278 4.3929
80.7484 33.241 4.4558
80.7633 34.006 4.5058
80.7779 34.512 4.5389
80.7925 34.767 4.5555
80.8005 34.799 4.5576
80.8137 34.691 4.5506
80.8292 34.321 4.5264
80.8466 33.625 4.4809
80.8648 32.62 4.4152
80.8831 31.397 4.3353
80.9026 29.927 4.2393
80.9563 25.615 3.9574
80.9769 24.066 3.8562
80.9921 23.002 3.7866
81.0073 22.021 3.7226
81.0225 21.131 3.6644
81.0378 20.332 3.6121
81.053 19.623 3.5658
81.0682 18.999 3.5251
81.0834 18.456 3.4895
81.1051 17.804 3.4469
81.1245 17.327 3.4157
81.1439 16.932 3.39
81.1633 16.606 3.3687
81.1892 16.255 3.3457
81.2174 15.954 3.326
81.2478 15.696 3.3092
81.2935 15.398 3.2897
81.3544 15.102 3.2704
81.4153 14.875 3.2555
81.5066 14.614 3.2384
81.6132 14.383 3.2234
81.7502 14.16 3.2088
81.9155 13.957 3.1955
82.1956 13.707 3.1792
82.5331 13.492 3.1651
83.0997 13.23 3.1481
83.9585 12.939 3.129
85.1516 12.611 3.1076
86.7153 12.222 3.0822
88.9892 11.657 3.0452
89.2668 11.628 3.0433
89.6221 11.473 3.0332
91.1233 11.017 3.0034
92.2939 10.608 2.9767
93.3234 10.193 2.9495
94.1391 9.8139 2.9248
94.3195 9.7182 2.9185
94.8519 9.4357 2.9
95.3396 9.1461 2.8811
95.8855 8.7856 2.8576
96.4314 8.3797 2.831
96.8453 8.035 2.8085
97.1828 7.726 2.7883
97.5203 7.3884 2.7662
97.8635 7.012 2.7416
98.1807 6.6299 2.7167
98.4654 6.2561 2.6922
98.6904 5.9378 2.6714
98.9116 5.6038 2.6496
99.1524 5.2155 2.6242
99.353 4.8723 2.6018
99.5537 4.512 2.5783
99.7559 4.1341 2.5536
99.7653 4.1165 2.5524
100.136 3.4093 2.4824
100.236 3.224 2.4749
100.306 3.0978 2.4697
100.353 3.0166 2.4664
100.404 2.9314 2.4629
100.449 2.8618 2.4601
100.482 2.8111 2.458
100.512 2.7692 2.4563
100.541 2.7295 2.4547
100.565 2.6995 2.4535
100.582 2.6781 2.4526
100.6 2.6578 2.4518
100.618 2.6386 2.451
100.635 2.6205 2.4503
100.653 2.6038 2.4496
100.665 2.5933 2.4492
100.676 2.5835 2.4488
100.691 2.5722 2.4483
100.704 2.5628 2.4479
100.717 2.5545 2.4476
100.729 2.5482 2.4473
100.74 2.5426 2.4471
100.747 2.5393 2.447
100.757 2.5352 2.4468
100.767 2.5317 2.4467
100.776 2.5293 2.4466
100.785 2.5274 2.4465
100.792 2.5262 2.4464
100.802 2.5253 2.4464
100.81 2.525 2.4464
100.819 2.5253 2.4464
100.826 2.526 2.4464
100.835 2.5273 2.4465
100.842 2.529 2.4465
100.852 2.5318 2.4467
100.86 2.5348 2.4468
100.868 2.5386 2.4469
100.875 2.5422 2.4471
100.884 2.547 2.4473
100.891 2.5518 2.4475
100.9 2.5584 2.4477
100.909 2.5658 2.448
100.915 2.5719 2.4483
100.922 2.5792 2.4486
100.931 2.588 2.4489
100.939 2.5984 2.4494
100.949 2.6107 2.4499
100.959 2.6252 2.4505
100.968 2.6388 2.451
100.979 2.6571 2.4518
100.99 2.6772 2.4526
100.998 2.693 2.4532
101.007 2.7113 2.454
101.016 2.7308 2.4548
101.025 2.7516 2.4556
101.034 2.7755 2.4566
101.044 2.803 2.4577
101.055 2.8323 2.4589
101.065 2.8635 2.4602
101.076 2.8992 2.4616
101.088 2.9399 2.4633
101.1 2.9834 2.4651
101.111 3.03 2.4669
101.125 3.086 2.4692
101.139 3.1531 2.472
101.154 3.2256 2.4749
101.169 3.3039 2.4781
101.183 3.3881 2.4815
101.198 3.4788 2.4852
101.213 3.5763 2.4892
101.227 3.6809 2.4935
101.244 3.8048 2.4985
101.257 3.9135 2.5029
101.27 4.0291 2.5076
101.283 4.152 2.5127
101.301 4.3281 2.5198
101.316 4.4861 2.5263
101.331 4.6637 2.5335
101.346 4.8543 2.5413
101.362 5.0586 2.5496
101.377 5.2776 2.5585
101.393 5.5124 2.5681
101.408 5.7641 2.5783
101.424 6.0338 2.5893
101.439 6.323 2.6011
101.454 6.6329 2.6137
101.47 6.9652 2.6272
101.487 7.3747 2.6439
101.505 7.8183 2.662
101.523 8.2993 2.6816
101.54 8.821 2.7028
101.558 9.3873 2.7259
101.576 10.002 2.7509
101.593 10.671 2.7782
101.611 11.399 2.8078
101.629 12.191 2.8401
101.646 13.055 2.8753
101.664 13.999 2.9137
101.681 15.031 2.9558
101.699 16.161 3.0018
101.717 17.401 3.0523
101.734 18.763 3.1078
101.752 20.264 3.1689
101.764 21.351 3.2132
101.775 22.513 3.2605
101.787 23.758 3.3112
101.799 25.092 3.3656
101.811 26.526 3.424
101.823 28.069 3.4868
101.834 29.731 3.5545
101.846 31.527 3.6276
101.857 33.419 3.7047
101.869 35.468 3.7882
101.88 37.691 3.8787
101.892 40.109 3.9772
101.903 42.746 4.0846
101.915 45.631 4.2021
101.926 48.796 4.331
101.938 52.279 4.4729
101.948 55.61 4.6086
101.958 59.251 4.7569
101.968 63.241 4.9194
101.978 67.624 5.098
101.988 72.453 5.2946
101.998 77.785 5.5118
102.008 83.686 5.7521
102.015 88.53 5.9495
102.022 93.56 6.1543
102.032 100.74 6.4468
102.039 106.63 6.6866
102.046 112.99 6.9456
102.053 119.87 7.2258
102.06 127.31 7.5288
102.067 135.36 7.8569
102.074 144.08 8.2122
102.081 153.53 8.5972
102.088 163.77 9.0143
102.095 174.87 9.4663
102.102 186.9 9.9562
102.109 199.94 10.487
102.116 214.06 11.062
102.123 229.36 11.686
102.131 245.92 12.36
102.138 263.85 13.09
102.145 283.24 13.88
102.152 304.19 14.734
102.159 326.82 15.655
102.166 351.25 16.65
102.172 375.3 17.63
102.18 408.38 18.977
102.189 444.39 20.444
102.197 483.52 22.038
102.205 525.98 23.767
102.213 571.96 25.64
102.222 621.65 27.664
102.23 675.22 29.846
102.237 726.49 31.934
102.247 799.33 34.901
102.257 878.27 38.117
102.266 963.52 41.589
102.276 1055.2 45.325
102.286 1153.5 49.328
102.294 1248.7 53.203
102.306 1384 58.716
102.318 1528.9 64.617
102.327 1643.6 69.291
102.342 1850.8 77.728
102.356 2051.4 85.901
102.375 2342.2 97.743
102.409 2895.2 120.27
102.437 3348.3 138.72
102.456 3634.4 150.38
102.475 3896.9 161.07
102.489 4073 168.24
102.503 4227.3 174.53
102.517 4356.6 179.79
102.531 4455.4 183.82
102.544 4526.2 186.7
102.558 4568.8 188.44
102.571 4579.8 188.88
102.584 4564 188.24
102.598 4518.6 186.39
102.61 4452 183.68
102.621 4372.2 180.43
102.638 4220.4 174.25
102.65 4100 169.34
102.665 3918.7 161.96
102.68 3717.8 153.77
102.697 3473.9 143.84
102.723 3071.9 127.46
102.758 2525.8 105.22
102.779 2211.6 92.426
102.797 1964.6 82.363
102.812 1764 74.193
102.826 1591.3 67.159
102.841 1431.3 60.642
102.85 1331.9 56.592
102.859 1238.3 52.779
102.869 1150.4 49.202
102.878 1068.3 45.857
102.889 982.56 42.364
102.898 916.3 39.666
102.906 854.61 37.153
102.915 797.28 34.818
102.924 744.14 32.653
102.933 694.96 30.65
102.942 649.54 28.8
102.95 607.64 27.093
102.959 569.06 25.522
102.968 533.58 24.077
102.977 500.98 22.749
102.986 471.05 21.53
102.995 443.59 20.412
103.003 418.42 19.386
103.012 395.34 18.446
103.021 374.19 17.585
103.03 354.79 16.795
103.042 331.41 15.842
103.053 310.56 14.993
103.065 291.93 14.234
103.075 277.35 13.64
103.088 260.66 12.961
103.101 245.82 12.356
103.114 232.59 11.817
103.127 220.73 11.334
103.14 210.06 10.9
103.153 200.43 10.507
103.166 191.69 10.151
103.184 181.23 9.7252
103.201 171.93 9.3463
103.217 164.37 9.0386
103.238 155.31 8.6695
103.259 147.26 8.3415
103.279 140.05 8.0478
103.293 135.64 7.8684
103.321 127.66 7.5431
103.349 120.6 7.2558
103.377 114.32 7
103.405 108.7 6.7708
103.433 103.62 6.5642
103.462 98.799 6.3677
103.492 94.429 6.1897
103.536 88.598 5.9522
103.58 83.495 5.7444
103.624 78.993 5.561
103.668 74.996 5.3982
103.712 71.424 5.2527
103.756 68.215 5.122
103.815 64.413 4.9672
103.874 61.07 4.831
103.928 58.32 4.719
104.003 54.977 4.5828
104.078 52.064 4.4642
104.153 49.506 4.36
104.228 47.243 4.2678
104.303 45.227 4.1857
104.391 43.123 4.1
104.479 41.261 4.0241
104.538 40.135 3.9783
104.656 38.116 3.8961
104.773 36.361 3.8246
104.891 34.821 3.7618
105.008 33.459 3.7063
105.126 32.246 3.657
105.243 31.16 3.6127
105.42 29.728 3.5544
105.596 28.49 3.504
105.772 27.409 3.4599
105.949 26.455 3.4211
106.184 25.345 3.3759
106.419 24.386 3.3368
106.654 23.548 3.3027
106.889 22.808 3.2725
107.171 22.025 3.2406
107.453 21.336 3.2126
107.877 20.442 3.1762
108.3 19.673 3.1449
108.504 19.343 3.1314
108.582 19.216 3.1262
109.146 18.403 3.0931
109.788 17.597 3.0603
110.655 16.634 3.0211
112.298 14.916 2.9511
112.973 14.136 2.9193
113.443 13.517 2.8941
113.796 12.986 2.8725
114.101 12.463 2.8512
114.381 11.908 2.8286
114.568 11.488 2.8115
114.72 11.109 2.796
114.895 10.621 2.7761
115.012 10.259 2.7614
115.128 9.8628 2.7453
115.245 9.4269 2.7275
115.362 8.9447 2.7079
115.45 8.5483 2.6917
115.537 8.118 2.6742
115.628 7.634 2.6545
115.692 7.264 2.6394
115.756 6.8708 2.6234
115.82 6.4537 2.6064
115.876 6.0749 2.591
115.946 5.5747 2.5706
116.054 4.7824 2.5383
116.083 4.5752 2.5299
116.112 4.3791 2.5219
116.134 4.2443 2.5164
116.149 4.1632 2.5131
116.165 4.085 2.5099
116.178 4.032 2.5078
116.187 4.0036 2.5066
116.195 3.9819 2.5057
116.204 3.9678 2.5051
116.213 3.9627 2.5049
116.222 3.9681 2.5052
116.229 3.9818 2.5057
116.235 3.9997 2.5064
116.241 4.0244 2.5075
116.247 4.0567 2.5088
116.252 4.0974 2.5104
116.258 4.1474 2.5125
116.264 4.2076 2.5149
116.27 4.2792 2.5178
116.275 4.3466 2.5206
116.28 4.4355 2.5242
116.286 4.5376 2.5284
116.291 4.6542 2.5331
116.297 4.7866 2.5385
116.302 4.9364 2.5446
116.306 5.0699 2.55
116.311 5.2165 2.556
116.315 5.3771 2.5626
116.32 5.5529 2.5697
116.324 5.745 2.5775
116.328 5.9184 2.5846
116.332 6.1435 2.5938
116.336 6.3885 2.6037
116.341 6.6548 2.6146
116.346 6.9945 2.6284
116.35 7.3124 2.6414
116.355 7.6568 2.6554
116.36 8.0946 2.6732
116.365 8.5741 2.6928
116.369 9.021 2.711
116.374 9.5031 2.7306
116.378 10.023 2.7518
116.382 10.535 2.7726
116.387 11.238 2.8013
116.392 12.033 2.8336
116.397 12.745 2.8626
116.401 13.411 2.8898
116.405 14.224 2.9229
116.409 15.096 2.9584
116.414 16.031 2.9965
116.419 17.205 3.0443
116.423 18.288 3.0884
116.428 19.647 3.1438
116.434 21.333 3.2125
116.439 22.698 3.268
116.443 24.279 3.3324
116.448 26.108 3.407
116.454 28.223 3.4931
116.46 30.666 3.5926
116.464 32.803 3.6796
116.47 35.448 3.7874
116.475 38.297 3.9034
116.482 41.787 4.0456
116.488 45.806 4.2093
116.495 50.177 4.3873
116.501 54.928 4.5808
116.508 60.078 4.7906
116.515 65.977 5.0309
116.52 70.645 5.221
116.525 75.597 5.4227
116.53 80.846 5.6365
116.536 86.813 5.8795
116.541 93.586 6.1554
116.547 100.8 6.4491
116.553 108.46 6.7613
116.559 116.6 7.0927
116.565 125.23 7.4441
116.571 134.36 7.816
116.579 149.03 8.4138
116.586 161.38 8.9167
116.593 174.49 9.4509
116.6 188.4 10.017
116.607 203.1 10.616
116.616 225.13 11.513
116.626 248.79 12.477
116.636 274.89 13.54
116.647 304.42 14.743
116.657 335.85 16.023
116.668 369.14 17.379
116.682 416.22 19.297
116.696 466.11 21.329
116.713 531.79 24.004
116.742 646.65 28.682
116.776 778.72 34.062
116.795 850.3 36.977
116.812 913.09 39.535
116.829 964.88 41.644
116.843 1003.9 43.234
116.855 1033.1 44.423
116.871 1064.1 45.685
116.886 1085.2 46.544
116.9 1097.4 47.041
116.913 1102 47.229
116.916 1102.1 47.235
116.928 1099.2 47.115
116.94 1090.7 46.768
116.954 1074.1 46.092
116.966 1054.2 45.281
116.98 1025.2 44.103
116.995 988.72 42.615
117.007 953.72 41.19
117.022 907.08 39.29
117.04 846 36.802
117.066 750.64 32.918
117.107 601.43 26.841
117.125 535.02 24.135
117.143 475.98 21.731
117.157 431.52 19.92
117.171 389.85 18.222
117.18 364.11 17.174
117.192 334.06 15.95
117.203 306.06 14.81
117.214 280.12 13.753
117.226 256.2 12.779
117.234 239.56 12.101
117.243 224 11.468
117.251 209.5 10.877
117.26 196 10.327
117.269 182.35 9.771
117.28 167.76 9.1764
117.291 154.58 8.6396
117.302 142.71 8.1564
117.313 132.07 7.7228
117.324 122.54 7.3346
117.335 114.02 6.9877
117.346 106.43 6.6785
117.357 99.666 6.403
117.368 93.651 6.1581
117.379 88.303 5.9402
117.39 83.549 5.7466
117.401 79.321 5.5744
117.412 75.56 5.4212
117.422 72.207 5.2846
117.433 69.215 5.1628
117.448 65.71 5.02
117.463 62.675 4.8964
117.477 60.033 4.7888
117.492 57.719 4.6945
117.512 55.019 4.5845
117.53 52.831 4.4954
117.549 50.922 4.4177
117.574 48.721 4.328
117.598 46.826 4.2508
117.623 45.17 4.1833
117.66 43.028 4.0961
117.698 41.203 4.0218
117.741 39.362 3.9468
117.785 37.78 3.8823
117.829 36.401 3.8262
117.873 35.187 3.7767
117.931 33.776 3.7193
117.99 32.557 3.6696
118.048 31.493 3.6263
118.136 30.126 3.5706
118.22 29.016 3.5254
118.275 28.378 3.4994
118.385 27.265 3.4541
118.495 26.329 3.4159
118.605 25.528 3.3833
118.757 24.598 3.3454
118.909 23.822 3.3138
119.097 23.02 3.2812
119.323 22.235 3.2492
119.517 21.671 3.2262
119.776 21.042 3.2006
120.068 20.456 3.1767
120.406 19.9 3.1541
120.743 19.44 3.1353
121.081 19.051 3.1195
121.641 18.519 3.0979
122.201 18.091 3.0804
122.787 17.72 3.0653
123.687 17.258 3.0465
124.835 16.796 3.0277
126.028 16.414 3.0121
127.874 15.948 2.9931
129.785 15.567 2.9776
132.529 15.125 2.9596
136.319 14.632 2.9395
141.917 13.987 2.9132
143.229 13.802 2.9057
143.979 13.655 2.8997
144.448 13.512 2.8939
144.729 13.374 2.8883
144.905 13.24 2.8828
145.045 13.071 2.8759
145.244 12.716 2.8615
145.3 12.656 2.859
145.314 12.654 2.8589
145.356 12.692 2.8605
145.385 12.77 2.8637
145.414 12.9 2.869
145.444 13.09 2.8767
145.473 13.342 2.887
145.509 13.735 2.903
145.554 14.328 2.9271
145.645 15.653 2.9811
145.684 16.133 3.0007
145.719 16.467 3.0143
145.748 16.655 3.0219
145.783 16.769 3.0266
145.801 16.78 3.027
145.832 16.733 3.0251
145.871 16.568 3.0184
145.915 16.292 3.0071
146.024 15.5 2.9749
146.082 15.141 2.9603
146.141 14.866 2.9491
146.199 14.666 2.9409
146.275 14.487 2.9336
146.369 14.343 2.9277
146.533 14.184 2.9213
146.814 14.023 2.9147
147.213 13.885 2.9091
147.88 13.739 2.9031
149.619 13.493 2.8931
156.74 12.703 2.861
159.396 12.357 2.8468
160.826 12.127 2.8375
161.862 11.918 2.829
162.684 11.699 2.8201
163.089 11.557 2.8143
163.539 11.348 2.8057
163.843 11.152 2.7978
164.036 10.986 2.791
164.226 10.771 2.7822
164.335 10.609 2.7757
164.439 10.419 2.7679
164.523 10.227 2.7601
164.702 9.7375 2.7402
164.741 9.6702 2.7374
164.76 9.6575 2.7369
164.789 9.6791 2.7378
164.808 9.7301 2.7399
164.825 9.8109 2.7431
164.842 9.9195 2.7476
164.858 10.067 2.7536
164.874 10.26 2.7614
164.89 10.504 2.7714
164.906 10.807 2.7837
164.923 11.174 2.7987
164.935 11.496 2.8118
164.947 11.861 2.8267
164.959 12.271 2.8433
164.971 12.727 2.8619
164.983 13.232 2.8825
164.996 13.787 2.9051
165.012 14.605 2.9384
165.028 15.513 2.9754
165.044 16.508 3.0159
165.06 17.588 3.0599
165.077 18.745 3.107
165.098 20.336 3.1718
165.125 22.589 3.2636
165.188 27.801 3.4759
165.217 30.001 3.5655
165.24 31.626 3.6317
165.262 32.902 3.6837
165.283 33.909 3.7247
165.302 34.613 3.7534
165.317 35.034 3.7705
165.338 35.343 3.7831
165.351 35.403 3.7855
165.365 35.343 3.7831
165.381 35.126 3.7743
165.401 34.664 3.7555
165.42 34.004 3.7286
165.436 33.319 3.7007
165.456 32.361 3.6616
165.48 30.997 3.6061
165.509 29.198 3.5328
165.573 25.145 3.3677
165.598 23.618 3.3055
165.625 22.109 3.2441
165.651 20.746 3.1885
165.676 19.61 3.1423
165.701 18.647 3.1031
165.725 17.814 3.0691
165.749 17.102 3.0401
165.774 16.5 3.0156
165.798 15.995 2.995
165.822 15.573 2.9778
165.847 15.221 2.9635
165.871 14.929 2.9516
165.903 14.612 2.9387
165.942 14.316 2.9266
165.988 14.051 2.9159
166.056 13.759 2.9039
