theta	dsigma
0	3328.77
0.0174533	3327.44
0.0349066	3323.48
0.0523599	3316.88
0.0698132	3307.68
0.0872665	3295.89
0.10472	3281.56
0.122173	3264.73
0.139626	3245.45
0.15708	3223.78
0.174533	3199.79
0.191986	3173.54
0.20944	3145.12
0.226893	3114.6
0.244346	3082.08
0.261799	3047.64
0.279253	3011.38
0.296706	2973.4
0.314159	2933.81
0.331613	2892.69
0.349066	2850.17
0.366519	2806.35
0.383972	2761.33
0.401426	2715.22
0.418879	2668.12
0.436332	2620.15
0.453786	2571.4
0.471239	2521.98
0.488692	2471.99
0.506145	2421.52
0.523599	2370.66
0.541052	2319.52
0.558505	2268.17
0.575959	2216.7
0.593412	2165.19
0.610865	2113.71
0.628319	2062.34
0.645772	2011.14
0.663225	1960.17
0.680678	1909.5
0.698132	1859.18
0.715585	1809.25
0.733038	1759.76
0.750492	1710.76
0.767945	1662.27
0.785398	1614.35
0.802851	1567.01
0.820305	1520.28
0.837758	1474.19
0.855211	1428.75
0.872665	1383.99
0.890118	1339.91
0.907571	1296.54
0.925025	1253.88
0.942478	1211.93
0.959931	1170.72
0.977384	1130.23
0.994838	1090.48
1.01229	1051.47
1.02974	1013.19
1.0472	975.65
1.06465	938.849
1.0821	902.784
1.09956	867.454
1.11701	832.857
1.13446	798.99
1.15192	765.853
1.16937	733.441
1.18682	701.753
1.20428	670.787
1.22173	640.539
1.23918	611.009
1.25664	582.194
1.27409	554.091
1.29154	526.7
1.309	500.019
1.32645	474.047
1.3439	448.781
1.36136	424.222
1.37881	400.367
1.39626	377.216
1.41372	354.767
1.43117	333.021
1.44862	311.975
1.46608	291.63
1.48353	271.983
1.50098	253.034
1.51844	234.782
1.53589	217.225
1.55334	200.362
1.5708	184.192
1.58825	168.714
1.6057	153.925
1.62316	139.824
1.64061	126.41
1.65806	113.681
1.67552	101.634
1.69297	90.2693
1.71042	79.584
1.72788	69.577
1.74533	60.2468
1.76278	51.592
1.78024	43.6116
1.79769	36.3046
1.81514	29.6704
1.8326	23.7086
1.85005	18.4192
1.8675	13.8021
1.88496	9.85814
1.90241	6.58802
1.91986	3.99296
1.93732	2.07449
1.95477	0.834461
1.97222	0.27501
1.98968	0.398543
2.00713	1.20769
2.02458	2.70527
2.04204	4.8942
2.05949	7.77746
2.07694	11.358
2.0944	15.6387
2.11185	20.6221
2.1293	26.3106
2.14675	32.7061
2.16421	39.8098
2.18166	47.6226
2.19911	56.1442
2.21657	65.3735
2.23402	75.3085
2.25147	85.9458
2.26893	97.2807
2.28638	109.307
2.30383	122.017
2.32129	135.4
2.33874	149.446
2.35619	164.141
2.37365	179.469
2.3911	195.412
2.40855	211.95
2.42601	229.06
2.44346	246.717
2.46091	264.894
2.47837	283.559
2.49582	302.681
2.51327	322.224
2.53073	342.149
2.54818	362.416
2.56563	382.982
2.58309	403.802
2.60054	424.827
2.61799	446.007
2.63545	467.292
2.6529	488.625
2.67035	509.952
2.68781	531.216
2.70526	552.358
2.72271	573.318
2.74017	594.036
2.75762	614.45
2.77507	634.5
2.79253	654.123
2.80998	673.259
2.82743	691.846
2.84489	709.825
2.86234	727.136
2.87979	743.723
2.89725	759.53
2.9147	774.503
2.93215	788.59
2.94961	801.743
2.96706	813.916
2.98451	825.066
3.00197	835.153
3.01942	844.141
3.03687	851.998
3.05433	858.695
3.07178	864.208
3.08923	868.517
3.10669	871.606
3.12414	873.464
3.14159	874.084
