theta	dsigma
0	12937.9
0.0174533	12579.6
0.0349066	11572.3
0.0523599	10099.9
0.0698132	8413.22
0.0872665	6765.77
0.10472	5354.24
0.122173	4281.33
0.139626	3549.24
0.15708	3081.94
0.174533	2765.1
0.191986	2488.59
0.20944	2178.03
0.226893	1807.82
0.244346	1395.54
0.261799	983.965
0.279253	619.599
0.296706	335.852
0.314159	145.283
0.331613	41.0841
0.349066	4.56328
0.366519	14.1377
0.383972	52.0862
0.401426	107.277
0.418879	174.204
0.436332	250.025
0.453786	331.596
0.471239	413.865
0.488692	490.014
0.506145	552.857
0.523599	596.62
0.541052	618.302
0.558505	618.185
0.575959	599.505
0.593412	567.549
0.610865	528.536
0.628319	488.557
0.645772	452.719
0.663225	424.551
0.680678	405.697
0.698132	395.903
0.715585	393.322
0.733038	395.088
0.750492	398.062
0.767945	399.579
0.785398	398.017
0.802851	393.044
0.820305	385.505
0.837758	376.997
0.855211	369.292
0.872665	363.787
0.890118	361.117
0.907571	361.034
0.925025	362.532
0.942478	364.154
0.959931	364.378
0.977384	361.961
0.994838	356.179
1.01229	346.915
1.02974	334.6
1.0472	320.057
1.06465	304.286
1.0821	288.253
1.09956	272.717
1.11701	258.138
1.13446	244.66
1.15192	232.166
1.16937	220.388
1.18682	209.035
1.20428	197.91
1.22173	186.99
1.23918	176.455
1.25664	166.654
1.27409	158.037
1.29154	151.044
1.309	146.011
1.32645	143.08
1.3439	142.154
1.36136	142.899
1.37881	144.783
1.39626	147.145
1.41372	149.288
1.43117	150.567
1.44862	150.461
1.46608	148.626
1.48353	144.913
1.50098	139.369
1.51844	132.208
1.53589	123.77
1.55334	114.479
1.5708	104.792
1.58825	95.1657
1.6057	86.0202
1.62316	77.7205
1.64061	70.5617
1.65806	64.7612
1.67552	60.4561
1.69297	57.7012
1.71042	56.4707
1.72788	56.6591
1.74533	58.0859
1.76278	60.5013
1.78024	63.5976
1.79769	67.0235
1.81514	70.4042
1.8326	73.3648
1.85005	75.5566
1.8675	76.6839
1.88496	76.5283
1.90241	74.9691
1.91986	71.9961
1.93732	67.7146
1.95477	62.3401
1.97222	56.1835
1.98968	49.6284
2.00713	43.1011
2.02458	37.036
2.04204	31.8403
2.05949	27.8605
2.07694	25.3525
2.0944	24.4604
2.11185	25.2026
2.1293	27.4693
2.14675	31.0296
2.16421	35.5487
2.18166	40.6136
2.19911	45.7646
2.21657	50.5319
2.23402	54.4722
2.25147	57.2047
2.26893	58.4416
2.28638	58.0132
2.30383	55.883
2.32129	52.1535
2.33874	47.0611
2.35619	40.961
2.37365	34.3022
2.3911	27.5949
2.40855	21.3725
2.42601	16.1504
2.44346	12.3857
2.46091	10.4389
2.47837	10.5434
2.49582	12.782
2.51327	17.075
2.53073	23.1797
2.54818	30.7028
2.56563	39.124
2.58309	47.8302
2.60054	56.1589
2.61799	63.4468
2.63545	69.0806
2.6529	72.547
2.67035	73.4786
2.68781	71.6902
2.70526	67.2061
2.72271	60.2724
2.74017	51.3555
2.75762	41.1252
2.77507	30.4231
2.79253	20.2175
2.80998	11.548
2.82743	5.46233
2.84489	2.94916
2.86234	4.87165
2.87979	11.9056
2.89725	24.4865
2.9147	42.7683
2.93215	66.5988
2.94961	95.511
2.96706	128.734
2.98451	165.222
3.00197	203.698
3.01942	242.717
3.03687	280.737
3.05433	316.196
3.07178	347.596
3.08923	373.582
3.10669	393.015
3.12414	405.033
3.14159	409.099
