E	sigma
15.59	4082.51
15.6	4079.58
15.61	4076.65
15.62	4073.73
15.63	4070.81
15.64	4067.9
15.65	4064.99
15.66	4062.09
15.67	4059.19
15.68	4056.3
15.69	4053.42
15.7	4050.54
15.71	4047.66
15.72	4044.79
15.73	4041.93
15.74	4039.07
15.75	4036.22
15.76	4033.37
15.77	4030.53
15.78	4027.7
15.79	4024.87
15.8	4022.04
15.81	4019.23
15.82	4016.41
15.83	4013.61
15.84	4010.8
15.85	4008.01
15.86	4005.22
15.87	4002.44
15.88	3999.66
15.89	3996.89
15.9	3994.12
15.91	3991.36
15.92	3988.61
15.93	3985.86
15.94	3983.12
15.95	3980.38
15.96	3977.65
15.97	3974.93
15.98	3972.21
15.99	3969.5
16	3966.79
16.01	3964.09
16.02	3961.4
16.03	3958.71
16.04	3956.03
16.05	3953.36
16.06	3950.69
16.07	3948.03
16.08	3945.38
16.09	3942.73
16.1	3940.09
16.11	3937.45
16.12	3934.82
16.13	3932.2
16.14	3929.59
16.15	3926.98
16.16	3924.38
16.17	3921.78
16.18	3919.19
16.19	3916.61
16.2	3914.04
16.21	3911.47
16.22	3908.91
16.23	3906.35
16.24	3903.81
16.25	3901.26
16.26	3898.73
16.27	3896.21
16.28	3893.69
16.29	3891.17
16.3	3888.67
16.31	3886.17
16.32	3883.68
16.33	3881.2
16.34	3878.72
16.35	3876.25
16.36	3873.79
16.37	3871.34
16.38	3868.89
16.39	3866.46
16.4	3864.02
16.41	3861.6
16.42	3859.18
16.43	3856.78
16.44	3854.38
16.45	3851.98
16.46	3849.6
16.47	3847.22
16.48	3844.85
16.49	3842.49
16.5	3840.13
16.51	3837.79
16.52	3835.45
16.53	3833.12
16.54	3830.8
16.55	3828.48
16.56	3826.18
16.57	3823.88
16.58	3821.59
16.59	3819.31
16.6	3817.04
16.61	3814.77
16.62	3812.52
16.63	3810.27
16.64	3808.03
16.65	3805.8
16.66	3803.58
16.67	3801.36
16.68	3799.16
16.69	3796.96
16.7	3794.77
16.71	3792.59
16.72	3790.42
16.73	3788.26
16.74	3786.11
16.75	3783.97
16.76	3781.83
16.77	3779.7
16.78	3777.59
16.79	3775.48
16.8	3773.38
16.81	3771.29
16.82	3769.21
16.83	3767.14
16.84	3765.08
16.85	3763.03
16.86	3760.98
16.87	3758.95
16.88	3756.92
16.89	3754.91
16.9	3752.9
16.91	3750.91
16.92	3748.92
16.93	3746.95
16.94	3744.98
16.95	3743.02
16.96	3741.07
16.97	3739.14
16.98	3737.21
16.99	3735.29
17	3733.38
17.01	3731.48
17.02	3729.6
17.03	3727.72
17.04	3725.85
17.05	3723.99
17.06	3722.15
17.07	3720.31
17.08	3718.48
17.09	3716.67
17.1	3714.86
17.11	3713.06
17.12	3711.28
17.13	3709.5
17.14	3707.74
17.15	3705.99
17.16	3704.24
17.17	3702.51
17.18	3700.79
17.19	3699.08
17.2	3697.38
17.21	3695.69
17.22	3694.01
17.23	3692.34
17.24	3690.69
17.25	3689.04
17.26	3687.41
17.27	3685.78
17.28	3684.17
17.29	3682.57
17.3	3680.98
17.31	3679.4
17.32	3677.83
17.33	3676.28
17.34	3674.73
17.35	3673.2
17.36	3671.68
17.37	3670.17
17.38	3668.67
17.39	3667.18
17.4	3665.71
17.41	3664.24
17.42	3662.79
17.43	3661.35
17.44	3659.92
17.45	3658.51
17.46	3657.1
17.47	3655.71
17.48	3654.33
17.49	3652.96
17.5	3651.6
17.51	3650.26
17.52	3648.92
17.53	3647.6
17.54	3646.29
17.55	3645
17.56	3643.71
17.57	3642.44
17.58	3641.18
17.59	3639.93
17.6	3638.7
17.61	3637.48
17.62	3636.27
17.63	3635.07
17.64	3633.88
17.65	3632.71
17.66	3631.55
17.67	3630.4
17.68	3629.27
17.69	3628.15
17.7	3627.04
17.71	3625.94
17.72	3624.86
17.73	3623.79
17.74	3622.73
17.75	3621.68
17.76	3620.65
17.77	3619.63
17.78	3618.63
17.79	3617.63
17.8	3616.65
17.81	3615.69
17.82	3614.73
17.83	3613.79
17.84	3612.86
17.85	3611.95
17.86	3611.05
17.87	3610.16
17.88	3609.28
17.89	3608.42
17.9	3607.57
17.91	3606.74
17.92	3605.92
17.93	3605.11
17.94	3604.31
17.95	3603.53
17.96	3602.76
17.97	3602.01
17.98	3601.27
17.99	3600.54
18	3599.82
18.01	3599.12
18.02	3598.44
18.03	3597.76
18.04	3597.1
18.05	3596.46
18.06	3595.82
18.07	3595.21
18.08	3594.6
18.09	3594.01
18.1	3593.43
18.11	3592.87
18.12	3592.31
18.13	3591.78
18.14	3591.25
18.15	3590.74
18.16	3590.25
18.17	3589.77
18.18	3589.3
18.19	3588.84
18.2	3588.4
18.21	3587.98
18.22	3587.56
18.23	3587.16
18.24	3586.78
18.25	3586.41
18.26	3586.05
18.27	3585.71
18.28	3585.38
18.29	3585.06
18.3	3584.76
18.31	3584.47
18.32	3584.19
18.33	3583.93
18.34	3583.68
18.35	3583.45
18.36	3583.23
18.37	3583.02
18.38	3582.83
18.39	3582.65
18.4	3582.49
18.41	3582.34
18.42	3582.2
18.43	3582.08
18.44	3581.97
18.45	3581.87
18.46	3581.79
18.47	3581.72
18.48	3581.67
18.49	3581.63
18.5	3581.6
18.51	3581.58
18.52	3581.58
18.53	3581.6
18.54	3581.62
18.55	3581.66
18.56	3581.72
18.57	3581.78
18.58	3581.86
18.59	3581.96
18.6	3582.07
18.61	3582.19
18.62	3582.32
18.63	3582.47
18.64	3582.63
18.65	3582.8
18.66	3582.99
18.67	3583.19
18.68	3583.4
18.69	3583.63
18.7	3583.87
18.71	3584.12
18.72	3584.39
18.73	3584.67
18.74	3584.96
18.75	3585.27
18.76	3585.58
18.77	3585.91
18.78	3586.26
18.79	3586.61
18.8	3586.98
18.81	3587.36
18.82	3587.75
18.83	3588.16
18.84	3588.58
18.85	3589.01
18.86	3589.45
18.87	3589.91
18.88	3590.38
18.89	3590.86
18.9	3591.35
18.91	3591.85
18.92	3592.37
18.93	3592.9
18.94	3593.43
18.95	3593.99
18.96	3594.55
18.97	3595.12
18.98	3595.71
18.99	3596.31
19	3596.92
19.01	3597.54
19.02	3598.17
19.03	3598.81
19.04	3599.47
19.05	3600.14
19.06	3600.81
19.07	3601.5
19.08	3602.2
19.09	3602.91
19.1	3603.63
19.11	3604.36
19.12	3605.1
19.13	3605.85
19.14	3606.61
19.15	3607.38
19.16	3608.17
19.17	3608.96
19.18	3609.76
19.19	3610.57
19.2	3611.4
19.21	3612.23
19.22	3613.07
19.23	3613.92
19.24	3614.78
19.25	3615.65
19.26	3616.53
19.27	3617.42
19.28	3618.31
19.29	3619.22
19.3	3620.13
19.31	3621.06
19.32	3621.99
19.33	3622.93
19.34	3623.88
19.35	3624.84
19.36	3625.8
19.37	3626.78
19.38	3627.76
19.39	3628.75
19.4	3629.75
19.41	3630.75
19.42	3631.76
19.43	3632.78
19.44	3633.81
19.45	3634.84
19.46	3635.88
19.47	3636.93
19.48	3637.99
19.49	3639.05
19.5	3640.12
19.51	3641.19
19.52	3642.27
19.53	3643.36
19.54	3644.45
19.55	3645.55
19.56	3646.66
19.57	3647.77
19.58	3648.88
19.59	3650
19.6	3651.13
19.61	3652.26
19.62	3653.4
19.63	3654.54
19.64	3655.69
19.65	3656.84
19.66	3657.99
19.67	3659.15
19.68	3660.31
19.69	3661.48
19.7	3662.65
19.71	3663.83
19.72	3665.01
19.73	3666.19
19.74	3667.38
19.75	3668.57
19.76	3669.76
19.77	3670.95
19.78	3672.15
19.79	3673.35
19.8	3674.56
19.81	3675.76
19.82	3676.97
19.83	3678.18
19.84	3679.39
19.85	3680.6
19.86	3681.82
19.87	3683.04
19.88	3684.25
19.89	3685.47
19.9	3686.69
19.91	3687.91
19.92	3689.14
19.93	3690.36
19.94	3691.58
19.95	3692.8
19.96	3694.03
19.97	3695.25
19.98	3696.47
19.99	3697.7
20	3698.92
20.01	3700.14
20.02	3701.36
20.03	3702.58
20.04	3703.8
20.05	3705.02
20.06	3706.23
20.07	3707.45
20.08	3708.66
20.09	3709.87
20.1	3711.08
20.11	3712.29
20.12	3713.49
20.13	3714.7
20.14	3715.9
20.15	3717.09
20.16	3718.29
20.17	3719.48
20.18	3720.67
20.19	3721.85
20.2	3723.03
20.21	3724.21
20.22	3725.39
20.23	3726.56
20.24	3727.72
20.25	3728.88
20.26	3730.04
20.27	3731.2
20.28	3732.34
20.29	3733.49
20.3	3734.63
20.31	3735.76
20.32	3736.89
20.33	3738.01
20.34	3739.13
20.35	3740.24
20.36	3741.35
20.37	3742.45
20.38	3743.54
20.39	3744.63
20.4	3745.71
20.41	3746.79
20.42	3747.86
20.43	3748.92
20.44	3749.98
20.45	3751.02
20.46	3752.07
20.47	3753.1
20.48	3754.13
20.49	3755.14
20.5	3756.16
20.51	3757.16
20.52	3758.15
20.53	3759.14
20.54	3760.12
20.55	3761.09
20.56	3762.05
20.57	3763.01
20.58	3763.95
20.59	3764.89
20.6	3765.82
20.61	3766.74
20.62	3767.64
20.63	3768.54
20.64	3769.43
20.65	3770.32
20.66	3771.19
20.67	3772.05
20.68	3772.9
20.69	3773.74
20.7	3774.57
20.71	3775.39
20.72	3776.21
20.73	3777.01
20.74	3777.8
20.75	3778.58
20.76	3779.34
20.77	3780.1
20.78	3780.85
20.79	3781.59
20.8	3782.31
20.81	3783.02
20.82	3783.73
20.83	3784.42
20.84	3785.1
20.85	3785.76
20.86	3786.42
20.87	3787.06
20.88	3787.7
20.89	3788.32
20.9	3788.92
20.91	3789.52
20.92	3790.1
20.93	3790.67
20.94	3791.23
20.95	3791.78
20.96	3792.31
20.97	3792.84
20.98	3793.34
20.99	3793.84
21	3794.32
21.01	3794.79
21.02	3795.25
21.03	3795.7
21.04	3796.13
21.05	3796.54
21.06	3796.95
21.07	3797.34
21.08	3797.72
21.09	3798.08
21.1	3798.43
21.11	3798.77
21.12	3799.09
21.13	3799.4
21.14	3799.7
21.15	3799.98
21.16	3800.25
21.17	3800.51
21.18	3800.75
21.19	3800.98
21.2	3801.19
21.21	3801.39
21.22	3801.57
21.23	3801.74
21.24	3801.9
21.25	3802.04
21.26	3802.17
21.27	3802.29
21.28	3802.39
21.29	3802.47
21.3	3802.54
21.31	3802.6
21.32	3802.64
21.33	3802.67
21.34	3802.68
21.35	3802.68
21.36	3802.67
21.37	3802.64
21.38	3802.59
21.39	3802.53
21.4	3802.46
21.41	3802.37
21.42	3802.27
21.43	3802.15
21.44	3802.02
21.45	3801.87
21.46	3801.71
21.47	3801.53
21.48	3801.34
21.49	3801.14
21.5	3800.92
21.51	3800.68
21.52	3800.43
21.53	3800.17
21.54	3799.89
21.55	3799.6
21.56	3799.29
21.57	3798.97
21.58	3798.63
21.59	3798.28
21.6	3797.91
21.61	3797.53
21.62	3797.13
21.63	3796.72
21.64	3796.3
21.65	3795.86
21.66	3795.41
21.67	3794.94
21.68	3794.46
21.69	3793.96
21.7	3793.45
21.71	3792.92
21.72	3792.38
21.73	3791.83
21.74	3791.26
21.75	3790.67
21.76	3790.07
21.77	3789.46
21.78	3788.84
21.79	3788.2
21.8	3787.54
21.81	3786.87
21.82	3786.19
21.83	3785.49
21.84	3784.78
21.85	3784.06
21.86	3783.32
21.87	3782.57
21.88	3781.8
21.89	3781.02
21.9	3780.23
21.91	3779.42
21.92	3778.6
21.93	3777.76
21.94	3776.91
21.95	3776.05
21.96	3775.17
21.97	3774.29
21.98	3773.38
21.99	3772.47
22	3771.54
22.01	3770.59
22.02	3769.64
22.03	3768.67
22.04	3767.69
22.05	3766.69
22.06	3765.68
22.07	3764.66
22.08	3763.63
22.09	3762.58
22.1	3761.52
22.11	3760.45
22.12	3759.37
22.13	3758.27
22.14	3757.16
22.15	3756.04
22.16	3754.9
22.17	3753.76
22.18	3752.6
22.19	3751.42
22.2	3750.24
22.21	3749.04
22.22	3747.84
22.23	3746.62
22.24	3745.39
22.25	3744.14
22.26	3742.89
22.27	3741.62
22.28	3740.34
22.29	3739.05
22.3	3737.75
22.31	3736.44
22.32	3735.11
22.33	3733.78
22.34	3732.43
22.35	3731.07
22.36	3729.7
22.37	3728.32
22.38	3726.93
22.39	3725.53
22.4	3724.12
22.41	3722.69
22.42	3721.26
22.43	3719.81
22.44	3718.36
22.45	3716.89
22.46	3715.42
22.47	3713.93
22.48	3712.43
22.49	3710.93
22.5	3709.41
22.51	3707.88
22.52	3706.35
22.53	3704.8
22.54	3703.25
22.55	3701.68
22.56	3700.1
22.57	3698.52
22.58	3696.93
22.59	3695.32
22.6	3693.71
22.61	3692.09
22.62	3690.46
22.63	3688.82
22.64	3687.17
22.65	3685.51
22.66	3683.84
22.67	3682.17
22.68	3680.48
22.69	3678.79
22.7	3677.09
22.71	3675.38
22.72	3673.66
22.73	3671.93
22.74	3670.2
22.75	3668.45
22.76	3666.7
22.77	3664.94
22.78	3663.18
22.79	3661.4
22.8	3659.62
22.81	3657.83
22.82	3656.03
22.83	3654.23
22.84	3652.41
22.85	3650.59
22.86	3648.77
22.87	3646.93
22.88	3645.09
22.89	3643.24
22.9	3641.38
22.91	3639.52
22.92	3637.65
22.93	3635.78
22.94	3633.89
22.95	3632
22.96	3630.11
22.97	3628.2
22.98	3626.3
22.99	3624.38
23	3622.46
23.01	3620.53
23.02	3618.6
23.03	3616.66
23.04	3614.71
23.05	3612.76
23.06	3610.8
23.07	3608.84
23.08	3606.87
23.09	3604.9
23.1	3602.92
23.11	3600.93
23.12	3598.94
23.13	3596.95
23.14	3594.95
23.15	3592.94
23.16	3590.93
23.17	3588.92
23.18	3586.89
23.19	3584.87
23.2	3582.84
23.21	3580.8
23.22	3578.76
23.23	3576.72
23.24	3574.67
23.25	3572.62
23.26	3570.56
23.27	3568.5
23.28	3566.43
23.29	3564.36
23.3	3562.29
23.31	3560.21
23.32	3558.13
23.33	3556.05
23.34	3553.96
23.35	3551.86
23.36	3549.77
23.37	3547.67
23.38	3545.56
23.39	3543.46
23.4	3541.34
23.41	3539.23
23.42	3537.11
23.43	3534.99
23.44	3532.87
23.45	3530.74
23.46	3528.61
23.47	3526.48
23.48	3524.35
23.49	3522.21
23.5	3520.07
23.51	3517.92
23.52	3515.78
23.53	3513.63
23.54	3511.48
23.55	3509.33
23.56	3507.17
23.57	3505.01
23.58	3502.85
23.59	3500.69
23.6	3498.53
23.61	3496.36
23.62	3494.19
23.63	3492.02
23.64	3489.85
23.65	3487.67
23.66	3485.5
23.67	3483.32
23.68	3481.14
23.69	3478.96
23.7	3476.78
23.71	3474.59
23.72	3472.41
23.73	3470.22
23.74	3468.03
23.75	3465.85
23.76	3463.66
23.77	3461.46
23.78	3459.27
23.79	3457.08
23.8	3454.88
23.81	3452.69
23.82	3450.49
23.83	3448.3
23.84	3446.1
23.85	3443.9
23.86	3441.7
23.87	3439.5
23.88	3437.3
23.89	3435.1
23.9	3432.9
23.91	3430.7
23.92	3428.5
23.93	3426.3
23.94	3424.09
23.95	3421.89
23.96	3419.69
23.97	3417.49
23.98	3415.28
23.99	3413.08
24	3410.88
24.01	3408.67
24.02	3406.47
24.03	3404.27
24.04	3402.07
24.05	3399.87
24.06	3397.67
24.07	3395.46
24.08	3393.26
24.09	3391.06
24.1	3388.87
24.11	3386.67
24.12	3384.47
24.13	3382.27
24.14	3380.07
24.15	3377.88
24.16	3375.68
24.17	3373.49
24.18	3371.29
24.19	3369.1
24.2	3366.91
24.21	3364.72
24.22	3362.53
24.23	3360.34
24.24	3358.15
24.25	3355.97
24.26	3353.78
24.27	3351.6
24.28	3349.41
24.29	3347.23
24.3	3345.05
24.31	3342.87
24.32	3340.7
24.33	3338.52
24.34	3336.35
24.35	3334.17
24.36	3332
24.37	3329.83
24.38	3327.67
24.39	3325.5
24.4	3323.33
24.41	3321.17
24.42	3319.01
24.43	3316.85
24.44	3314.7
24.45	3312.54
24.46	3310.39
24.47	3308.24
24.48	3306.09
24.49	3303.94
24.5	3301.79
24.51	3299.65
24.52	3297.51
24.53	3295.37
24.54	3293.23
24.55	3291.1
24.56	3288.97
24.57	3286.84
24.58	3284.71
24.59	3282.59
24.6	3280.46
24.61	3278.34
24.62	3276.22
24.63	3274.11
24.64	3272
24.65	3269.89
24.66	3267.78
24.67	3265.67
24.68	3263.57
24.69	3261.47
24.7	3259.37
24.71	3257.28
24.72	3255.19
24.73	3253.1
24.74	3251.01
24.75	3248.93
24.76	3246.85
24.77	3244.77
24.78	3242.7
24.79	3240.63
24.8	3238.56
24.81	3236.49
24.82	3234.43
24.83	3232.37
24.84	3230.31
24.85	3228.26
24.86	3226.21
24.87	3224.16
24.88	3222.12
24.89	3220.08
24.9	3218.04
24.91	3216.01
24.92	3213.97
24.93	3211.95
24.94	3209.92
24.95	3207.9
24.96	3205.88
24.97	3203.87
24.98	3201.86
24.99	3199.85
25	3197.84
25.01	3195.84
25.02	3193.85
25.03	3191.85
25.04	3189.86
25.05	3187.88
25.06	3185.89
25.07	3183.91
25.08	3181.94
25.09	3179.96
25.1	3178
25.11	3176.03
25.12	3174.07
25.13	3172.11
25.14	3170.16
25.15	3168.21
25.16	3166.26
25.17	3164.32
25.18	3162.38
25.19	3160.44
25.2	3158.51
25.21	3156.58
25.22	3154.66
25.23	3152.74
25.24	3150.83
25.25	3148.91
25.26	3147.01
25.27	3145.1
25.28	3143.2
25.29	3141.31
25.3	3139.41
25.31	3137.53
25.32	3135.64
25.33	3133.76
25.34	3131.89
25.35	3130.01
25.36	3128.15
25.37	3126.28
25.38	3124.42
25.39	3122.57
25.4	3120.72
25.41	3118.87
25.42	3117.03
25.43	3115.19
25.44	3113.35
25.45	3111.52
25.46	3109.7
25.47	3107.88
25.48	3106.06
25.49	3104.25
25.5	3102.44
25.51	3100.63
25.52	3098.83
25.53	3097.04
25.54	3095.24
25.55	3093.46
25.56	3091.67
25.57	3089.9
25.58	3088.12
25.59	3086.35
25.6	3084.59
25.61	3082.83
25.62	3081.07
25.63	3079.32
25.64	3077.57
25.65	3075.83
25.66	3074.09
25.67	3072.35
25.68	3070.63
25.69	3068.9
25.7	3067.18
25.71	3065.46
25.72	3063.75
25.73	3062.05
25.74	3060.34
25.75	3058.65
25.76	3056.95
25.77	3055.26
25.78	3053.58
25.79	3051.9
25.8	3050.23
25.81	3048.56
25.82	3046.89
25.83	3045.23
25.84	3043.57
25.85	3041.92
25.86	3040.27
25.87	3038.63
25.88	3036.99
25.89	3035.36
25.9	3033.73
25.91	3032.11
25.92	3030.49
25.93	3028.88
25.94	3027.27
25.95	3025.66
25.96	3024.06
25.97	3022.47
25.98	3020.88
25.99	3019.29
26	3017.71
26.01	3016.14
26.02	3014.56
26.03	3013
26.04	3011.44
26.05	3009.88
26.06	3008.33
26.07	3006.78
26.08	3005.24
26.09	3003.7
26.1	3002.17
26.11	3000.64
26.12	2999.12
26.13	2997.6
26.14	2996.09
26.15	2994.58
26.16	2993.07
26.17	2991.57
26.18	2990.08
26.19	2988.59
26.2	2987.11
26.21	2985.63
26.22	2984.15
26.23	2982.68
26.24	2981.22
26.25	2979.76
26.26	2978.31
26.27	2976.86
26.28	2975.41
26.29	2973.97
26.3	2972.54
26.31	2971.11
26.32	2969.68
26.33	2968.26
26.34	2966.84
26.35	2965.43
26.36	2964.03
26.37	2962.63
26.38	2961.23
26.39	2959.84
26.4	2958.46
26.41	2957.08
26.42	2955.7
26.43	2954.33
26.44	2952.96
26.45	2951.6
26.46	2950.25
26.47	2948.89
26.48	2947.55
26.49	2946.21
26.5	2944.87
26.51	2943.54
26.52	2942.21
26.53	2940.89
26.54	2939.58
26.55	2938.27
26.56	2936.96
26.57	2935.66
26.58	2934.36
26.59	2933.07
26.6	2931.78
26.61	2930.5
26.62	2929.23
26.63	2927.95
26.64	2926.69
26.65	2925.43
26.66	2924.17
26.67	2922.92
26.68	2921.67
26.69	2920.43
26.7	2919.19
26.71	2917.96
26.72	2916.74
26.73	2915.52
26.74	2914.3
26.75	2913.09
26.76	2911.88
26.77	2910.68
26.78	2909.48
26.79	2908.29
26.8	2907.11
26.81	2905.92
26.82	2904.75
26.83	2903.58
26.84	2902.41
26.85	2901.25
26.86	2900.09
26.87	2898.94
26.88	2897.79
26.89	2896.65
26.9	2895.51
26.91	2894.38
26.92	2893.26
26.93	2892.13
26.94	2891.02
26.95	2889.91
26.96	2888.8
26.97	2887.7
26.98	2886.6
26.99	2885.51
27	2884.42
27.01	2883.34
27.02	2882.26
27.03	2881.19
27.04	2880.12
27.05	2879.06
27.06	2878
27.07	2876.95
27.08	2875.9
27.09	2874.86
27.1	2873.82
27.11	2872.79
27.12	2871.76
27.13	2870.74
27.14	2869.72
27.15	2868.71
27.16	2867.7
27.17	2866.7
27.18	2865.7
27.19	2864.71
27.2	2863.72
27.21	2862.74
27.22	2861.76
27.23	2860.79
27.24	2859.82
27.25	2858.86
27.26	2857.9
27.27	2856.94
27.28	2855.99
27.29	2855.05
27.3	2854.11
27.31	2853.18
27.32	2852.25
27.33	2851.32
27.34	2850.4
27.35	2849.49
27.36	2848.58
27.37	2847.67
27.38	2846.77
27.39	2845.88
27.4	2844.99
27.41	2844.1
27.42	2843.22
27.43	2842.35
27.44	2841.48
27.45	2840.61
27.46	2839.75
27.47	2838.89
27.48	2838.04
27.49	2837.19
27.5	2836.35
27.51	2835.51
27.52	2834.68
27.53	2833.85
27.54	2833.03
27.55	2832.21
27.56	2831.4
27.57	2830.59
27.58	2829.78
27.59	2828.98
27.6	2828.19
27.61	2827.4
27.62	2826.62
27.63	2825.84
27.64	2825.06
27.65	2824.29
27.66	2823.52
27.67	2822.76
27.68	2822
27.69	2821.25
27.7	2820.51
27.71	2819.76
27.72	2819.03
27.73	2818.29
27.74	2817.56
27.75	2816.84
27.76	2816.12
27.77	2815.41
27.78	2814.7
27.79	2813.99
27.8	2813.29
27.81	2812.59
27.82	2811.9
27.83	2811.22
27.84	2810.53
27.85	2809.86
27.86	2809.18
27.87	2808.52
27.88	2807.85
27.89	2807.19
27.9	2806.54
27.91	2805.89
27.92	2805.24
27.93	2804.6
27.94	2803.97
27.95	2803.33
27.96	2802.71
27.97	2802.08
27.98	2801.47
27.99	2800.85
28	2800.24
28.01	2799.64
28.02	2799.04
28.03	2798.44
28.04	2797.85
28.05	2797.27
28.06	2796.68
28.07	2796.11
28.08	2795.53
28.09	2794.96
28.1	2794.4
28.11	2793.84
28.12	2793.28
28.13	2792.73
28.14	2792.19
28.15	2791.64
28.16	2791.11
28.17	2790.57
28.18	2790.04
28.19	2789.52
28.2	2789
28.21	2788.48
28.22	2787.97
28.23	2787.47
28.24	2786.96
28.25	2786.46
28.26	2785.97
28.27	2785.48
28.28	2784.99
28.29	2784.51
28.3	2784.04
28.31	2783.56
28.32	2783.1
28.33	2782.63
28.34	2782.17
28.35	2781.72
28.36	2781.26
28.37	2780.82
28.38	2780.37
28.39	2779.94
28.4	2779.5
28.41	2779.07
28.42	2778.64
28.43	2778.22
28.44	2777.81
28.45	2777.39
28.46	2776.98
28.47	2776.58
28.48	2776.18
28.49	2775.78
28.5	2775.39
28.51	2775
28.52	2774.61
28.53	2774.23
28.54	2773.86
28.55	2773.49
28.56	2773.12
28.57	2772.75
28.58	2772.39
28.59	2772.04
28.6	2771.69
28.61	2771.34
28.62	2770.99
28.63	2770.65
28.64	2770.32
28.65	2769.99
28.66	2769.66
28.67	2769.34
28.68	2769.02
28.69	2768.7
28.7	2768.39
28.71	2768.08
28.72	2767.78
28.73	2767.48
28.74	2767.18
28.75	2766.89
28.76	2766.6
28.77	2766.32
28.78	2766.04
28.79	2765.76
28.8	2765.49
28.81	2765.22
28.82	2764.95
28.83	2764.69
28.84	2764.43
28.85	2764.18
28.86	2763.93
28.87	2763.69
28.88	2763.44
28.89	2763.21
28.9	2762.97
28.91	2762.74
28.92	2762.51
28.93	2762.29
28.94	2762.07
28.95	2761.86
28.96	2761.64
28.97	2761.44
28.98	2761.23
28.99	2761.03
29	2760.83
29.01	2760.64
29.02	2760.45
29.03	2760.26
29.04	2760.08
29.05	2759.9
29.06	2759.73
29.07	2759.56
29.08	2759.39
29.09	2759.23
29.1	2759.06
29.11	2758.91
29.12	2758.75
29.13	2758.6
29.14	2758.46
29.15	2758.32
29.16	2758.18
29.17	2758.04
29.18	2757.91
29.19	2757.78
29.2	2757.65
29.21	2757.53
29.22	2757.42
29.23	2757.3
29.24	2757.19
29.25	2757.08
29.26	2756.98
29.27	2756.88
29.28	2756.78
29.29	2756.69
29.3	2756.59
29.31	2756.51
29.32	2756.42
29.33	2756.34
29.34	2756.27
29.35	2756.19
29.36	2756.12
29.37	2756.06
29.38	2755.99
29.39	2755.93
29.4	2755.87
29.41	2755.82
29.42	2755.77
29.43	2755.72
29.44	2755.68
29.45	2755.64
29.46	2755.6
29.47	2755.57
29.48	2755.54
29.49	2755.51
29.5	2755.48
29.51	2755.46
29.52	2755.45
29.53	2755.43
29.54	2755.42
29.55	2755.41
29.56	2755.41
29.57	2755.4
29.58	2755.4
29.59	2755.41
29.6	2755.42
29.61	2755.43
29.62	2755.44
29.63	2755.46
29.64	2755.48
29.65	2755.5
29.66	2755.52
29.67	2755.55
29.68	2755.58
29.69	2755.62
29.7	2755.66
29.71	2755.7
29.72	2755.74
29.73	2755.79
29.74	2755.84
29.75	2755.89
29.76	2755.95
29.77	2756.01
29.78	2756.07
29.79	2756.13
29.8	2756.2
29.81	2756.27
29.82	2756.35
29.83	2756.42
29.84	2756.5
29.85	2756.58
29.86	2756.67
29.87	2756.76
29.88	2756.85
29.89	2756.94
29.9	2757.04
29.91	2757.14
29.92	2757.24
29.93	2757.34
29.94	2757.45
29.95	2757.56
29.96	2757.67
29.97	2757.79
29.98	2757.91
29.99	2758.03
30	2758.15
30.01	2758.28
30.02	2758.41
30.03	2758.54
30.04	2758.68
30.05	2758.82
30.06	2758.96
30.07	2759.1
30.08	2759.24
30.09	2759.39
30.1	2759.54
30.11	2759.7
30.12	2759.85
30.13	2760.01
30.14	2760.17
30.15	2760.34
30.16	2760.5
30.17	2760.67
30.18	2760.84
30.19	2761.02
30.2	2761.2
30.21	2761.38
30.22	2761.56
30.23	2761.74
30.24	2761.93
30.25	2762.12
30.26	2762.31
30.27	2762.5
30.28	2762.7
30.29	2762.9
30.3	2763.1
30.31	2763.31
30.32	2763.51
30.33	2763.72
30.34	2763.93
30.35	2764.15
30.36	2764.36
30.37	2764.58
30.38	2764.8
30.39	2765.03
30.4	2765.25
30.41	2765.48
30.42	2765.71
30.43	2765.94
30.44	2766.18
30.45	2766.41
30.46	2766.65
30.47	2766.9
30.48	2767.14
30.49	2767.39
30.5	2767.64
30.51	2767.89
30.52	2768.14
30.53	2768.4
30.54	2768.65
30.55	2768.91
30.56	2769.17
30.57	2769.44
30.58	2769.71
30.59	2769.97
30.6	2770.25
30.61	2770.52
30.62	2770.79
30.63	2771.07
30.64	2771.35
30.65	2771.63
30.66	2771.92
30.67	2772.2
30.68	2772.49
30.69	2772.78
30.7	2773.07
30.71	2773.37
30.72	2773.66
30.73	2773.96
30.74	2774.26
30.75	2774.56
30.76	2774.87
30.77	2775.17
30.78	2775.48
30.79	2775.79
30.8	2776.1
30.81	2776.42
30.82	2776.74
30.83	2777.05
30.84	2777.37
30.85	2777.7
30.86	2778.02
30.87	2778.35
30.88	2778.67
30.89	2779
30.9	2779.34
30.91	2779.67
30.92	2780.01
30.93	2780.34
30.94	2780.68
30.95	2781.02
30.96	2781.37
30.97	2781.71
30.98	2782.06
30.99	2782.41
31	2782.76
31.01	2783.11
31.02	2783.47
31.03	2783.82
31.04	2784.18
31.05	2784.54
31.06	2784.9
31.07	2785.26
31.08	2785.63
31.09	2785.99
31.1	2786.36
31.11	2786.73
31.12	2787.1
31.13	2787.48
31.14	2787.85
31.15	2788.23
31.16	2788.61
31.17	2788.99
31.18	2789.37
31.19	2789.75
