r	V(r)
0	-46.9556
0.1	-46.9515
0.2	-46.9469
0.3	-46.9416
0.4	-46.9355
0.5	-46.9286
0.6	-46.9207
0.7	-46.9116
0.8	-46.9013
0.9	-46.8895
1	-46.8761
1.1	-46.8607
1.2	-46.8431
1.3	-46.8231
1.4	-46.8002
1.5	-46.7741
1.6	-46.7443
1.7	-46.7103
1.8	-46.6715
1.9	-46.6273
2	-46.5768
2.1	-46.5193
2.2	-46.4538
2.3	-46.3791
2.4	-46.2941
2.5	-46.1973
2.6	-46.0872
2.7	-45.9621
2.8	-45.8199
2.9	-45.6586
3	-45.4756
3.1	-45.2683
3.2	-45.0337
3.3	-44.7686
3.4	-44.4695
3.5	-44.1327
3.6	-43.7539
3.7	-43.329
3.8	-42.8535
3.9	-42.3228
4	-41.7323
4.1	-41.0774
4.2	-40.3538
4.3	-39.5576
4.4	-38.6855
4.5	-37.7348
4.6	-36.7042
4.7	-35.5935
4.8	-34.4038
4.9	-33.1383
5	-31.8016
5.1	-30.4004
5.2	-28.9433
5.3	-27.4405
5.4	-25.9036
5.5	-24.3457
5.6	-22.7801
5.7	-21.2209
5.8	-19.6816
5.9	-18.1752
6	-16.7135
6.1	-15.3069
6.2	-13.964
6.3	-12.6918
6.4	-11.4951
6.5	-10.3772
6.6	-9.3393
6.7	-8.38148
6.8	-7.5023
6.9	-6.69935
7	-5.96934
7.1	-5.30839
7.2	-4.71222
7.3	-4.17629
7.4	-3.69599
7.5	-3.26671
7.6	-2.88397
7.7	-2.54346
7.8	-2.24111
7.9	-1.97311
8	-1.73591
8.1	-1.52626
8.2	-1.34118
8.3	-1.17796
8.4	-1.03416
8.5	-0.907563
8.6	-0.796195
8.7	-0.698285
8.8	-0.612257
8.9	-0.536704
9	-0.470379
9.1	-0.412179
9.2	-0.361123
9.3	-0.316349
9.4	-0.277093
9.5	-0.242683
9.6	-0.212527
9.7	-0.186103
9.8	-0.162953
9.9	-0.142674
10	-0.124912
10.1	-0.109356
10.2	-0.0957329
10.3	-0.0838042
10.4	-0.0733595
10.5	-0.0642148
10.6	-0.0562087
10.7	-0.0491997
10.8	-0.0430639
10.9	-0.0376927
11	-0.0329909
11.1	-0.0288753
11.2	-0.0252728
11.3	-0.0221196
11.4	-0.0193596
11.5	-0.0169439
11.6	-0.0148295
11.7	-0.0129789
11.8	-0.0113592
11.9	-0.00994155
12	-0.00870081
12.1	-0.00761489
12.2	-0.00666449
12.3	-0.00583268
12.4	-0.00510469
12.5	-0.00446755
12.6	-0.00390993
12.7	-0.0034219
12.8	-0.00299478
12.9	-0.00262097
13	-0.00229382
13.1	-0.0020075
13.2	-0.00175692
13.3	-0.00153762
13.4	-0.00134569
13.5	-0.00117772
13.6	-0.00103071
13.7	-0.000902051
13.8	-0.000789453
13.9	-0.000690909
14	-0.000604667
14.1	-0.000529189
14.2	-0.000463133
14.3	-0.000405322
14.4	-0.000354727
14.5	-0.000310448
14.6	-0.000271696
14.7	-0.000237781
14.8	-0.0002081
14.9	-0.000182124
15	-0.00015939
15.1	-0.000139494
15.2	-0.000122081
15.3	-0.000106842
15.4	-9.35056e-05
15.5	-8.18336e-05
15.6	-7.16186e-05
15.7	-6.26787e-05
15.8	-5.48548e-05
15.9	-4.80074e-05
16	-4.20148e-05
16.1	-3.67703e-05
16.2	-3.21804e-05
16.3	-2.81634e-05
16.4	-2.46478e-05
16.5	-2.15711e-05
16.6	-1.88785e-05
16.7	-1.65219e-05
16.8	-1.44596e-05
16.9	-1.26546e-05
17	-1.1075e-05
17.1	-9.69254e-06
17.2	-8.48265e-06
17.3	-7.42379e-06
17.4	-6.4971e-06
17.5	-5.68609e-06
17.6	-4.97632e-06
17.7	-4.35514e-06
17.8	-3.8115e-06
17.9	-3.33572e-06
18	-2.91934e-06
18.1	-2.55493e-06
18.2	-2.236e-06
18.3	-1.95689e-06
18.4	-1.71262e-06
18.5	-1.49884e-06
18.6	-1.31174e-06
18.7	-1.148e-06
18.8	-1.0047e-06
18.9	-8.79288e-07
19	-7.69529e-07
19.1	-6.73471e-07
19.2	-5.89404e-07
19.3	-5.15831e-07
19.4	-4.51441e-07
19.5	-3.95089e-07
19.6	-3.45772e-07
19.7	-3.0261e-07
19.8	-2.64836e-07
19.9	-2.31778e-07
