theta	dsigma
0	8886.51
0.0174533	8860.36
0.0349066	8782.49
0.0523599	8654.54
0.0698132	8479.15
0.0872665	8259.75
0.10472	8000.33
0.122173	7705.27
0.139626	7379.1
0.15708	7026.34
0.174533	6651.47
0.191986	6258.81
0.20944	5852.64
0.226893	5437.2
0.244346	5016.82
0.261799	4596
0.279253	4179.43
0.296706	3772.02
0.314159	3378.78
0.331613	3004.72
0.349066	2654.62
0.366519	2332.81
0.383972	2042.91
0.401426	1787.61
0.418879	1568.46
0.436332	1385.78
0.453786	1238.57
0.471239	1124.63
0.488692	1040.68
0.506145	982.526
0.523599	945.415
0.541052	924.276
0.558505	914.052
0.575959	909.975
0.593412	907.812
0.610865	904.042
0.628319	895.976
0.645772	881.795
0.663225	860.538
0.680678	832.017
0.698132	796.709
0.715585	755.602
0.733038	710.043
0.750492	661.585
0.767945	611.836
0.785398	562.347
0.802851	514.514
0.820305	469.51
0.837758	428.249
0.855211	391.37
0.872665	359.244
0.890118	331.995
0.907571	309.535
0.925025	291.599
0.942478	277.786
0.959931	267.603
0.977384	260.492
0.994838	255.871
1.01229	253.152
1.02974	251.766
1.0472	251.178
1.06465	250.901
1.0821	250.5
1.09956	249.6
1.11701	247.888
1.13446	245.118
1.15192	241.106
1.16937	235.734
1.18682	228.944
1.20428	220.738
1.22173	211.171
1.23918	200.349
1.25664	188.418
1.27409	175.561
1.29154	161.985
1.309	147.917
1.32645	133.593
1.3439	119.247
1.36136	105.107
1.37881	91.3847
1.39626	78.2716
1.41372	65.9347
1.43117	54.5142
1.44862	44.123
1.46608	34.8482
1.48353	26.7539
1.50098	19.8841
1.51844	14.2678
1.53589	9.92259
1.55334	6.85864
1.5708	5.08176
1.58825	4.59502
1.6057	5.39902
1.62316	7.49053
1.64061	10.8597
1.65806	15.4857
1.67552	21.3316
1.69297	28.3386
1.71042	36.4201
1.72788	45.4563
1.74533	55.2903
1.76278	65.7256
1.78024	76.5258
1.79769	87.417
1.81514	98.0929
1.8326	108.223
1.85005	117.462
1.8675	125.467
1.88496	131.905
1.90241	136.478
1.91986	138.934
1.93732	139.084
1.95477	136.821
1.97222	132.129
1.98968	125.093
2.00713	115.91
2.02458	104.883
2.04204	92.4234
2.05949	79.0406
2.07694	65.3271
2.0944	51.9403
2.11185	39.5791
2.1293	28.9566
2.14675	20.77
2.16421	15.6693
2.18166	14.2254
2.19911	16.8992
2.21657	24.0137
2.23402	35.7299
2.25147	52.0283
2.26893	72.6965
2.28638	97.3247
2.30383	125.309
2.32129	155.865
2.33874	188.046
2.35619	220.774
2.37365	252.877
2.3911	283.131
2.40855	310.308
2.42601	333.229
2.44346	350.818
2.46091	362.155
2.47837	366.524
2.49582	363.461
2.51327	352.794
2.53073	334.669
2.54818	309.574
2.56563	278.343
2.58309	242.155
2.60054	202.512
2.61799	161.213
2.63545	120.304
2.6529	82.0272
2.67035	48.7552
2.68781	22.9145
2.70526	6.90751
2.72271	3.0287
2.74017	13.3809
2.75762	39.7936
2.77507	83.7469
2.79253	146.303
2.80998	228.05
2.82743	329.055
2.84489	448.84
2.86234	586.364
2.87979	740.03
2.89725	907.711
2.9147	1086.79
2.93215	1274.2
2.94961	1466.53
2.96706	1660.08
2.98451	1850.97
3.00197	2035.26
3.01942	2209.01
3.03687	2368.44
3.05433	2510.02
3.07178	2630.57
3.08923	2727.34
3.10669	2798.1
3.12414	2841.23
3.14159	2855.72
