E	sigma
15.62	5147.84
15.63	5149.61
15.64	5151.39
15.65	5153.18
15.66	5154.98
15.67	5156.78
15.68	5158.6
15.69	5160.42
15.7	5162.26
15.71	5164.1
15.72	5165.95
15.73	5167.81
15.74	5169.68
15.75	5171.56
15.76	5173.45
15.77	5175.34
15.78	5177.25
15.79	5179.16
15.8	5181.09
15.81	5183.02
15.82	5184.96
15.83	5186.92
15.84	5188.88
15.85	5190.85
15.86	5192.83
15.87	5194.82
15.88	5196.82
15.89	5198.84
15.9	5200.86
15.91	5202.89
15.92	5204.93
15.93	5206.98
15.94	5209.04
15.95	5211.11
15.96	5213.19
15.97	5215.28
15.98	5217.39
15.99	5219.5
16	5221.62
16.01	5223.76
16.02	5225.9
16.03	5228.06
16.04	5230.23
16.05	5232.4
16.06	5234.59
16.07	5236.79
16.08	5239.01
16.09	5241.23
16.1	5243.46
16.11	5245.71
16.12	5247.97
16.13	5250.24
16.14	5252.52
16.15	5254.81
16.16	5257.12
16.17	5259.44
16.18	5261.77
16.19	5264.11
16.2	5266.47
16.21	5268.84
16.22	5271.22
16.23	5273.62
16.24	5276.02
16.25	5278.44
16.26	5280.88
16.27	5283.33
16.28	5285.79
16.29	5288.26
16.3	5290.75
16.31	5293.26
16.32	5295.78
16.33	5298.31
16.34	5300.85
16.35	5303.42
16.36	5305.99
16.37	5308.58
16.38	5311.19
16.39	5313.81
16.4	5316.45
16.41	5319.1
16.42	5321.77
16.43	5324.46
16.44	5327.16
16.45	5329.87
16.46	5332.61
16.47	5335.36
16.48	5338.13
16.49	5340.91
16.5	5343.71
16.51	5346.53
16.52	5349.37
16.53	5352.23
16.54	5355.1
16.55	5357.99
16.56	5360.9
16.57	5363.83
16.58	5366.78
16.59	5369.75
16.6	5372.74
16.61	5375.75
16.62	5378.77
16.63	5381.82
16.64	5384.89
16.65	5387.98
16.66	5391.09
16.67	5394.22
16.68	5397.37
16.69	5400.54
16.7	5403.74
16.71	5406.96
16.72	5410.2
16.73	5413.46
16.74	5416.75
16.75	5420.06
16.76	5423.4
16.77	5426.76
16.78	5430.14
16.79	5433.55
16.8	5436.98
16.81	5440.44
16.82	5443.92
16.83	5447.43
16.84	5450.97
16.85	5454.53
16.86	5458.12
16.87	5461.73
16.88	5465.38
16.89	5469.05
16.9	5472.75
16.91	5476.48
16.92	5480.24
16.93	5484.03
16.94	5487.85
16.95	5491.7
16.96	5495.57
16.97	5499.48
16.98	5503.43
16.99	5507.4
17	5511.41
17.01	5515.44
17.02	5519.52
17.03	5523.62
17.04	5527.76
17.05	5531.93
17.06	5536.14
17.07	5540.39
17.08	5544.67
17.09	5548.98
17.1	5553.34
17.11	5557.73
17.12	5562.15
17.13	5566.62
17.14	5571.12
17.15	5575.67
17.16	5580.25
17.17	5584.88
17.18	5589.54
17.19	5594.25
17.2	5598.99
17.21	5603.78
17.22	5608.62
17.23	5613.49
17.24	5618.41
17.25	5623.38
17.26	5628.39
17.27	5633.44
17.28	5638.55
17.29	5643.69
17.3	5648.89
17.31	5654.14
17.32	5659.43
17.33	5664.77
17.34	5670.16
17.35	5675.61
17.36	5681.1
17.37	5686.65
17.38	5692.24
17.39	5697.9
17.4	5703.6
17.41	5709.36
17.42	5715.18
17.43	5721.05
17.44	5726.97
17.45	5732.96
17.46	5739
17.47	5745.1
17.48	5751.26
17.49	5757.48
17.5	5763.76
17.51	5770.1
17.52	5776.5
17.53	5782.97
17.54	5789.5
17.55	5796.09
17.56	5802.75
17.57	5809.48
17.58	5816.27
17.59	5823.13
17.6	5830.05
17.61	5837.05
17.62	5844.11
17.63	5851.25
17.64	5858.46
17.65	5865.73
17.66	5873.08
17.67	5880.51
17.68	5888
17.69	5895.58
17.7	5903.22
17.71	5910.95
17.72	5918.75
17.73	5926.63
17.74	5934.59
17.75	5942.63
17.76	5950.74
17.77	5958.94
17.78	5967.22
17.79	5975.59
17.8	5984.03
17.81	5992.56
17.82	6001.18
17.83	6009.88
17.84	6018.66
17.85	6027.54
17.86	6036.5
17.87	6045.55
17.88	6054.69
17.89	6063.91
17.9	6073.23
17.91	6082.64
17.92	6092.14
17.93	6101.74
17.94	6111.42
17.95	6121.2
17.96	6131.08
17.97	6141.05
17.98	6151.11
17.99	6161.27
18	6171.53
18.01	6181.88
18.02	6192.33
18.03	6202.88
18.04	6213.52
18.05	6224.27
18.06	6235.11
18.07	6246.06
18.08	6257.1
18.09	6268.24
18.1	6279.49
18.11	6290.83
18.12	6302.27
18.13	6313.82
18.14	6325.47
18.15	6337.21
18.16	6349.06
18.17	6361.01
18.18	6373.06
18.19	6385.22
18.2	6397.47
18.21	6409.82
18.22	6422.28
18.23	6434.83
18.24	6447.49
18.25	6460.24
18.26	6473.1
18.27	6486.05
18.28	6499.1
18.29	6512.25
18.3	6525.5
18.31	6538.85
18.32	6552.28
18.33	6565.82
18.34	6579.45
18.35	6593.17
18.36	6606.98
18.37	6620.89
18.38	6634.88
18.39	6648.97
18.4	6663.14
18.41	6677.39
18.42	6691.74
18.43	6706.16
18.44	6720.67
18.45	6735.25
18.46	6749.92
18.47	6764.66
18.48	6779.47
18.49	6794.36
18.5	6809.32
18.51	6824.35
18.52	6839.44
18.53	6854.59
18.54	6869.81
18.55	6885.09
18.56	6900.42
18.57	6915.8
18.58	6931.24
18.59	6946.72
18.6	6962.25
18.61	6977.82
18.62	6993.43
18.63	7009.07
18.64	7024.75
18.65	7040.46
18.66	7056.19
18.67	7071.94
18.68	7087.72
18.69	7103.5
18.7	7119.3
18.71	7135.11
18.72	7150.92
18.73	7166.72
18.74	7182.53
18.75	7198.32
18.76	7214.1
18.77	7229.87
18.78	7245.61
18.79	7261.33
18.8	7277.01
18.81	7292.67
18.82	7308.28
18.83	7323.85
18.84	7339.37
18.85	7354.84
18.86	7370.25
18.87	7385.6
18.88	7400.88
18.89	7416.09
18.9	7431.22
18.91	7446.27
18.92	7461.24
18.93	7476.11
18.94	7490.89
18.95	7505.57
18.96	7520.14
18.97	7534.6
18.98	7548.95
18.99	7563.18
19	7577.29
19.01	7591.26
19.02	7605.1
19.03	7618.81
19.04	7632.37
19.05	7645.79
19.06	7659.05
19.07	7672.16
19.08	7685.11
19.09	7697.89
19.1	7710.51
19.11	7722.95
19.12	7735.22
19.13	7747.31
19.14	7759.21
19.15	7770.93
19.16	7782.46
19.17	7793.79
19.18	7804.92
19.19	7815.85
19.2	7826.58
19.21	7837.1
19.22	7847.41
19.23	7857.51
19.24	7867.39
19.25	7877.05
19.26	7886.49
19.27	7895.71
19.28	7904.71
19.29	7913.48
19.3	7922.02
19.31	7930.33
19.32	7938.41
19.33	7946.25
19.34	7953.86
19.35	7961.24
19.36	7968.38
19.37	7975.28
19.38	7981.94
19.39	7988.37
19.4	7994.55
19.41	8000.5
19.42	8006.21
19.43	8011.68
19.44	8016.91
19.45	8021.9
19.46	8026.65
19.47	8031.17
19.48	8035.44
19.49	8039.48
19.5	8043.29
19.51	8046.86
19.52	8050.2
19.53	8053.31
19.54	8056.18
19.55	8058.83
19.56	8061.25
19.57	8063.44
19.58	8065.41
19.59	8067.16
19.6	8068.69
19.61	8070
19.62	8071.1
19.63	8071.98
19.64	8072.65
19.65	8073.11
19.66	8073.37
19.67	8073.42
19.68	8073.27
19.69	8072.92
19.7	8072.38
19.71	8071.64
19.72	8070.72
19.73	8069.6
19.74	8068.31
19.75	8066.83
19.76	8065.17
19.77	8063.34
19.78	8061.33
19.79	8059.16
19.8	8056.82
19.81	8054.32
19.82	8051.66
19.83	8048.84
19.84	8045.86
19.85	8042.74
19.86	8039.47
19.87	8036.05
19.88	8032.5
19.89	8028.81
19.9	8024.98
19.91	8021.02
19.92	8016.93
19.93	8012.72
19.94	8008.38
19.95	8003.93
19.96	7999.36
19.97	7994.67
19.98	7989.88
19.99	7984.98
20	7979.97
20.01	7974.87
20.02	7969.67
20.03	7964.37
20.04	7958.98
20.05	7953.49
20.06	7947.93
20.07	7942.28
20.08	7936.54
20.09	7930.73
20.1	7924.84
20.11	7918.88
20.12	7912.85
20.13	7906.75
20.14	7900.59
20.15	7894.36
20.16	7888.07
20.17	7881.72
20.18	7875.31
20.19	7868.86
20.2	7862.35
20.21	7855.79
20.22	7849.18
20.23	7842.53
20.24	7835.83
20.25	7829.1
20.26	7822.32
20.27	7815.51
20.28	7808.66
20.29	7801.78
20.3	7794.87
20.31	7787.93
20.32	7780.96
20.33	7773.97
20.34	7766.95
20.35	7759.91
20.36	7752.85
20.37	7745.76
20.38	7738.66
20.39	7731.55
20.4	7724.42
20.41	7717.27
20.42	7710.11
20.43	7702.94
20.44	7695.77
20.45	7688.58
20.46	7681.39
20.47	7674.19
20.48	7666.98
20.49	7659.78
20.5	7652.57
20.51	7645.35
20.52	7638.14
20.53	7630.93
20.54	7623.72
20.55	7616.52
20.56	7609.31
20.57	7602.12
20.58	7594.92
20.59	7587.74
20.6	7580.56
20.61	7573.39
20.62	7566.22
20.63	7559.07
20.64	7551.93
20.65	7544.79
20.66	7537.67
20.67	7530.56
20.68	7523.47
20.69	7516.39
20.7	7509.32
20.71	7502.26
20.72	7495.22
20.73	7488.2
20.74	7481.19
20.75	7474.2
20.76	7467.22
20.77	7460.27
20.78	7453.33
20.79	7446.41
20.8	7439.51
20.81	7432.62
20.82	7425.76
20.83	7418.92
20.84	7412.09
20.85	7405.29
20.86	7398.5
20.87	7391.74
20.88	7385
20.89	7378.28
20.9	7371.59
20.91	7364.91
20.92	7358.26
20.93	7351.63
20.94	7345.02
20.95	7338.43
20.96	7331.87
20.97	7325.33
20.98	7318.81
20.99	7312.32
21	7305.85
21.01	7299.4
21.02	7292.98
21.03	7286.58
21.04	7280.21
21.05	7273.86
21.06	7267.53
21.07	7261.23
21.08	7254.95
21.09	7248.7
21.1	7242.47
21.11	7236.26
21.12	7230.08
21.13	7223.93
21.14	7217.79
21.15	7211.69
21.16	7205.6
21.17	7199.54
21.18	7193.51
21.19	7187.5
21.2	7181.52
21.21	7175.56
21.22	7169.62
21.23	7163.71
21.24	7157.82
21.25	7151.96
21.26	7146.12
21.27	7140.3
21.28	7134.51
21.29	7128.75
21.3	7123
21.31	7117.28
21.32	7111.59
21.33	7105.92
21.34	7100.27
21.35	7094.65
21.36	7089.05
21.37	7083.47
21.38	7077.92
21.39	7072.39
21.4	7066.89
21.41	7061.41
21.42	7055.95
21.43	7050.51
21.44	7045.1
21.45	7039.71
21.46	7034.34
21.47	7029
21.48	7023.67
21.49	7018.37
21.5	7013.1
21.51	7007.84
21.52	7002.61
21.53	6997.4
21.54	6992.21
21.55	6987.04
21.56	6981.9
21.57	6976.78
21.58	6971.68
21.59	6966.6
21.6	6961.54
21.61	6956.5
21.62	6951.48
21.63	6946.49
21.64	6941.51
21.65	6936.56
21.66	6931.63
21.67	6926.71
21.68	6921.82
21.69	6916.95
21.7	6912.1
21.71	6907.27
21.72	6902.45
21.73	6897.66
21.74	6892.89
21.75	6888.14
21.76	6883.41
21.77	6878.69
21.78	6874
21.79	6869.32
21.8	6864.67
21.81	6860.03
21.82	6855.41
21.83	6850.81
21.84	6846.23
21.85	6841.67
21.86	6837.12
21.87	6832.6
21.88	6828.09
21.89	6823.6
21.9	6819.13
21.91	6814.67
21.92	6810.24
21.93	6805.82
21.94	6801.42
21.95	6797.03
21.96	6792.67
21.97	6788.32
21.98	6783.99
21.99	6779.67
22	6775.37
22.01	6771.09
22.02	6766.82
22.03	6762.57
22.04	6758.34
22.05	6754.12
22.06	6749.92
22.07	6745.74
22.08	6741.57
22.09	6737.42
22.1	6733.28
22.11	6729.16
22.12	6725.06
22.13	6720.97
22.14	6716.89
22.15	6712.83
22.16	6708.79
22.17	6704.76
22.18	6700.75
22.19	6696.75
22.2	6692.76
22.21	6688.79
22.22	6684.84
22.23	6680.9
22.24	6676.97
22.25	6673.06
22.26	6669.16
22.27	6665.28
22.28	6661.41
22.29	6657.56
22.3	6653.71
22.31	6649.89
22.32	6646.07
22.33	6642.27
22.34	6638.49
22.35	6634.71
22.36	6630.95
22.37	6627.21
22.38	6623.47
22.39	6619.75
22.4	6616.05
22.41	6612.35
22.42	6608.67
22.43	6605
22.44	6601.35
22.45	6597.71
22.46	6594.08
22.47	6590.46
22.48	6586.85
22.49	6583.26
22.5	6579.68
22.51	6576.11
22.52	6572.56
22.53	6569.01
22.54	6565.48
22.55	6561.96
22.56	6558.45
22.57	6554.96
22.58	6551.47
22.59	6548
22.6	6544.54
22.61	6541.09
22.62	6537.65
22.63	6534.23
22.64	6530.81
22.65	6527.41
22.66	6524.02
22.67	6520.64
22.68	6517.27
22.69	6513.91
22.7	6510.56
22.71	6507.23
22.72	6503.9
22.73	6500.59
22.74	6497.28
22.75	6493.99
22.76	6490.71
22.77	6487.44
22.78	6484.18
22.79	6480.93
22.8	6477.69
22.81	6474.46
22.82	6471.24
22.83	6468.03
22.84	6464.83
22.85	6461.65
22.86	6458.47
22.87	6455.3
22.88	6452.15
22.89	6449
22.9	6445.86
22.91	6442.74
22.92	6439.62
22.93	6436.51
22.94	6433.42
22.95	6430.33
22.96	6427.25
22.97	6424.19
22.98	6421.13
22.99	6418.08
23	6415.04
23.01	6412.02
23.02	6409
23.03	6405.99
23.04	6402.99
23.05	6400
23.06	6397.02
23.07	6394.05
23.08	6391.09
23.09	6388.14
23.1	6385.2
23.11	6382.26
23.12	6379.34
23.13	6376.42
23.14	6373.52
23.15	6370.62
23.16	6367.74
23.17	6364.86
23.18	6361.99
23.19	6359.13
23.2	6356.28
23.21	6353.44
23.22	6350.61
23.23	6347.79
23.24	6344.98
23.25	6342.17
23.26	6339.38
23.27	6336.59
23.28	6333.81
23.29	6331.04
23.3	6328.28
23.31	6325.53
23.32	6322.79
23.33	6320.06
23.34	6317.33
23.35	6314.62
23.36	6311.91
23.37	6309.21
23.38	6306.53
23.39	6303.85
23.4	6301.17
23.41	6298.51
23.42	6295.86
23.43	6293.21
23.44	6290.58
23.45	6287.95
23.46	6285.33
23.47	6282.72
23.48	6280.12
23.49	6277.53
23.5	6274.94
23.51	6272.37
23.52	6269.8
23.53	6267.24
23.54	6264.69
23.55	6262.15
23.56	6259.62
23.57	6257.09
23.58	6254.58
23.59	6252.07
23.6	6249.57
23.61	6247.09
23.62	6244.6
23.63	6242.13
23.64	6239.67
23.65	6237.21
23.66	6234.77
23.67	6232.33
23.68	6229.9
23.69	6227.48
23.7	6225.07
23.71	6222.66
23.72	6220.27
23.73	6217.88
23.74	6215.5
23.75	6213.14
23.76	6210.77
23.77	6208.42
23.78	6206.08
23.79	6203.74
23.8	6201.42
23.81	6199.1
23.82	6196.79
23.83	6194.49
23.84	6192.2
23.85	6189.92
23.86	6187.64
23.87	6185.38
23.88	6183.12
23.89	6180.87
23.9	6178.63
23.91	6176.4
23.92	6174.17
23.93	6171.96
23.94	6169.76
23.95	6167.56
23.96	6165.37
23.97	6163.19
23.98	6161.02
23.99	6158.86
24	6156.71
24.01	6154.56
24.02	6152.43
24.03	6150.3
24.04	6148.18
24.05	6146.07
24.06	6143.97
24.07	6141.88
24.08	6139.8
24.09	6137.72
24.1	6135.66
24.11	6133.6
24.12	6131.55
24.13	6129.51
24.14	6127.48
24.15	6125.46
24.16	6123.45
24.17	6121.45
24.18	6119.45
24.19	6117.47
24.2	6115.49
24.21	6113.52
24.22	6111.57
24.23	6109.62
24.24	6107.68
24.25	6105.74
24.26	6103.82
24.27	6101.91
24.28	6100.01
24.29	6098.11
24.3	6096.22
24.31	6094.35
24.32	6092.48
24.33	6090.62
24.34	6088.77
24.35	6086.93
24.36	6085.1
24.37	6083.28
24.38	6081.47
24.39	6079.67
24.4	6077.87
24.41	6076.09
24.42	6074.31
24.43	6072.55
24.44	6070.79
24.45	6069.05
24.46	6067.31
24.47	6065.58
24.48	6063.86
24.49	6062.15
24.5	6060.45
24.51	6058.76
24.52	6057.08
24.53	6055.41
24.54	6053.75
24.55	6052.1
24.56	6050.46
24.57	6048.82
24.58	6047.2
24.59	6045.59
24.6	6043.98
24.61	6042.39
24.62	6040.8
24.63	6039.23
24.64	6037.66
24.65	6036.11
24.66	6034.56
24.67	6033.03
24.68	6031.5
24.69	6029.99
24.7	6028.48
24.71	6026.98
24.72	6025.5
24.73	6024.02
24.74	6022.55
24.75	6021.1
24.76	6019.65
24.77	6018.21
24.78	6016.79
24.79	6015.37
24.8	6013.96
24.81	6012.57
24.82	6011.18
24.83	6009.81
24.84	6008.44
24.85	6007.08
24.86	6005.74
24.87	6004.4
24.88	6003.08
24.89	6001.76
24.9	6000.46
24.91	5999.16
24.92	5997.88
24.93	5996.6
24.94	5995.34
24.95	5994.08
24.96	5992.84
24.97	5991.61
24.98	5990.39
24.99	5989.17
25	5987.97
25.01	5986.78
25.02	5985.6
25.03	5984.43
25.04	5983.27
25.05	5982.12
25.06	5980.98
25.07	5979.85
25.08	5978.73
25.09	5977.62
25.1	5976.53
25.11	5975.44
25.12	5974.37
25.13	5973.3
25.14	5972.25
25.15	5971.2
25.16	5970.17
25.17	5969.15
25.18	5968.13
25.19	5967.13
25.2	5966.14
25.21	5965.16
25.22	5964.19
25.23	5963.23
25.24	5962.28
25.25	5961.35
25.26	5960.42
25.27	5959.5
25.28	5958.6
25.29	5957.7
25.3	5956.82
25.31	5955.95
25.32	5955.09
25.33	5954.24
25.34	5953.4
25.35	5952.57
25.36	5951.75
25.37	5950.94
25.38	5950.14
25.39	5949.36
25.4	5948.58
25.41	5947.82
25.42	5947.06
25.43	5946.32
25.44	5945.59
25.45	5944.87
25.46	5944.15
25.47	5943.46
25.48	5942.77
25.49	5942.09
25.5	5941.42
25.51	5940.77
25.52	5940.12
25.53	5939.49
25.54	5938.86
25.55	5938.25
25.56	5937.65
25.57	5937.06
25.58	5936.48
25.59	5935.91
25.6	5935.35
25.61	5934.8
25.62	5934.26
25.63	5933.74
25.64	5933.22
25.65	5932.72
25.66	5932.22
25.67	5931.74
25.68	5931.27
25.69	5930.81
25.7	5930.35
25.71	5929.91
25.72	5929.48
25.73	5929.07
25.74	5928.66
25.75	5928.26
25.76	5927.87
25.77	5927.5
25.78	5927.13
25.79	5926.78
25.8	5926.43
25.81	5926.1
25.82	5925.78
25.83	5925.46
25.84	5925.16
25.85	5924.87
25.86	5924.59
25.87	5924.32
25.88	5924.06
25.89	5923.81
25.9	5923.57
25.91	5923.34
25.92	5923.12
25.93	5922.91
25.94	5922.71
25.95	5922.52
25.96	5922.35
25.97	5922.18
25.98	5922.02
25.99	5921.87
26	5921.73
26.01	5921.61
26.02	5921.49
26.03	5921.38
26.04	5921.29
26.05	5921.2
26.06	5921.12
26.07	5921.05
26.08	5920.99
26.09	5920.95
26.1	5920.91
26.11	5920.88
26.12	5920.86
26.13	5920.85
26.14	5920.85
26.15	5920.86
26.16	5920.88
26.17	5920.91
26.18	5920.94
26.19	5920.99
26.2	5921.05
26.21	5921.11
26.22	5921.19
26.23	5921.27
26.24	5921.36
26.25	5921.47
26.26	5921.58
26.27	5921.7
26.28	5921.83
26.29	5921.96
26.3	5922.11
26.31	5922.27
26.32	5922.43
26.33	5922.6
26.34	5922.78
26.35	5922.97
26.36	5923.17
26.37	5923.38
26.38	5923.59
26.39	5923.81
26.4	5924.04
26.41	5924.28
26.42	5924.53
26.43	5924.78
26.44	5925.05
26.45	5925.32
26.46	5925.59
26.47	5925.88
26.48	5926.17
26.49	5926.47
26.5	5926.78
26.51	5927.1
26.52	5927.42
26.53	5927.75
26.54	5928.09
26.55	5928.43
26.56	5928.79
26.57	5929.15
26.58	5929.51
26.59	5929.88
26.6	5930.26
26.61	5930.65
26.62	5931.04
26.63	5931.44
26.64	5931.84
26.65	5932.25
26.66	5932.67
26.67	5933.09
26.68	5933.52
26.69	5933.96
26.7	5934.4
26.71	5934.85
26.72	5935.3
26.73	5935.76
26.74	5936.22
26.75	5936.69
26.76	5937.16
26.77	5937.64
26.78	5938.13
26.79	5938.62
26.8	5939.11
26.81	5939.61
26.82	5940.11
26.83	5940.62
26.84	5941.13
26.85	5941.65
26.86	5942.17
26.87	5942.7
26.88	5943.23
26.89	5943.76
26.9	5944.3
26.91	5944.84
26.92	5945.39
26.93	5945.94
26.94	5946.49
26.95	5947.04
26.96	5947.6
26.97	5948.16
26.98	5948.73
26.99	5949.3
27	5949.87
27.01	5950.44
27.02	5951.02
27.03	5951.6
27.04	5952.18
27.05	5952.76
27.06	5953.35
27.07	5953.93
27.08	5954.52
27.09	5955.11
27.1	5955.71
27.11	5956.3
27.12	5956.9
27.13	5957.5
27.14	5958.09
27.15	5958.69
27.16	5959.29
27.17	5959.9
27.18	5960.5
27.19	5961.1
27.2	5961.7
27.21	5962.31
27.22	5962.91
27.23	5963.52
27.24	5964.12
27.25	5964.73
27.26	5965.33
27.27	5965.93
27.28	5966.54
27.29	5967.14
27.3	5967.74
27.31	5968.34
27.32	5968.94
27.33	5969.54
27.34	5970.14
27.35	5970.74
27.36	5971.33
27.37	5971.93
27.38	5972.52
27.39	5973.11
27.4	5973.7
27.41	5974.29
27.42	5974.87
27.43	5975.45
27.44	5976.03
27.45	5976.61
27.46	5977.19
27.47	5977.76
27.48	5978.33
27.49	5978.89
27.5	5979.46
27.51	5980.02
27.52	5980.57
27.53	5981.13
27.54	5981.68
27.55	5982.22
27.56	5982.76
27.57	5983.3
27.58	5983.83
27.59	5984.36
27.6	5984.89
27.61	5985.41
27.62	5985.93
27.63	5986.44
27.64	5986.94
27.65	5987.45
27.66	5987.94
27.67	5988.43
27.68	5988.92
27.69	5989.4
27.7	5989.87
27.71	5990.34
27.72	5990.81
27.73	5991.26
27.74	5991.72
27.75	5992.16
27.76	5992.6
27.77	5993.03
27.78	5993.46
27.79	5993.88
27.8	5994.29
27.81	5994.7
27.82	5995.1
27.83	5995.49
27.84	5995.87
27.85	5996.25
27.86	5996.62
27.87	5996.99
27.88	5997.34
27.89	5997.69
27.9	5998.03
27.91	5998.36
27.92	5998.68
27.93	5999
27.94	5999.3
27.95	5999.6
27.96	5999.89
27.97	6000.17
27.98	6000.45
27.99	6000.71
28	6000.97
28.01	6001.21
28.02	6001.45
28.03	6001.68
28.04	6001.9
28.05	6002.11
28.06	6002.31
28.07	6002.5
28.08	6002.68
28.09	6002.85
28.1	6003.01
28.11	6003.16
28.12	6003.3
28.13	6003.43
28.14	6003.55
28.15	6003.66
28.16	6003.76
28.17	6003.85
28.18	6003.93
28.19	6003.99
28.2	6004.05
28.21	6004.1
28.22	6004.13
28.23	6004.15
28.24	6004.17
28.25	6004.17
28.26	6004.16
28.27	6004.14
28.28	6004.11
28.29	6004.06
28.3	6004.01
28.31	6003.94
28.32	6003.86
28.33	6003.77
28.34	6003.67
28.35	6003.55
28.36	6003.42
28.37	6003.29
28.38	6003.13
28.39	6002.97
28.4	6002.8
28.41	6002.61
28.42	6002.41
28.43	6002.19
28.44	6001.97
28.45	6001.73
28.46	6001.48
28.47	6001.22
28.48	6000.94
28.49	6000.65
28.5	6000.35
28.51	6000.03
28.52	5999.7
28.53	5999.36
28.54	5999.01
28.55	5998.64
28.56	5998.26
28.57	5997.87
28.58	5997.46
28.59	5997.04
28.6	5996.6
28.61	5996.16
28.62	5995.7
28.63	5995.22
28.64	5994.73
28.65	5994.23
28.66	5993.72
28.67	5993.19
28.68	5992.65
28.69	5992.09
28.7	5991.52
28.71	5990.93
28.72	5990.34
28.73	5989.72
28.74	5989.1
28.75	5988.46
28.76	5987.81
28.77	5987.14
28.78	5986.46
28.79	5985.76
28.8	5985.05
28.81	5984.33
28.82	5983.59
28.83	5982.84
28.84	5982.07
28.85	5981.29
28.86	5980.5
28.87	5979.69
28.88	5978.87
28.89	5978.03
28.9	5977.18
28.91	5976.31
28.92	5975.43
28.93	5974.54
28.94	5973.63
28.95	5972.71
28.96	5971.77
28.97	5970.82
28.98	5969.86
28.99	5968.88
29	5967.88
29.01	5966.88
29.02	5965.85
29.03	5964.82
29.04	5963.77
29.05	5962.7
29.06	5961.62
29.07	5960.53
29.08	5959.42
29.09	5958.3
29.1	5957.16
29.11	5956.01
29.12	5954.85
29.13	5953.67
29.14	5952.48
29.15	5951.27
29.16	5950.05
29.17	5948.81
29.18	5947.56
29.19	5946.3
29.2	5945.02
29.21	5943.73
29.22	5942.43
29.23	5941.11
29.24	5939.77
29.25	5938.43
29.26	5937.07
29.27	5935.69
29.28	5934.3
29.29	5932.9
29.3	5931.48
29.31	5930.05
29.32	5928.61
29.33	5927.15
29.34	5925.68
29.35	5924.19
29.36	5922.69
29.37	5921.18
29.38	5919.65
29.39	5918.11
29.4	5916.56
29.41	5914.99
29.42	5913.41
29.43	5911.82
29.44	5910.21
29.45	5908.59
29.46	5906.96
29.47	5905.31
29.48	5903.65
29.49	5901.98
29.5	5900.29
29.51	5898.59
29.52	5896.88
29.53	5895.15
29.54	5893.42
29.55	5891.66
29.56	5889.9
29.57	5888.12
29.58	5886.33
29.59	5884.53
29.6	5882.72
29.61	5880.89
29.62	5879.05
29.63	5877.2
29.64	5875.33
29.65	5873.45
29.66	5871.56
29.67	5869.66
29.68	5867.75
29.69	5865.82
29.7	5863.88
29.71	5861.93
29.72	5859.97
29.73	5857.99
29.74	5856.01
29.75	5854.01
29.76	5852
29.77	5849.98
29.78	5847.94
29.79	5845.9
29.8	5843.84
29.81	5841.77
29.82	5839.69
29.83	5837.6
29.84	5835.5
29.85	5833.39
29.86	5831.26
29.87	5829.13
29.88	5826.98
29.89	5824.82
29.9	5822.65
29.91	5820.47
29.92	5818.28
29.93	5816.08
29.94	5813.87
29.95	5811.64
29.96	5809.41
29.97	5807.16
29.98	5804.91
29.99	5802.64
30	5800.37
30.01	5798.08
30.02	5795.79
30.03	5793.48
30.04	5791.17
30.05	5788.84
30.06	5786.5
30.07	5784.16
30.08	5781.8
30.09	5779.44
30.1	5777.06
30.11	5774.68
30.12	5772.28
30.13	5769.88
30.14	5767.47
30.15	5765.05
30.16	5762.61
30.17	5760.17
30.18	5757.72
30.19	5755.27
30.2	5752.8
30.21	5750.32
30.22	5747.84
30.23	5745.34
30.24	5742.84
30.25	5740.33
30.26	5737.81
30.27	5735.28
30.28	5732.74
30.29	5730.2
30.3	5727.64
30.31	5725.08
30.32	5722.51
30.33	5719.93
30.34	5717.35
30.35	5714.75
30.36	5712.15
30.37	5709.54
30.38	5706.92
30.39	5704.3
30.4	5701.67
30.41	5699.03
30.42	5696.38
30.43	5693.72
30.44	5691.06
30.45	5688.39
30.46	5685.72
30.47	5683.03
30.48	5680.34
30.49	5677.64
30.5	5674.94
30.51	5672.23
30.52	5669.51
30.53	5666.78
30.54	5664.05
30.55	5661.31
30.56	5658.57
30.57	5655.82
30.58	5653.06
30.59	5650.3
30.6	5647.53
30.61	5644.75
30.62	5641.97
30.63	5639.18
30.64	5636.39
30.65	5633.59
30.66	5630.78
30.67	5627.97
30.68	5625.16
30.69	5622.33
30.7	5619.51
30.71	5616.67
30.72	5613.83
30.73	5610.99
30.74	5608.14
30.75	5605.29
30.76	5602.43
30.77	5599.56
30.78	5596.69
30.79	5593.82
30.8	5590.94
30.81	5588.05
30.82	5585.17
30.83	5582.27
30.84	5579.37
30.85	5576.47
30.86	5573.56
30.87	5570.65
30.88	5567.74
30.89	5564.82
30.9	5561.89
30.91	5558.96
30.92	5556.03
30.93	5553.1
30.94	5550.16
30.95	5547.21
30.96	5544.26
30.97	5541.31
30.98	5538.36
30.99	5535.4
31	5532.43
31.01	5529.47
31.02	5526.5
31.03	5523.53
31.04	5520.55
31.05	5517.57
31.06	5514.59
31.07	5511.6
31.08	5508.61
31.09	5505.62
31.1	5502.63
31.11	5499.63
31.12	5496.63
31.13	5493.63
31.14	5490.62
31.15	5487.61
31.16	5484.6
31.17	5481.59
31.18	5478.57
31.19	5475.55
31.2	5472.53
31.21	5469.51
31.22	5466.48
