r	V(r)
0	-34.8524
0.1	-34.8521
0.2	-34.8517
0.3	-34.8513
0.4	-34.8509
0.5	-34.8503
0.6	-34.8497
0.7	-34.849
0.8	-34.8482
0.9	-34.8473
1	-34.8463
1.1	-34.8451
1.2	-34.8437
1.3	-34.8421
1.4	-34.8404
1.5	-34.8383
1.6	-34.836
1.7	-34.8333
1.8	-34.8303
1.9	-34.8269
2	-34.8229
2.1	-34.8184
2.2	-34.8132
2.3	-34.8073
2.4	-34.8006
2.5	-34.7929
2.6	-34.7841
2.7	-34.7741
2.8	-34.7626
2.9	-34.7495
3	-34.7346
3.1	-34.7175
3.2	-34.698
3.3	-34.6758
3.4	-34.6505
3.5	-34.6216
3.6	-34.5886
3.7	-34.5509
3.8	-34.5081
3.9	-34.4592
4	-34.4035
4.1	-34.3401
4.2	-34.268
4.3	-34.1859
4.4	-34.0926
4.5	-33.9866
4.6	-33.8664
4.7	-33.7299
4.8	-33.5754
4.9	-33.4006
5	-33.203
5.1	-32.9801
5.2	-32.7291
5.3	-32.4468
5.4	-32.1303
5.5	-31.776
5.6	-31.3807
5.7	-30.9408
5.8	-30.4531
5.9	-29.9142
6	-29.3215
6.1	-28.6722
6.2	-27.9648
6.3	-27.1979
6.4	-26.3716
6.5	-25.4869
6.6	-24.5459
6.7	-23.5524
6.8	-22.5112
6.9	-21.4288
7	-20.3128
7.1	-19.172
7.2	-18.0158
7.3	-16.8544
7.4	-15.6981
7.5	-14.5569
7.6	-13.4405
7.7	-12.3576
7.8	-11.3159
7.9	-10.3217
8	-9.37998
8.1	-8.49446
8.2	-7.66738
8.3	-6.89975
8.4	-6.19147
8.5	-5.54149
8.6	-4.94796
8.7	-4.40844
8.8	-3.92004
8.9	-3.47957
9	-3.08365
9.1	-2.72886
9.2	-2.4118
9.3	-2.12913
9.4	-1.87768
9.5	-1.65442
9.6	-1.45653
9.7	-1.2814
9.8	-1.12662
9.9	-0.989983
10	-0.869489
10.1	-0.763331
10.2	-0.669878
10.3	-0.587669
10.4	-0.515397
10.5	-0.451896
10.6	-0.396128
10.7	-0.347174
10.8	-0.304215
10.9	-0.266531
11	-0.233484
11.1	-0.20451
11.2	-0.179113
11.3	-0.156855
11.4	-0.137353
11.5	-0.120267
11.6	-0.1053
11.7	-0.0921902
11.8	-0.080709
11.9	-0.0706548
12	-0.0618508
12.1	-0.0541422
12.2	-0.047393
12.3	-0.0414841
12.4	-0.0363112
12.5	-0.0317827
12.6	-0.0278186
12.7	-0.0243485
12.8	-0.021311
12.9	-0.0186522
13	-0.016325
13.1	-0.0142881
13.2	-0.0125052
13.3	-0.0109447
13.4	-0.00957888
13.5	-0.00838347
13.6	-0.00733721
13.7	-0.0064215
13.8	-0.00562005
13.9	-0.00491862
14	-0.00430472
14.1	-0.00376743
14.2	-0.0032972
14.3	-0.00288566
14.4	-0.00252548
14.5	-0.00221025
14.6	-0.00193437
14.7	-0.00169292
14.8	-0.00148161
14.9	-0.00129667
15	-0.00113481
15.1	-0.000993164
15.2	-0.000869193
15.3	-0.000760697
15.4	-0.000665744
15.5	-0.000582643
15.6	-0.000509914
15.7	-0.000446264
15.8	-0.000390559
15.9	-0.000341807
16	-0.000299141
16.1	-0.000261801
16.2	-0.000229121
16.3	-0.000200521
16.4	-0.000175491
16.5	-0.000153585
16.6	-0.000134413
16.7	-0.000117635
16.8	-0.000102951
16.9	-9.01001e-05
17	-7.88532e-05
17.1	-6.90103e-05
17.2	-6.0396e-05
17.3	-5.28569e-05
17.4	-4.6259e-05
17.5	-4.04846e-05
17.6	-3.54311e-05
17.7	-3.10083e-05
17.8	-2.71377e-05
17.9	-2.37502e-05
18	-2.07855e-05
18.1	-1.81909e-05
18.2	-1.59202e-05
18.3	-1.3933e-05
18.4	-1.21938e-05
18.5	-1.06716e-05
18.6	-9.33954e-06
18.7	-8.17372e-06
18.8	-7.15342e-06
18.9	-6.26048e-06
19	-5.47901e-06
19.1	-4.79508e-06
19.2	-4.19653e-06
19.3	-3.67269e-06
19.4	-3.21424e-06
19.5	-2.81302e-06
19.6	-2.46188e-06
19.7	-2.15457e-06
19.8	-1.88562e-06
19.9	-1.65025e-06
