theta	dsigma
0	25981.2
0.0174533	25171.2
0.0349066	22932.2
0.0523599	19767.8
0.0698132	16315.5
0.0872665	13136.9
0.10472	10561.1
0.122173	8638.76
0.139626	7207.57
0.15708	6024.12
0.174533	4894.02
0.191986	3746.08
0.20944	2631.03
0.226893	1663.83
0.244346	949.67
0.261799	532.044
0.279253	381.492
0.296706	419.417
0.314159	556.24
0.331613	722.018
0.349066	877.799
0.366519	1009.16
0.383972	1112.03
0.401426	1181.57
0.418879	1209.65
0.436332	1189.72
0.453786	1123.59
0.471239	1024.8
0.488692	916.354
0.506145	823.961
0.523599	768.119
0.541052	758.417
0.558505	791.748
0.575959	854.446
0.593412	927.022
0.610865	989.752
0.628319	1027.56
0.645772	1033.07
0.663225	1007.3
0.680678	958.075
0.698132	896.805
0.715585	834.7
0.733038	779.7
0.750492	734.981
0.767945	699.342
0.785398	669.022
0.802851	640.031
0.820305	609.997
0.837758	578.889
0.855211	548.538
0.872665	521.377
0.890118	499.08
0.907571	481.69
0.925025	467.54
0.942478	453.902
0.959931	438.015
0.977384	418.071
0.994838	393.795
1.01229	366.472
1.02974	338.461
1.0472	312.416
1.06465	290.479
1.0821	273.71
1.09956	261.887
1.11701	253.698
1.13446	247.23
1.15192	240.573
1.16937	232.34
1.18682	221.981
1.20428	209.806
1.22173	196.76
1.23918	184.051
1.25664	172.761
1.27409	163.554
1.29154	156.556
1.309	151.398
1.32645	147.398
1.3439	143.783
1.36136	139.893
1.37881	135.303
1.39626	129.861
1.41372	123.643
1.43117	116.866
1.44862	109.798
1.46608	102.695
1.48353	95.7743
1.50098	89.2194
1.51844	83.2007
1.53589	77.8915
1.55334	73.4658
1.5708	70.0719
1.58825	67.7902
1.6057	66.5876
1.62316	66.2879
1.64061	66.5692
1.65806	66.9969
1.67552	67.0884
1.69297	66.3963
1.71042	64.5952
1.72788	61.5505
1.74533	57.355
1.76278	52.3237
1.78024	46.9463
1.79769	41.8061
1.81514	37.4797
1.8326	34.4359
1.85005	32.9529
1.8675	33.0671
1.88496	34.5647
1.90241	37.014
1.91986	39.8356
1.93732	42.3966
1.95477	44.1123
1.97222	44.541
1.98968	43.454
2.00713	40.8718
2.02458	37.0603
2.04204	32.4882
2.05949	27.753
2.07694	23.4864
2.0944	20.2549
2.11185	18.4704
2.1293	18.3242
2.14675	19.7554
2.16421	22.4585
2.18166	25.9279
2.19911	29.5355
2.21657	32.6269
2.23402	34.6245
2.25147	35.119
2.26893	33.9375
2.28638	31.1759
2.30383	27.1898
2.32129	22.5452
2.33874	17.9343
2.35619	14.0699
2.37365	11.5728
2.3911	10.8703
2.40855	12.1218
2.42601	15.1831
2.44346	19.6183
2.46091	24.7564
2.47837	29.7882
2.49582	33.889
2.51327	36.3483
2.53073	36.6888
2.54818	34.7537
2.56563	30.749
2.58309	25.2313
2.60054	19.0398
2.61799	13.182
2.63545	8.68522
2.6529	6.4374
2.67035	7.03916
2.68781	10.6905
2.70526	17.1315
2.72271	25.6493
2.74017	35.1537
2.75762	44.317
2.77507	51.7589
2.79253	56.2551
2.80998	56.941
2.82743	53.4794
2.84489	46.1691
2.86234	35.972
2.87979	24.4524
2.89725	13.6282
2.9147	5.74974
2.93215	3.03
2.94961	7.35838
2.96706	20.0341
2.98451	41.5538
3.00197	71.4828
3.01942	108.43
3.03687	150.136
3.05433	193.662
3.07178	235.67
3.08923	272.758
3.10669	301.808
3.12414	320.321
3.14159	326.678
