1,0,4.58183

1.02,0.0863526,4.06412

1.04,0.162984,3.6092

1.06,0.231109,3.21253

1.08,0.291832,2.86797

1.1,0.346131,2.56901

1.12,0.394855,2.30944

1.14,0.438733,2.0836

1.16,0.47839,1.88655

1.18,0.514358,1.714

1.2,0.547089,1.56233

1.22,0.57697,1.42844

1.24,0.604328,1.30975

1.26,0.629446,1.20406

1.28,0.652565,1.10953

1.3,0.673892,1.02459

1.32,0.693604,0.94794

1.34,0.711857,0.878452

1.36,0.728783,0.815181

1.38,0.7445,0.75732

1.4,0.759108,0.704176

1.42,0.772695,0.655157

1.44,0.785338,0.609753

1.46,0.797106,0.567523

1.48,0.808058,0.528087

1.5,0.818246,0.491114

1.52,0.827717,0.456316

1.54,0.836511,0.423442

1.56,0.844666,0.392274

1.58,0.852212,0.362619

1.6,0.859179,0.33431

1.62,0.865593,0.3072

1.64,0.871474,0.281159

1.66,0.876845,0.256075

1.68,0.881723,0.231849

1.7,0.886124,0.208395

1.72,0.890064,0.185639

1.74,0.893554,0.163515

1.76,0.896608,0.14197

1.78,0.899236,0.120955

1.8,0.90145,0.100433

1.82,0.903257,0.0803708

1.84,0.904667,0.0607435

1.86,0.905689,0.0415314

1.88,0.906331,0.0227207

1.9,0.906601,0.00430231

1.92,0.906506,-0.0137279

1.94,0.906054,-0.03137

1.96,0.905254,-0.04862

1.98,0.904112,-0.0654708

2,0.902638,-0.0819117

