1,0,1.62478

1.02,0.0321707,1.5923

1.04,0.0636924,1.55989

1.06,0.0945673,1.52763

1.08,0.124799,1.49557

1.1,0.154392,1.46376

1.12,0.183351,1.43225

1.14,0.211684,1.40107

1.16,0.239397,1.37026

1.18,0.266497,1.33984

1.2,0.292993,1.30982

1.22,0.318893,1.28023

1.24,0.344205,1.25107

1.26,0.368938,1.22235

1.28,0.393102,1.19407

1.3,0.416704,1.16624

1.32,0.439754,1.13885

1.34,0.462261,1.1119

1.36,0.484233,1.08539

1.38,0.505679,1.0593

1.4,0.526608,1.03362

1.42,0.547027,1.00835

1.44,0.566944,0.98347

1.46,0.586368,0.958972

1.48,0.605306,0.93484

1.5,0.623764,0.911062

1.52,0.64175,0.887621

1.54,0.659271,0.864504

1.56,0.676333,0.841695

1.58,0.692941,0.819179

1.6,0.709102,0.796939

1.62,0.72482,0.774961

1.64,0.740102,0.753228

1.66,0.754951,0.731725

1.68,0.769372,0.710438

1.7,0.78337,0.689349

1.72,0.796947,0.668445

1.74,0.810109,0.647711

1.76,0.822857,0.627131

1.78,0.835195,0.606691

1.8,0.847125,0.586379

1.82,0.858651,0.566179

1.84,0.869773,0.546078

1.86,0.880494,0.526065

1.88,0.890816,0.506126

1.9,0.90074,0.486249

1.92,0.910266,0.466423

1.94,0.919397,0.446636

1.96,0.928132,0.426879

1.98,0.936472,0.407142

2,0.944418,0.387414

