1,0,1.1884

1.02,0.0237663,1.18816

1.04,0.0475231,1.18744

1.06,0.0712609,1.18626

1.08,0.0949702,1.18459

1.1,0.118642,1.18246

1.12,0.142265,1.17985

1.14,0.165832,1.17677

1.16,0.189333,1.17322

1.18,0.212758,1.1692

1.2,0.236098,1.16471

1.22,0.259343,1.15975

1.24,0.282485,1.15433

1.26,0.305513,1.14845

1.28,0.32842,1.14211

1.3,0.351195,1.13532

1.32,0.373829,1.12807

1.34,0.396314,1.12037

1.36,0.418641,1.11222

1.38,0.4408,1.10362

1.4,0.462783,1.09458

1.42,0.484581,1.08511

1.44,0.506184,1.0752

1.46,0.527586,1.06486

1.48,0.548776,1.0541

1.5,0.569747,1.04291

1.52,0.59049,1.03131

1.54,0.610997,1.0193

1.56,0.631259,1.00687

1.58,0.651269,0.994048

1.6,0.671018,0.980825

1.62,0.690499,0.967209

1.64,0.709704,0.953207

1.66,0.728625,0.938823

1.68,0.747255,0.924064

1.7,0.765585,0.908935

1.72,0.78361,0.893442

1.74,0.80132,0.877592

1.76,0.818711,0.861392

1.78,0.835774,0.844846

1.8,0.852502,0.827963

1.82,0.86889,0.810748

1.84,0.88493,0.79321

1.86,0.900616,0.775353

1.88,0.915942,0.757187

1.9,0.930902,0.738718

1.92,0.945489,0.719954

1.94,0.959698,0.700901

1.96,0.973523,0.681568

1.98,0.986959,0.661963

2,1,0.642093

