1,0,1.35655

1.02,0.0269941,1.34279

1.04,0.0537091,1.32865

1.06,0.0801377,1.31415

1.08,0.106273,1.29934

1.1,0.132109,1.28422

1.12,0.15764,1.26882

1.14,0.18286,1.25317

1.16,0.207765,1.23729

1.18,0.232351,1.22119

1.2,0.256612,1.2049

1.22,0.280545,1.18842

1.24,0.304148,1.17178

1.26,0.327416,1.15499

1.28,0.350346,1.13807

1.3,0.372937,1.12102

1.32,0.395186,1.10385

1.34,0.417091,1.08658

1.36,0.438649,1.06922

1.38,0.459859,1.05177

1.4,0.480719,1.03424

1.42,0.501228,1.01664

1.44,0.521384,0.998967

1.46,0.541186,0.981235

1.48,0.560633,0.963444

1.5,0.579724,0.945598

1.52,0.598457,0.9277

1.54,0.616831,0.909752

1.56,0.634846,0.891755

1.58,0.652501,0.873711

1.6,0.669795,0.855621

1.62,0.686726,0.837484

1.64,0.703294,0.819301

1.66,0.719497,0.801071

1.68,0.735336,0.782793

1.7,0.750809,0.764467

1.72,0.765914,0.74609

1.74,0.780652,0.727661

1.76,0.795021,0.709179

1.78,0.809019,0.690641

1.8,0.822646,0.672045

1.82,0.8359,0.65339

1.84,0.848781,0.634672

1.86,0.861287,0.615889

1.88,0.873416,0.597039

1.9,0.885168,0.57812

1.92,0.89654,0.559128

1.94,0.907532,0.540063

1.96,0.918142,0.520921

1.98,0.928369,0.501701

2,0.93821,0.4824

