1,0,5.86988

1.02,0.108497,5.00421

1.04,0.201103,4.27853

1.06,0.280458,3.67599

1.08,0.348832,3.17706

1.1,0.408107,2.76334

1.12,0.459826,2.41891

1.14,0.505237,2.13061

1.16,0.545352,1.88777

1.18,0.580993,1.68183

1.2,0.612826,1.50599

1.22,0.641396,1.35478

1.24,0.667152,1.22386

1.26,0.690462,1.10973

1.28,0.711634,1.00958

1.3,0.730923,0.921122

1.32,0.748544,0.842498

1.34,0.764678,0.772182

1.36,0.779478,0.708919

1.38,0.793075,0.651667

1.4,0.805579,0.59956

1.42,0.817087,0.551872

1.44,0.827679,0.507994

1.46,0.837428,0.46741

1.48,0.846395,0.429684

1.5,0.854632,0.394443

1.52,0.862187,0.361371

1.54,0.8691,0.330195

1.56,0.875406,0.300683

1.58,0.881137,0.272635

1.6,0.88632,0.245877

1.62,0.89098,0.220264

1.64,0.895137,0.195669

1.66,0.898812,0.171982

1.68,0.902022,0.149114

1.7,0.904782,0.126986

1.72,0.907106,0.105533

1.74,0.909007,0.0847027

1.76,0.910498,0.0644517

1.78,0.911589,0.0447463

1.8,0.912291,0.025561

1.82,0.912615,0.00687793

1.84,0.91257,-0.0113141

1.86,0.912165,-0.0290202

1.88,0.911412,-0.0462401

1.9,0.910319,-0.0629688

1.92,0.908897,-0.0791971

1.94,0.907155,-0.0949126

1.96,0.905104,-0.1101

1.98,0.902754,-0.124741

2,0.900118,-0.138817

