1,0,7.1776

1.02,0.130136,5.88228

1.04,0.237024,4.84674

1.06,0.325443,4.02742

1.08,0.399257,3.37926

1.1,0.461493,2.86375

1.12,0.514485,2.45037

1.14,0.56003,2.1157

1.16,0.599518,1.84201

1.18,0.634026,1.61588

1.2,0.664401,1.42719

1.22,0.691311,1.26819

1.24,0.715287,1.13297

1.26,0.736757,1.01692

1.28,0.756068,0.916473

1.3,0.773501,0.828812

1.32,0.78929,0.751698

1.34,0.803627,0.683345

1.36,0.816673,0.62231

1.38,0.828561,0.567424

1.4,0.839404,0.517728

1.42,0.849299,0.472435

1.44,0.858327,0.430893

1.46,0.866556,0.392559

1.48,0.874047,0.356981

1.5,0.880851,0.323776

1.52,0.887012,0.292625

1.54,0.892568,0.263257

1.56,0.897553,0.235442

1.58,0.901995,0.208988

1.6,0.90592,0.18373

1.62,0.909351,0.159531

1.64,0.912308,0.136276

1.66,0.914808,0.113869

1.68,0.916868,0.0922301

1.7,0.918502,0.0712962

1.72,0.919724,0.0510162

1.74,0.920546,0.0313513

1.76,0.920982,0.0122729

1.78,0.921041,-0.00623813

1.8,0.920736,-0.0241927

1.82,0.920077,-0.0415944

1.84,0.919076,-0.0584407

1.86,0.917743,-0.0747236

1.88,0.916091,-0.0904306

1.9,0.91413,-0.105546

1.92,0.911873,-0.12005

1.94,0.909332,-0.133923

1.96,0.90652,-0.147142

1.98,0.903451,-0.159687

2,0.900138,-0.171535

