1,0,2.15995

1.02,0.0423438,2.07488

1.04,0.083014,1.99262

1.06,0.122068,1.91329

1.08,0.159566,1.83697

1.1,0.195567,1.76369

1.12,0.230133,1.69344

1.14,0.263324,1.62616

1.16,0.295199,1.5618

1.18,0.325815,1.50027

1.2,0.355228,1.44146

1.22,0.383491,1.38526

1.24,0.410655,1.33155

1.26,0.436769,1.28023

1.28,0.461879,1.23116

1.3,0.48603,1.18423

1.32,0.509262,1.13932

1.34,0.531616,1.09632

1.36,0.553127,1.0551

1.38,0.573831,1.01557

1.4,0.59376,0.977624

1.42,0.612946,0.941154

1.44,0.631416,0.90607

1.46,0.649197,0.872282

1.48,0.666315,0.839702

1.5,0.682793,0.808251

1.52,0.698652,0.777851

1.54,0.713913,0.748428

1.56,0.728595,0.719914

1.58,0.742716,0.692243

1.6,0.75629,0.665354

1.62,0.769335,0.63919

1.64,0.781862,0.613694

1.66,0.793886,0.588815

1.68,0.805419,0.564506

1.7,0.81647,0.540719

1.72,0.827051,0.517412

1.74,0.83717,0.494544

1.76,0.846835,0.472078

1.78,0.856055,0.449976

1.8,0.864836,0.428207

1.82,0.873185,0.406738

1.84,0.881108,0.385541

1.86,0.888609,0.364587

1.88,0.895693,0.343852

1.9,0.902364,0.323312

1.92,0.908626,0.302946

1.94,0.914483,0.282734

1.96,0.919937,0.262658

1.98,0.92499,0.242702

2,0.929645,0.222851

