1,0,3.32029

1.02,0.0638165,3.06472

1.04,0.122724,2.82934

1.06,0.177122,2.61369

1.08,0.227396,2.4168

1.1,0.273911,2.23745

1.12,0.317002,2.07424

1.14,0.356979,1.92577

1.16,0.394122,1.79066

1.18,0.428685,1.66758

1.2,0.460897,1.55534

1.22,0.490963,1.4528

1.24,0.519067,1.35896

1.26,0.545374,1.2729

1.28,0.57003,1.1938

1.3,0.593167,1.12093

1.32,0.614904,1.05362

1.34,0.635345,0.991308

1.36,0.654586,0.933461

1.38,0.67271,0.879621

1.4,0.689795,0.829374

1.42,0.705907,0.782355

1.44,0.721108,0.738234

1.46,0.735454,0.696721

1.48,0.748993,0.657555

1.5,0.76177,0.6205

1.52,0.773825,0.585349

1.54,0.785195,0.551914

1.56,0.795912,0.520026

1.58,0.806006,0.489533

1.6,0.815502,0.460301

1.62,0.824425,0.432206

1.64,0.832797,0.405138

1.66,0.840637,0.378998

1.68,0.847963,0.353697

1.7,0.85479,0.329154

1.72,0.861133,0.305298

1.74,0.867006,0.282064

1.76,0.87242,0.259394

1.78,0.877385,0.237237

1.8,0.881912,0.215546

1.82,0.88601,0.194283

1.84,0.889686,0.173412

1.86,0.892949,0.152903

1.88,0.895805,0.132729

1.9,0.89826,0.112869

1.92,0.900321,0.0933054

1.94,0.901994,0.0740242

1.96,0.903284,0.055015

1.98,0.904196,0.0362707

2,0.904737,0.0177877

