E	sigma
15.7	1630.09
15.71	1630.02
15.72	1629.95
15.73	1629.9
15.74	1629.85
15.75	1629.8
15.76	1629.77
15.77	1629.74
15.78	1629.71
15.79	1629.7
15.8	1629.69
15.81	1629.68
15.82	1629.69
15.83	1629.7
15.84	1629.71
15.85	1629.74
15.86	1629.77
15.87	1629.8
15.88	1629.85
15.89	1629.9
15.9	1629.95
15.91	1630.01
15.92	1630.08
15.93	1630.16
15.94	1630.24
15.95	1630.33
15.96	1630.42
15.97	1630.52
15.98	1630.63
15.99	1630.75
16	1630.87
16.01	1630.99
16.02	1631.13
16.03	1631.27
16.04	1631.41
16.05	1631.57
16.06	1631.72
16.07	1631.89
16.08	1632.06
16.09	1632.24
16.1	1632.42
16.11	1632.61
16.12	1632.81
16.13	1633.01
16.14	1633.22
16.15	1633.43
16.16	1633.65
16.17	1633.88
16.18	1634.11
16.19	1634.35
16.2	1634.6
16.21	1634.85
16.22	1635.11
16.23	1635.37
16.24	1635.64
16.25	1635.92
16.26	1636.2
16.27	1636.49
16.28	1636.78
16.29	1637.08
16.3	1637.38
16.31	1637.7
16.32	1638.01
16.33	1638.34
16.34	1638.67
16.35	1639
16.36	1639.34
16.37	1639.69
16.38	1640.04
16.39	1640.4
16.4	1640.76
16.41	1641.13
16.42	1641.51
16.43	1641.89
16.44	1642.28
16.45	1642.67
16.46	1643.07
16.47	1643.47
16.48	1643.88
16.49	1644.3
16.5	1644.72
16.51	1645.15
16.52	1645.58
16.53	1646.02
16.54	1646.46
16.55	1646.91
16.56	1647.36
16.57	1647.82
16.58	1648.29
16.59	1648.76
16.6	1649.24
16.61	1649.72
16.62	1650.21
16.63	1650.7
16.64	1651.2
16.65	1651.7
16.66	1652.21
16.67	1652.72
16.68	1653.24
16.69	1653.77
16.7	1654.3
16.71	1654.83
16.72	1655.37
16.73	1655.92
16.74	1656.47
16.75	1657.03
16.76	1657.59
16.77	1658.16
16.78	1658.73
16.79	1659.3
16.8	1659.89
16.81	1660.47
16.82	1661.07
16.83	1661.66
16.84	1662.26
16.85	1662.87
16.86	1663.48
16.87	1664.1
16.88	1664.72
16.89	1665.35
16.9	1665.98
16.91	1666.62
16.92	1667.26
16.93	1667.91
16.94	1668.56
16.95	1669.21
16.96	1669.87
16.97	1670.54
16.98	1671.21
16.99	1671.89
17	1672.57
17.01	1673.25
17.02	1673.94
17.03	1674.63
17.04	1675.33
17.05	1676.04
17.06	1676.74
17.07	1677.46
17.08	1678.17
17.09	1678.89
17.1	1679.62
17.11	1680.35
17.12	1681.09
17.13	1681.83
17.14	1682.57
17.15	1683.32
17.16	1684.07
17.17	1684.83
17.18	1685.59
17.19	1686.35
17.2	1687.12
17.21	1687.9
17.22	1688.68
17.23	1689.46
17.24	1690.25
17.25	1691.04
17.26	1691.83
17.27	1692.63
17.28	1693.44
17.29	1694.25
17.3	1695.06
17.31	1695.87
17.32	1696.69
17.33	1697.52
17.34	1698.35
17.35	1699.18
17.36	1700.02
17.37	1700.86
17.38	1701.7
17.39	1702.55
17.4	1703.4
17.41	1704.26
17.42	1705.12
17.43	1705.98
17.44	1706.85
17.45	1707.72
17.46	1708.59
17.47	1709.47
17.48	1710.35
17.49	1711.24
17.5	1712.13
17.51	1713.02
17.52	1713.92
17.53	1714.82
17.54	1715.73
17.55	1716.63
17.56	1717.54
17.57	1718.46
17.58	1719.38
17.59	1720.3
17.6	1721.22
17.61	1722.15
17.62	1723.09
17.63	1724.02
17.64	1724.96
17.65	1725.9
17.66	1726.85
17.67	1727.8
17.68	1728.75
17.69	1729.7
17.7	1730.66
17.71	1731.62
17.72	1732.59
17.73	1733.56
17.74	1734.53
17.75	1735.5
17.76	1736.48
17.77	1737.46
17.78	1738.45
17.79	1739.43
17.8	1740.42
17.81	1741.41
17.82	1742.41
17.83	1743.41
17.84	1744.41
17.85	1745.41
17.86	1746.42
17.87	1747.43
17.88	1748.44
17.89	1749.46
17.9	1750.48
17.91	1751.5
17.92	1752.52
17.93	1753.55
17.94	1754.58
17.95	1755.61
17.96	1756.65
17.97	1757.68
17.98	1758.72
17.99	1759.76
18	1760.81
18.01	1761.86
18.02	1762.91
18.03	1763.96
18.04	1765.01
18.05	1766.07
18.06	1767.13
18.07	1768.19
18.08	1769.26
18.09	1770.32
18.1	1771.39
18.11	1772.46
18.12	1773.54
18.13	1774.61
18.14	1775.69
18.15	1776.77
18.16	1777.85
18.17	1778.94
18.18	1780.03
18.19	1781.11
18.2	1782.21
18.21	1783.3
18.22	1784.39
18.23	1785.49
18.24	1786.59
18.25	1787.69
18.26	1788.79
18.27	1789.9
18.28	1791
18.29	1792.11
18.3	1793.22
18.31	1794.34
18.32	1795.45
18.33	1796.57
18.34	1797.68
18.35	1798.8
18.36	1799.92
18.37	1801.05
18.38	1802.17
18.39	1803.3
18.4	1804.43
18.41	1805.55
18.42	1806.69
18.43	1807.82
18.44	1808.95
18.45	1810.09
18.46	1811.22
18.47	1812.36
18.48	1813.5
18.49	1814.64
18.5	1815.79
18.51	1816.93
18.52	1818.08
18.53	1819.22
18.54	1820.37
18.55	1821.52
18.56	1822.67
18.57	1823.82
18.58	1824.98
18.59	1826.13
18.6	1827.29
18.61	1828.44
18.62	1829.6
18.63	1830.76
18.64	1831.92
18.65	1833.08
18.66	1834.24
18.67	1835.41
18.68	1836.57
18.69	1837.73
18.7	1838.9
18.71	1840.07
18.72	1841.24
18.73	1842.4
18.74	1843.57
18.75	1844.74
18.76	1845.92
18.77	1847.09
18.78	1848.26
18.79	1849.43
18.8	1850.61
18.81	1851.78
18.82	1852.96
18.83	1854.14
18.84	1855.31
18.85	1856.49
18.86	1857.67
18.87	1858.85
18.88	1860.03
18.89	1861.21
18.9	1862.39
18.91	1863.57
18.92	1864.75
18.93	1865.94
18.94	1867.12
18.95	1868.3
18.96	1869.49
18.97	1870.67
18.98	1871.85
18.99	1873.04
19	1874.22
19.01	1875.41
19.02	1876.6
19.03	1877.78
19.04	1878.97
19.05	1880.15
19.06	1881.34
19.07	1882.53
19.08	1883.71
19.09	1884.9
19.1	1886.09
19.11	1887.28
19.12	1888.46
19.13	1889.65
19.14	1890.84
19.15	1892.03
19.16	1893.22
19.17	1894.4
19.18	1895.59
19.19	1896.78
19.2	1897.97
19.21	1899.16
19.22	1900.34
19.23	1901.53
19.24	1902.72
19.25	1903.91
19.26	1905.09
19.27	1906.28
19.28	1907.47
19.29	1908.65
19.3	1909.84
19.31	1911.03
19.32	1912.21
19.33	1913.4
19.34	1914.59
19.35	1915.77
19.36	1916.96
19.37	1918.14
19.38	1919.32
19.39	1920.51
19.4	1921.69
19.41	1922.87
19.42	1924.06
19.43	1925.24
19.44	1926.42
19.45	1927.6
19.46	1928.78
19.47	1929.96
19.48	1931.14
19.49	1932.32
19.5	1933.5
19.51	1934.68
19.52	1935.86
19.53	1937.03
19.54	1938.21
19.55	1939.39
19.56	1940.56
19.57	1941.74
19.58	1942.91
19.59	1944.08
19.6	1945.25
19.61	1946.43
19.62	1947.6
19.63	1948.77
19.64	1949.94
19.65	1951.11
19.66	1952.27
19.67	1953.44
19.68	1954.61
19.69	1955.77
19.7	1956.94
19.71	1958.1
19.72	1959.26
19.73	1960.43
19.74	1961.59
19.75	1962.75
19.76	1963.91
19.77	1965.07
19.78	1966.22
19.79	1967.38
19.8	1968.54
19.81	1969.69
19.82	1970.84
19.83	1972
19.84	1973.15
19.85	1974.3
19.86	1975.45
19.87	1976.6
19.88	1977.74
19.89	1978.89
19.9	1980.04
19.91	1981.18
19.92	1982.32
19.93	1983.46
19.94	1984.61
19.95	1985.75
19.96	1986.88
19.97	1988.02
19.98	1989.16
19.99	1990.29
20	1991.43
20.01	1992.56
20.02	1993.69
20.03	1994.82
20.04	1995.95
20.05	1997.08
20.06	1998.2
20.07	1999.33
20.08	2000.45
20.09	2001.57
20.1	2002.69
20.11	2003.81
20.12	2004.93
20.13	2006.05
20.14	2007.17
20.15	2008.28
20.16	2009.39
20.17	2010.5
20.18	2011.61
20.19	2012.72
20.2	2013.83
20.21	2014.94
20.22	2016.04
20.23	2017.15
20.24	2018.25
20.25	2019.35
20.26	2020.45
20.27	2021.54
20.28	2022.64
20.29	2023.74
20.3	2024.83
20.31	2025.92
20.32	2027.01
20.33	2028.1
20.34	2029.19
20.35	2030.27
20.36	2031.36
20.37	2032.44
20.38	2033.52
20.39	2034.6
20.4	2035.68
20.41	2036.75
20.42	2037.83
20.43	2038.9
20.44	2039.97
20.45	2041.04
20.46	2042.11
20.47	2043.18
20.48	2044.24
20.49	2045.31
20.5	2046.37
20.51	2047.43
20.52	2048.49
20.53	2049.55
20.54	2050.6
20.55	2051.65
20.56	2052.71
20.57	2053.76
20.58	2054.81
20.59	2055.85
20.6	2056.9
20.61	2057.94
20.62	2058.99
20.63	2060.03
20.64	2061.06
20.65	2062.1
20.66	2063.14
20.67	2064.17
20.68	2065.2
20.69	2066.23
20.7	2067.26
20.71	2068.29
20.72	2069.31
20.73	2070.34
20.74	2071.36
20.75	2072.38
20.76	2073.4
20.77	2074.41
20.78	2075.43
20.79	2076.44
20.8	2077.45
20.81	2078.46
20.82	2079.47
20.83	2080.48
20.84	2081.48
20.85	2082.48
20.86	2083.48
20.87	2084.48
20.88	2085.48
20.89	2086.47
20.9	2087.47
20.91	2088.46
20.92	2089.45
20.93	2090.44
20.94	2091.42
20.95	2092.41
20.96	2093.39
20.97	2094.37
20.98	2095.35
20.99	2096.33
21	2097.3
21.01	2098.28
21.02	2099.25
21.03	2100.22
21.04	2101.19
21.05	2102.15
21.06	2103.12
21.07	2104.08
21.08	2105.04
21.09	2106
21.1	2106.96
21.11	2107.91
21.12	2108.87
21.13	2109.82
21.14	2110.77
21.15	2111.72
21.16	2112.66
21.17	2113.61
21.18	2114.55
21.19	2115.49
21.2	2116.43
21.21	2117.37
21.22	2118.3
21.23	2119.23
21.24	2120.17
21.25	2121.1
21.26	2122.02
21.27	2122.95
21.28	2123.87
21.29	2124.8
21.3	2125.72
21.31	2126.64
21.32	2127.55
21.33	2128.47
21.34	2129.38
21.35	2130.29
21.36	2131.2
21.37	2132.11
21.38	2133.02
21.39	2133.92
21.4	2134.82
21.41	2135.72
21.42	2136.62
21.43	2137.52
21.44	2138.41
21.45	2139.31
21.46	2140.2
21.47	2141.09
21.48	2141.97
21.49	2142.86
21.5	2143.74
21.51	2144.63
21.52	2145.51
21.53	2146.38
21.54	2147.26
21.55	2148.14
21.56	2149.01
21.57	2149.88
21.58	2150.75
21.59	2151.62
21.6	2152.48
21.61	2153.35
21.62	2154.21
21.63	2155.07
21.64	2155.93
21.65	2156.78
21.66	2157.64
21.67	2158.49
21.68	2159.34
21.69	2160.19
21.7	2161.04
21.71	2161.89
21.72	2162.73
21.73	2163.57
21.74	2164.41
21.75	2165.25
21.76	2166.09
21.77	2166.92
21.78	2167.76
21.79	2168.59
21.8	2169.42
21.81	2170.25
21.82	2171.07
21.83	2171.9
21.84	2172.72
21.85	2173.54
21.86	2174.36
21.87	2175.18
21.88	2175.99
21.89	2176.81
21.9	2177.62
21.91	2178.43
21.92	2179.24
21.93	2180.05
21.94	2180.85
21.95	2181.65
21.96	2182.46
21.97	2183.26
21.98	2184.05
21.99	2184.85
22	2185.65
22.01	2186.44
22.02	2187.23
22.03	2188.02
22.04	2188.81
22.05	2189.59
22.06	2190.38
22.07	2191.16
22.08	2191.94
22.09	2192.72
22.1	2193.5
22.11	2194.28
22.12	2195.05
22.13	2195.82
22.14	2196.59
22.15	2197.36
22.16	2198.13
22.17	2198.9
22.18	2199.66
22.19	2200.42
22.2	2201.19
22.21	2201.95
22.22	2202.7
22.23	2203.46
22.24	2204.21
22.25	2204.97
22.26	2205.72
22.27	2206.47
22.28	2207.22
22.29	2207.96
22.3	2208.71
22.31	2209.45
22.32	2210.19
22.33	2210.93
22.34	2211.67
22.35	2212.41
22.36	2213.14
22.37	2213.87
22.38	2214.61
22.39	2215.34
22.4	2216.07
22.41	2216.79
22.42	2217.52
22.43	2218.24
22.44	2218.96
22.45	2219.69
22.46	2220.41
22.47	2221.12
22.48	2221.84
22.49	2222.55
22.5	2223.27
22.51	2223.98
22.52	2224.69
22.53	2225.4
22.54	2226.1
22.55	2226.81
22.56	2227.51
22.57	2228.22
22.58	2228.92
22.59	2229.62
22.6	2230.31
22.61	2231.01
22.62	2231.71
22.63	2232.4
22.64	2233.09
22.65	2233.78
22.66	2234.47
22.67	2235.16
22.68	2235.84
22.69	2236.53
22.7	2237.21
22.71	2237.89
22.72	2238.57
22.73	2239.25
22.74	2239.93
22.75	2240.61
22.76	2241.28
22.77	2241.95
22.78	2242.63
22.79	2243.3
22.8	2243.97
22.81	2244.63
22.82	2245.3
22.83	2245.96
22.84	2246.63
22.85	2247.29
22.86	2247.95
22.87	2248.61
22.88	2249.27
22.89	2249.92
22.9	2250.58
22.91	2251.23
22.92	2251.88
22.93	2252.53
22.94	2253.18
22.95	2253.83
22.96	2254.48
22.97	2255.12
22.98	2255.77
22.99	2256.41
23	2257.05
23.01	2257.69
23.02	2258.33
23.03	2258.97
23.04	2259.6
23.05	2260.24
23.06	2260.87
23.07	2261.51
23.08	2262.14
23.09	2262.77
23.1	2263.39
23.11	2264.02
23.12	2264.65
23.13	2265.27
23.14	2265.9
23.15	2266.52
23.16	2267.14
23.17	2267.76
23.18	2268.38
23.19	2268.99
23.2	2269.61
23.21	2270.22
23.22	2270.84
23.23	2271.45
23.24	2272.06
23.25	2272.67
23.26	2273.28
23.27	2273.89
23.28	2274.49
23.29	2275.1
23.3	2275.7
23.31	2276.3
23.32	2276.9
23.33	2277.5
23.34	2278.1
23.35	2278.7
23.36	2279.3
23.37	2279.89
23.38	2280.49
23.39	2281.08
23.4	2281.67
23.41	2282.26
23.42	2282.85
23.43	2283.44
23.44	2284.03
23.45	2284.62
23.46	2285.2
23.47	2285.79
23.48	2286.37
23.49	2286.95
23.5	2287.53
23.51	2288.11
23.52	2288.69
23.53	2289.27
23.54	2289.84
23.55	2290.42
23.56	2290.99
23.57	2291.57
23.58	2292.14
23.59	2292.71
23.6	2293.28
23.61	2293.85
23.62	2294.42
23.63	2294.98
23.64	2295.55
23.65	2296.11
23.66	2296.68
23.67	2297.24
23.68	2297.8
23.69	2298.36
23.7	2298.92
23.71	2299.48
23.72	2300.04
23.73	2300.59
23.74	2301.15
23.75	2301.7
23.76	2302.26
23.77	2302.81
23.78	2303.36
23.79	2303.91
23.8	2304.46
23.81	2305.01
23.82	2305.56
23.83	2306.11
23.84	2306.65
23.85	2307.2
23.86	2307.74
23.87	2308.28
23.88	2308.82
23.89	2309.37
23.9	2309.91
23.91	2310.44
23.92	2310.98
23.93	2311.52
23.94	2312.06
23.95	2312.59
23.96	2313.13
23.97	2313.66
23.98	2314.19
23.99	2314.73
24	2315.26
24.01	2315.79
24.02	2316.32
24.03	2316.84
24.04	2317.37
24.05	2317.9
24.06	2318.42
24.07	2318.95
24.08	2319.47
24.09	2320
24.1	2320.52
24.11	2321.04
24.12	2321.56
24.13	2322.08
24.14	2322.6
24.15	2323.12
24.16	2323.63
24.17	2324.15
24.18	2324.67
24.19	2325.18
24.2	2325.69
24.21	2326.21
24.22	2326.72
24.23	2327.23
24.24	2327.74
24.25	2328.25
24.26	2328.76
24.27	2329.27
24.28	2329.78
24.29	2330.28
24.3	2330.79
24.31	2331.29
24.32	2331.8
24.33	2332.3
24.34	2332.81
24.35	2333.31
24.36	2333.81
24.37	2334.31
24.38	2334.81
24.39	2335.31
24.4	2335.81
24.41	2336.31
24.42	2336.8
24.43	2337.3
24.44	2337.79
24.45	2338.29
24.46	2338.78
24.47	2339.28
24.48	2339.77
24.49	2340.26
24.5	2340.75
24.51	2341.24
24.52	2341.73
24.53	2342.22
24.54	2342.71
24.55	2343.2
24.56	2343.69
24.57	2344.17
24.58	2344.66
24.59	2345.14
24.6	2345.63
24.61	2346.11
24.62	2346.59
24.63	2347.08
24.64	2347.56
24.65	2348.04
24.66	2348.52
24.67	2349
24.68	2349.48
24.69	2349.96
24.7	2350.44
24.71	2350.91
24.72	2351.39
24.73	2351.87
24.74	2352.34
24.75	2352.82
24.76	2353.29
24.77	2353.77
24.78	2354.24
24.79	2354.71
24.8	2355.18
24.81	2355.65
24.82	2356.12
24.83	2356.59
24.84	2357.06
24.85	2357.53
24.86	2358
24.87	2358.47
24.88	2358.94
24.89	2359.4
24.9	2359.87
24.91	2360.33
24.92	2360.8
24.93	2361.26
24.94	2361.73
24.95	2362.19
24.96	2362.65
24.97	2363.12
24.98	2363.58
24.99	2364.04
25	2364.5
25.01	2364.96
25.02	2365.42
25.03	2365.88
25.04	2366.34
25.05	2366.79
25.06	2367.25
25.07	2367.71
25.08	2368.17
25.09	2368.62
25.1	2369.08
25.11	2369.53
25.12	2369.99
25.13	2370.44
25.14	2370.89
25.15	2371.35
25.16	2371.8
25.17	2372.25
25.18	2372.7
25.19	2373.15
25.2	2373.6
25.21	2374.05
25.22	2374.5
25.23	2374.95
25.24	2375.4
25.25	2375.85
25.26	2376.3
25.27	2376.75
25.28	2377.19
25.29	2377.64
25.3	2378.08
25.31	2378.53
25.32	2378.98
25.33	2379.42
25.34	2379.86
25.35	2380.31
25.36	2380.75
25.37	2381.19
25.38	2381.64
25.39	2382.08
25.4	2382.52
25.41	2382.96
25.42	2383.4
25.43	2383.84
25.44	2384.28
25.45	2384.72
25.46	2385.16
25.47	2385.6
25.48	2386.04
25.49	2386.48
25.5	2386.92
25.51	2387.35
25.52	2387.79
25.53	2388.23
25.54	2388.66
25.55	2389.1
25.56	2389.53
25.57	2389.97
25.58	2390.4
25.59	2390.84
25.6	2391.27
25.61	2391.7
25.62	2392.14
25.63	2392.57
25.64	2393
25.65	2393.43
25.66	2393.87
25.67	2394.3
25.68	2394.73
25.69	2395.16
25.7	2395.59
25.71	2396.02
25.72	2396.45
25.73	2396.88
25.74	2397.31
25.75	2397.74
25.76	2398.17
25.77	2398.59
25.78	2399.02
25.79	2399.45
25.8	2399.88
25.81	2400.3
25.82	2400.73
25.83	2401.15
25.84	2401.58
25.85	2402.01
25.86	2402.43
25.87	2402.86
25.88	2403.28
25.89	2403.7
25.9	2404.13
25.91	2404.55
25.92	2404.98
25.93	2405.4
25.94	2405.82
25.95	2406.24
25.96	2406.67
25.97	2407.09
25.98	2407.51
25.99	2407.93
26	2408.35
26.01	2408.77
26.02	2409.19
26.03	2409.61
26.04	2410.03
26.05	2410.45
26.06	2410.87
26.07	2411.29
26.08	2411.71
26.09	2412.13
26.1	2412.55
26.11	2412.97
26.12	2413.39
26.13	2413.8
26.14	2414.22
26.15	2414.64
26.16	2415.06
26.17	2415.47
26.18	2415.89
26.19	2416.31
26.2	2416.72
26.21	2417.14
26.22	2417.55
26.23	2417.97
26.24	2418.38
26.25	2418.8
26.26	2419.21
26.27	2419.63
26.28	2420.04
26.29	2420.46
26.3	2420.87
26.31	2421.28
26.32	2421.7
26.33	2422.11
26.34	2422.52
26.35	2422.93
26.36	2423.35
26.37	2423.76
26.38	2424.17
26.39	2424.58
26.4	2425
26.41	2425.41
26.42	2425.82
26.43	2426.23
26.44	2426.64
26.45	2427.05
26.46	2427.46
26.47	2427.87
26.48	2428.28
26.49	2428.69
26.5	2429.1
26.51	2429.51
26.52	2429.92
26.53	2430.33
26.54	2430.74
26.55	2431.15
26.56	2431.56
26.57	2431.96
26.58	2432.37
26.59	2432.78
26.6	2433.19
26.61	2433.6
26.62	2434
26.63	2434.41
26.64	2434.82
26.65	2435.23
26.66	2435.63
26.67	2436.04
26.68	2436.45
26.69	2436.85
26.7	2437.26
26.71	2437.67
26.72	2438.07
26.73	2438.48
26.74	2438.88
26.75	2439.29
26.76	2439.7
26.77	2440.1
26.78	2440.51
26.79	2440.91
26.8	2441.32
26.81	2441.72
26.82	2442.13
26.83	2442.53
26.84	2442.93
26.85	2443.34
26.86	2443.74
26.87	2444.15
26.88	2444.55
26.89	2444.95
26.9	2445.36
26.91	2445.76
26.92	2446.16
26.93	2446.57
26.94	2446.97
26.95	2447.37
26.96	2447.78
26.97	2448.18
26.98	2448.58
26.99	2448.98
27	2449.39
27.01	2449.79
27.02	2450.19
27.03	2450.59
27.04	2450.99
27.05	2451.4
27.06	2451.8
27.07	2452.2
27.08	2452.6
27.09	2453
27.1	2453.4
27.11	2453.8
27.12	2454.2
27.13	2454.61
27.14	2455.01
27.15	2455.41
27.16	2455.81
27.17	2456.21
27.18	2456.61
27.19	2457.01
27.2	2457.41
27.21	2457.81
27.22	2458.21
27.23	2458.61
27.24	2459.01
27.25	2459.41
27.26	2459.81
27.27	2460.21
27.28	2460.61
27.29	2461.01
27.3	2461.41
27.31	2461.8
27.32	2462.2
27.33	2462.6
27.34	2463
27.35	2463.4
27.36	2463.8
27.37	2464.2
27.38	2464.6
27.39	2464.99
27.4	2465.39
27.41	2465.79
27.42	2466.19
27.43	2466.59
27.44	2466.98
27.45	2467.38
27.46	2467.78
27.47	2468.18
27.48	2468.58
27.49	2468.97
27.5	2469.37
27.51	2469.77
27.52	2470.17
27.53	2470.56
27.54	2470.96
27.55	2471.36
27.56	2471.76
27.57	2472.15
27.58	2472.55
27.59	2472.95
27.6	2473.34
27.61	2473.74
27.62	2474.14
27.63	2474.53
27.64	2474.93
27.65	2475.33
27.66	2475.72
27.67	2476.12
27.68	2476.52
27.69	2476.91
27.7	2477.31
27.71	2477.7
27.72	2478.1
27.73	2478.5
27.74	2478.89
27.75	2479.29
27.76	2479.68
27.77	2480.08
27.78	2480.48
27.79	2480.87
27.8	2481.27
27.81	2481.66
27.82	2482.06
27.83	2482.45
27.84	2482.85
27.85	2483.24
27.86	2483.64
27.87	2484.03
27.88	2484.43
27.89	2484.82
27.9	2485.22
27.91	2485.61
27.92	2486.01
27.93	2486.4
27.94	2486.8
27.95	2487.19
27.96	2487.59
27.97	2487.98
27.98	2488.38
27.99	2488.77
28	2489.17
28.01	2489.56
28.02	2489.96
28.03	2490.35
28.04	2490.74
28.05	2491.14
28.06	2491.53
28.07	2491.93
28.08	2492.32
28.09	2492.71
28.1	2493.11
28.11	2493.5
28.12	2493.9
28.13	2494.29
28.14	2494.68
28.15	2495.08
28.16	2495.47
28.17	2495.87
28.18	2496.26
28.19	2496.65
28.2	2497.05
28.21	2497.44
28.22	2497.83
28.23	2498.23
28.24	2498.62
28.25	2499.01
28.26	2499.41
28.27	2499.8
28.28	2500.19
28.29	2500.58
28.3	2500.98
28.31	2501.37
28.32	2501.76
28.33	2502.16
28.34	2502.55
28.35	2502.94
28.36	2503.34
28.37	2503.73
28.38	2504.12
28.39	2504.51
28.4	2504.91
28.41	2505.3
28.42	2505.69
28.43	2506.08
28.44	2506.48
28.45	2506.87
28.46	2507.26
28.47	2507.65
28.48	2508.04
28.49	2508.44
28.5	2508.83
28.51	2509.22
28.52	2509.61
28.53	2510
28.54	2510.4
28.55	2510.79
28.56	2511.18
28.57	2511.57
28.58	2511.96
28.59	2512.36
28.6	2512.75
28.61	2513.14
28.62	2513.53
28.63	2513.92
28.64	2514.31
28.65	2514.7
28.66	2515.1
28.67	2515.49
28.68	2515.88
28.69	2516.27
28.7	2516.66
28.71	2517.05
28.72	2517.44
28.73	2517.83
28.74	2518.22
28.75	2518.62
28.76	2519.01
28.77	2519.4
28.78	2519.79
28.79	2520.18
28.8	2520.57
28.81	2520.96
28.82	2521.35
28.83	2521.74
28.84	2522.13
28.85	2522.52
28.86	2522.91
28.87	2523.3
28.88	2523.69
28.89	2524.08
28.9	2524.47
28.91	2524.86
28.92	2525.25
28.93	2525.64
28.94	2526.03
28.95	2526.42
28.96	2526.81
28.97	2527.2
28.98	2527.59
28.99	2527.98
29	2528.37
29.01	2528.76
29.02	2529.15
29.03	2529.54
29.04	2529.93
29.05	2530.32
29.06	2530.71
29.07	2531.1
29.08	2531.49
29.09	2531.88
29.1	2532.26
29.11	2532.65
29.12	2533.04
29.13	2533.43
29.14	2533.82
29.15	2534.21
29.16	2534.6
29.17	2534.99
29.18	2535.37
29.19	2535.76
29.2	2536.15
29.21	2536.54
29.22	2536.93
29.23	2537.32
29.24	2537.7
29.25	2538.09
29.26	2538.48
29.27	2538.87
29.28	2539.26
29.29	2539.64
29.3	2540.03
29.31	2540.42
29.32	2540.81
29.33	2541.19
29.34	2541.58
29.35	2541.97
29.36	2542.36
29.37	2542.74
29.38	2543.13
29.39	2543.52
29.4	2543.91
29.41	2544.29
29.42	2544.68
29.43	2545.07
29.44	2545.45
29.45	2545.84
29.46	2546.23
29.47	2546.61
29.48	2547
29.49	2547.39
29.5	2547.77
29.51	2548.16
29.52	2548.54
29.53	2548.93
29.54	2549.32
29.55	2549.7
29.56	2550.09
29.57	2550.47
29.58	2550.86
29.59	2551.25
29.6	2551.63
29.61	2552.02
29.62	2552.4
29.63	2552.79
29.64	2553.17
29.65	2553.56
29.66	2553.94
29.67	2554.33
29.68	2554.71
29.69	2555.1
29.7	2555.48
29.71	2555.87
29.72	2556.25
29.73	2556.64
29.74	2557.02
29.75	2557.4
29.76	2557.79
29.77	2558.17
29.78	2558.56
29.79	2558.94
29.8	2559.32
29.81	2559.71
29.82	2560.09
29.83	2560.47
29.84	2560.86
29.85	2561.24
29.86	2561.62
29.87	2562.01
29.88	2562.39
29.89	2562.77
29.9	2563.16
29.91	2563.54
29.92	2563.92
29.93	2564.3
29.94	2564.69
29.95	2565.07
29.96	2565.45
29.97	2565.83
29.98	2566.22
29.99	2566.6
30	2566.98
30.01	2567.36
30.02	2567.74
30.03	2568.12
30.04	2568.51
30.05	2568.89
30.06	2569.27
30.07	2569.65
30.08	2570.03
30.09	2570.41
30.1	2570.79
30.11	2571.17
30.12	2571.55
30.13	2571.93
30.14	2572.31
30.15	2572.69
30.16	2573.07
30.17	2573.45
30.18	2573.83
30.19	2574.21
30.2	2574.59
30.21	2574.97
30.22	2575.35
30.23	2575.73
30.24	2576.11
30.25	2576.49
30.26	2576.87
30.27	2577.25
30.28	2577.63
30.29	2578
30.3	2578.38
30.31	2578.76
30.32	2579.14
30.33	2579.52
30.34	2579.89
30.35	2580.27
30.36	2580.65
30.37	2581.03
30.38	2581.41
30.39	2581.78
30.4	2582.16
30.41	2582.54
30.42	2582.91
30.43	2583.29
30.44	2583.67
30.45	2584.04
30.46	2584.42
30.47	2584.8
30.48	2585.17
30.49	2585.55
30.5	2585.92
30.51	2586.3
30.52	2586.67
30.53	2587.05
30.54	2587.43
30.55	2587.8
30.56	2588.18
30.57	2588.55
30.58	2588.92
30.59	2589.3
30.6	2589.67
30.61	2590.05
30.62	2590.42
30.63	2590.8
30.64	2591.17
30.65	2591.54
30.66	2591.92
30.67	2592.29
30.68	2592.66
30.69	2593.04
30.7	2593.41
30.71	2593.78
30.72	2594.15
30.73	2594.53
30.74	2594.9
30.75	2595.27
30.76	2595.64
30.77	2596.02
30.78	2596.39
30.79	2596.76
30.8	2597.13
30.81	2597.5
30.82	2597.87
30.83	2598.24
30.84	2598.61
30.85	2598.98
30.86	2599.36
30.87	2599.73
30.88	2600.1
30.89	2600.47
30.9	2600.84
30.91	2601.2
30.92	2601.57
30.93	2601.94
30.94	2602.31
30.95	2602.68
30.96	2603.05
30.97	2603.42
30.98	2603.79
30.99	2604.16
31	2604.52
31.01	2604.89
31.02	2605.26
31.03	2605.63
31.04	2605.99
31.05	2606.36
31.06	2606.73
31.07	2607.1
31.08	2607.46
31.09	2607.83
31.1	2608.19
31.11	2608.56
31.12	2608.93
31.13	2609.29
31.14	2609.66
31.15	2610.02
31.16	2610.39
31.17	2610.75
31.18	2611.12
31.19	2611.48
31.2	2611.85
31.21	2612.21
31.22	2612.58
31.23	2612.94
31.24	2613.3
31.25	2613.67
31.26	2614.03
31.27	2614.39
31.28	2614.76
31.29	2615.12
31.3	2615.48
