theta	dsigma
0	15723.4
0.0174533	15311.5
0.0349066	14147.9
0.0523599	12430.2
0.0698132	10431.4
0.0872665	8434.84
0.10472	6671.3
0.122173	5277.89
0.139626	4286.41
0.15708	3640.77
0.174533	3233.83
0.191986	2949.42
0.20944	2696.17
0.226893	2424.89
0.244346	2128.17
0.261799	1826.79
0.279253	1551.09
0.296706	1324.74
0.314159	1156
0.331613	1037.34
0.349066	951.194
0.366519	878.009
0.383972	802.983
0.401426	719.445
0.418879	628.655
0.436332	537.152
0.453786	453.333
0.471239	384.606
0.488692	335.784
0.506145	308.653
0.523599	302.302
0.541052	313.725
0.558505	338.431
0.575959	371.014
0.593412	405.777
0.610865	437.434
0.628319	461.84
0.645772	476.563
0.663225	481.125
0.680678	476.798
0.698132	466.03
0.715585	451.661
0.733038	436.177
0.750492	421.203
0.767945	407.331
0.785398	394.263
0.802851	381.158
0.820305	367.045
0.837758	351.165
0.855211	333.188
0.872665	313.272
0.890118	292
0.907571	270.248
0.925025	249.009
0.942478	229.226
0.959931	211.646
0.977384	196.721
0.994838	184.558
1.01229	174.929
1.02974	167.336
1.0472	161.122
1.06465	155.601
1.0821	150.183
1.09956	144.473
1.11701	138.307
1.13446	131.752
1.15192	125.048
1.16937	118.523
1.18682	112.511
1.20428	107.27
1.22173	102.942
1.23918	99.5295
1.25664	96.9106
1.27409	94.8739
1.29154	93.1612
1.309	91.5128
1.32645	89.7055
1.3439	87.5783
1.36136	85.045
1.37881	82.0937
1.39626	78.7754
1.41372	75.1861
1.43117	71.4449
1.44862	67.6732
1.46608	63.9766
1.48353	60.4328
1.50098	57.086
1.51844	53.9479
1.53589	51.0044
1.55334	48.2256
1.5708	45.577
1.58825	43.0304
1.6057	40.5713
1.62316	38.2028
1.64061	35.946
1.65806	33.8357
1.67552	31.9147
1.69297	30.2259
1.71042	28.8055
1.72788	27.6764
1.74533	26.8447
1.76278	26.2978
1.78024	26.0053
1.79769	25.9218
1.81514	25.9908
1.8326	26.1495
1.85005	26.3342
1.8675	26.4843
1.88496	26.5462
1.90241	26.4764
1.91986	26.2426
1.93732	25.825
1.95477	25.2154
1.97222	24.4173
1.98968	23.4439
2.00713	22.3165
2.02458	21.0633
2.04204	19.7175
2.05949	18.3152
2.07694	16.8947
2.0944	15.4946
2.11185	14.1526
2.1293	12.9049
2.14675	11.7845
2.16421	10.8205
2.18166	10.0373
2.19911	9.45376
2.21657	9.0824
2.23402	8.92879
2.25147	8.99115
2.26893	9.26012
2.28638	9.71879
2.30383	10.3429
2.32129	11.1017
2.33874	11.9583
2.35619	12.8714
2.37365	13.7963
2.3911	14.6866
2.40855	15.4961
2.42601	16.1805
2.44346	16.6993
2.46091	17.0178
2.47837	17.1085
2.49582	16.9526
2.51327	16.5416
2.53073	15.8774
2.54818	14.9737
2.56563	13.8552
2.58309	12.5577
2.60054	11.1274
2.61799	9.61946
2.63545	8.09645
2.6529	6.62668
2.67035	5.28193
2.68781	4.13511
2.70526	3.25789
2.72271	2.71819
2.74017	2.57777
2.75762	2.88995
2.77507	3.69755
2.79253	5.03108
2.80998	6.9073
2.82743	9.32817
2.84489	12.2802
2.86234	15.7343
2.87979	19.6461
2.89725	23.9565
2.9147	28.5935
2.93215	33.4731
2.94961	38.5018
2.96706	43.5787
2.98451	48.5985
3.00197	53.4538
3.01942	58.0386
3.03687	62.2505
3.05433	65.9941
3.07178	69.1838
3.08923	71.7455
3.10669	73.6196
3.12414	74.762
3.14159	75.1458
