theta	dsigma
0	258.381
0.0174533	258.291
0.0349066	258.023
0.0523599	257.578
0.0698132	256.957
0.0872665	256.162
0.10472	255.196
0.122173	254.062
0.139626	252.765
0.15708	251.307
0.174533	249.695
0.191986	247.933
0.20944	246.027
0.226893	243.983
0.244346	241.808
0.261799	239.508
0.279253	237.089
0.296706	234.559
0.314159	231.924
0.331613	229.193
0.349066	226.372
0.366519	223.469
0.383972	220.491
0.401426	217.444
0.418879	214.336
0.436332	211.174
0.453786	207.965
0.471239	204.714
0.488692	201.428
0.506145	198.114
0.523599	194.775
0.541052	191.419
0.558505	188.05
0.575959	184.672
0.593412	181.291
0.610865	177.909
0.628319	174.531
0.645772	171.159
0.663225	167.797
0.680678	164.447
0.698132	161.112
0.715585	157.793
0.733038	154.493
0.750492	151.211
0.767945	147.95
0.785398	144.709
0.802851	141.491
0.820305	138.293
0.837758	135.118
0.855211	131.964
0.872665	128.831
0.890118	125.718
0.907571	122.626
0.925025	119.553
0.942478	116.498
0.959931	113.46
0.977384	110.439
0.994838	107.434
1.01229	104.443
1.02974	101.465
1.0472	98.5007
1.06465	95.5479
1.0821	92.6062
1.09956	89.675
1.11701	86.754
1.13446	83.8426
1.15192	80.9409
1.16937	78.0487
1.18682	75.1665
1.20428	72.2946
1.22173	69.4337
1.23918	66.5849
1.25664	63.7493
1.27409	60.9284
1.29154	58.124
1.309	55.3381
1.32645	52.5732
1.3439	49.8318
1.36136	47.117
1.37881	44.4319
1.39626	41.7801
1.41372	39.1655
1.43117	36.5921
1.44862	34.0645
1.46608	31.5873
1.48353	29.1655
1.50098	26.8042
1.51844	24.509
1.53589	22.2854
1.55334	20.1394
1.5708	18.0769
1.58825	16.1042
1.6057	14.2277
1.62316	12.4538
1.64061	10.7891
1.65806	9.2402
1.67552	7.8138
1.69297	6.51657
1.71042	5.3552
1.72788	4.33632
1.74533	3.46648
1.76278	2.75216
1.78024	2.19967
1.79769	1.81521
1.81514	1.60474
1.8326	1.57403
1.85005	1.7286
1.8675	2.0737
1.88496	2.61426
1.90241	3.35489
1.91986	4.29984
1.93732	5.45298
1.95477	6.81777
1.97222	8.39724
1.98968	10.194
2.00713	12.21
2.02458	14.4471
2.04204	16.9062
2.05949	19.588
2.07694	22.4924
2.0944	25.619
2.11185	28.9667
2.1293	32.5337
2.14675	36.3179
2.16421	40.3164
2.18166	44.5258
2.19911	48.942
2.21657	53.5605
2.23402	58.376
2.25147	63.3827
2.26893	68.5743
2.28638	73.9437
2.30383	79.4836
2.32129	85.1858
2.33874	91.0416
2.35619	97.0421
2.37365	103.177
2.3911	109.438
2.40855	115.812
2.42601	122.29
2.44346	128.859
2.46091	135.509
2.47837	142.226
2.49582	148.999
2.51327	155.814
2.53073	162.658
2.54818	169.518
2.56563	176.381
2.58309	183.233
2.60054	190.06
2.61799	196.847
2.63545	203.582
2.6529	210.25
2.67035	216.836
2.68781	223.328
2.70526	229.711
2.72271	235.972
2.74017	242.096
2.75762	248.072
2.77507	253.884
2.79253	259.522
2.80998	264.971
2.82743	270.221
2.84489	275.259
2.86234	280.074
2.87979	284.656
2.89725	288.992
2.9147	293.075
2.93215	296.895
2.94961	300.442
2.96706	303.709
2.98451	306.688
3.00197	309.372
3.01942	311.755
3.03687	313.832
3.05433	315.597
3.07178	317.048
3.08923	318.179
3.10669	318.989
3.12414	319.476
3.14159	319.638
