r	V(r)
0	-52.8453
0.1	-52.8092
0.2	-52.768
0.3	-52.721
0.4	-52.6673
0.5	-52.6062
0.6	-52.5365
0.7	-52.4571
0.8	-52.3667
0.9	-52.2637
1	-52.1466
1.1	-52.0134
1.2	-51.862
1.3	-51.6902
1.4	-51.4952
1.5	-51.2741
1.6	-51.0239
1.7	-50.7409
1.8	-50.4214
1.9	-50.0612
2	-49.6559
2.1	-49.2008
2.2	-48.6908
2.3	-48.1209
2.4	-47.4858
2.5	-46.7803
2.6	-45.9995
2.7	-45.1385
2.8	-44.1935
2.9	-43.1609
3	-42.0386
3.1	-40.8256
3.2	-39.5225
3.3	-38.1318
3.4	-36.658
3.5	-35.1075
3.6	-33.489
3.7	-31.8132
3.8	-30.0925
3.9	-28.3411
4	-26.5738
4.1	-24.8063
4.2	-23.0542
4.3	-21.3325
4.4	-19.6554
4.5	-18.0352
4.6	-16.4827
4.7	-15.0067
4.8	-13.6137
4.9	-12.3083
5	-11.0928
5.1	-9.96808
5.2	-8.93313
5.3	-7.98573
5.4	-7.12261
5.5	-6.33967
5.6	-5.63225
5.7	-4.99533
5.8	-4.42373
5.9	-3.91221
6	-3.45565
6.1	-3.04906
6.2	-2.68772
6.3	-2.36718
6.4	-2.08328
6.5	-1.83221
6.6	-1.61043
6.7	-1.41477
6.8	-1.2423
6.9	-1.09041
7	-0.95675
7.1	-0.839209
7.2	-0.735905
7.3	-0.645161
7.4	-0.565485
7.5	-0.495556
7.6	-0.434203
7.7	-0.380392
7.8	-0.333206
7.9	-0.291842
8	-0.255588
8.1	-0.223818
8.2	-0.195983
8.3	-0.171598
8.4	-0.150238
8.5	-0.131531
8.6	-0.115148
8.7	-0.100802
8.8	-0.08824
8.9	-0.0772413
9	-0.0676118
9.1	-0.0591815
9.2	-0.0518013
9.3	-0.0453406
9.4	-0.0396851
9.5	-0.0347346
9.6	-0.0304013
9.7	-0.0266083
9.8	-0.0232883
9.9	-0.0203824
10	-0.017839
10.1	-0.0156129
10.2	-0.0136645
10.3	-0.0119592
10.4	-0.0104666
10.5	-0.00916035
10.6	-0.00801707
10.7	-0.00701646
10.8	-0.00614072
10.9	-0.00537427
11	-0.00470348
11.1	-0.0041164
11.2	-0.0036026
11.3	-0.00315293
11.4	-0.00275938
11.5	-0.00241495
11.6	-0.00211351
11.7	-0.0018497
11.8	-0.00161881
11.9	-0.00141675
12	-0.0012399
12.1	-0.00108513
12.2	-0.000949683
12.3	-0.000831139
12.4	-0.000727392
12.5	-0.000636595
12.6	-0.000557132
12.7	-0.000487588
12.8	-0.000426724
12.9	-0.000373458
13	-0.000326841
13.1	-0.000286042
13.2	-0.000250337
13.3	-0.000219088
13.4	-0.00019174
13.5	-0.000167806
13.6	-0.000146859
13.7	-0.000128528
13.8	-0.000112484
13.9	-9.8443e-05
14	-8.61547e-05
14.1	-7.54003e-05
14.2	-6.59883e-05
14.3	-5.77512e-05
14.4	-5.05423e-05
14.5	-4.42333e-05
14.6	-3.87118e-05
14.7	-3.38796e-05
14.8	-2.96505e-05
14.9	-2.59493e-05
15	-2.27102e-05
15.1	-1.98753e-05
15.2	-1.73944e-05
15.3	-1.52231e-05
15.4	-1.33228e-05
15.5	-1.16598e-05
15.6	-1.02043e-05
15.7	-8.93056e-06
15.8	-7.81579e-06
15.9	-6.84017e-06
16	-5.98633e-06
16.1	-5.23908e-06
16.2	-4.5851e-06
16.3	-4.01276e-06
16.4	-3.51186e-06
16.5	-3.07349e-06
16.6	-2.68983e-06
16.7	-2.35407e-06
16.8	-2.06022e-06
16.9	-1.80305e-06
17	-1.57798e-06
17.1	-1.38101e-06
17.2	-1.20862e-06
17.3	-1.05775e-06
17.4	-9.25716e-07
17.5	-8.10162e-07
17.6	-7.09032e-07
17.7	-6.20526e-07
17.8	-5.43068e-07
17.9	-4.75279e-07
18	-4.15951e-07
18.1	-3.64029e-07
18.2	-3.18589e-07
18.3	-2.7882e-07
18.4	-2.44016e-07
18.5	-2.13556e-07
18.6	-1.86899e-07
18.7	-1.63569e-07
18.8	-1.43151e-07
18.9	-1.25282e-07
19	-1.09644e-07
19.1	-9.59571e-08
19.2	-8.39791e-08
19.3	-7.34962e-08
19.4	-6.4322e-08
19.5	-5.62929e-08
19.6	-4.9266e-08
19.7	-4.31163e-08
19.8	-3.77342e-08
19.9	-3.3024e-08
