theta	dsigma
0	16261.7
0.0174533	15838.2
0.0349066	14641.1
0.0523599	12871.1
0.0698132	10805.8
0.0872665	8732.7
0.10472	6885.6
0.122173	5403.47
0.139626	4319.19
0.15708	3578.07
0.174533	3075.54
0.191986	2699.5
0.20944	2363.8
0.226893	2024.58
0.244346	1678.63
0.261799	1348.77
0.279253	1064.77
0.296706	847.49
0.314159	701.053
0.331613	613.613
0.349066	564.12
0.366519	530.911
0.383972	498.469
0.401426	460.357
0.418879	418.329
0.436332	379.028
0.453786	350.115
0.471239	337.292
0.488692	342.857
0.506145	365.667
0.523599	401.961
0.541052	446.444
0.558505	493.28
0.575959	536.876
0.593412	572.507
0.610865	596.832
0.628319	608.265
0.645772	607.101
0.663225	595.304
0.680678	575.946
0.698132	552.432
0.715585	527.717
0.733038	503.736
0.750492	481.188
0.767945	459.712
0.785398	438.316
0.802851	415.921
0.820305	391.823
0.837758	365.965
0.855211	338.975
0.872665	312.008
0.890118	286.471
0.907571	263.722
0.925025	244.809
0.942478	230.306
0.959931	220.245
0.977384	214.144
0.994838	211.118
1.01229	210.039
1.02974	209.718
1.0472	209.083
1.06465	207.321
1.0821	203.959
1.09956	198.883
1.11701	192.287
1.13446	184.578
1.15192	176.255
1.16937	167.795
1.18682	159.558
1.20428	151.752
1.22173	144.422
1.23918	137.49
1.25664	130.811
1.27409	124.233
1.29154	117.651
1.309	111.037
1.32645	104.45
1.3439	98.0234
1.36136	91.9355
1.37881	86.3772
1.39626	81.5145
1.41372	77.4605
1.43117	74.2564
1.44862	71.8661
1.46608	70.1814
1.48353	69.0377
1.50098	68.2364
1.51844	67.5687
1.53589	66.84
1.55334	65.8892
1.5708	64.602
1.58825	62.9173
1.6057	60.8261
1.62316	58.365
1.64061	55.6053
1.65806	52.6402
1.67552	49.5722
1.69297	46.5021
1.71042	43.5204
1.72788	40.7031
1.74533	38.1088
1.76278	35.7796
1.78024	33.7428
1.79769	32.0137
1.81514	30.5981
1.8326	29.4939
1.85005	28.6924
1.8675	28.1783
1.88496	27.929
1.90241	27.9142
1.91986	28.0951
1.93732	28.4241
1.95477	28.8459
1.97222	29.2986
1.98968	29.7164
2.00713	30.033
2.02458	30.1849
2.04204	30.1159
2.05949	29.7805
2.07694	29.1476
2.0944	28.203
2.11185	26.9513
2.1293	25.4163
2.14675	23.6404
2.16421	21.6828
2.18166	19.6169
2.19911	17.5262
2.21657	15.4999
2.23402	13.6283
2.25147	11.9977
2.26893	10.6855
2.28638	9.75566
2.30383	9.2552
2.32129	9.21107
2.33874	9.62826
2.35619	10.4889
2.37365	11.7527
2.3911	13.3581
2.40855	15.225
2.42601	17.2579
2.44346	19.3506
2.46091	21.3907
2.47837	23.2651
2.49582	24.8655
2.51327	26.094
2.53073	26.8681
2.54818	27.1255
2.56563	26.828
2.58309	25.9647
2.60054	24.5537
2.61799	22.6429
2.63545	20.3094
2.6529	17.6579
2.67035	14.817
2.68781	11.9354
2.70526	9.17628
2.72271	6.71136
2.74017	4.71389
2.75762	3.3517
2.77507	2.78005
2.79253	3.13466
2.80998	4.52541
2.82743	7.03078
2.84489	10.6933
2.86234	15.5165
2.87979	21.4628
2.89725	28.4533
2.9147	36.3693
2.93215	45.0548
2.94961	54.3208
2.96706	63.9511
2.98451	73.7088
3.00197	83.3441
3.01942	92.6023
3.03687	101.233
3.05433	108.997
3.07178	115.677
3.08923	121.083
3.10669	125.06
3.12414	127.493
3.14159	128.313
