r	V(r)
0	-54.1272
0.1	-54.1075
0.2	-54.0851
0.3	-54.0594
0.4	-54.0301
0.5	-53.9966
0.6	-53.9585
0.7	-53.9149
0.8	-53.8653
0.9	-53.8086
1	-53.7441
1.1	-53.6705
1.2	-53.5867
1.3	-53.4912
1.4	-53.3825
1.5	-53.2589
1.6	-53.1183
1.7	-52.9586
1.8	-52.7773
1.9	-52.5716
2	-52.3385
2.1	-52.0748
2.2	-51.7766
2.3	-51.4401
2.4	-51.0608
2.5	-50.6343
2.6	-50.1556
2.7	-49.6196
2.8	-49.0209
2.9	-48.3543
3	-47.6145
3.1	-46.7965
3.2	-45.8954
3.3	-44.9075
3.4	-43.8294
3.5	-42.6592
3.6	-41.3964
3.7	-40.0419
3.8	-38.5989
3.9	-37.0723
4	-35.4694
4.1	-33.7996
4.2	-32.0742
4.3	-30.3065
4.4	-28.5111
4.5	-26.7035
4.6	-24.8996
4.7	-23.1155
4.8	-21.3661
4.9	-19.6656
5	-18.0262
5.1	-16.4585
5.2	-14.9709
5.3	-13.5694
5.4	-12.2582
5.5	-11.0393
5.6	-9.91304
5.7	-8.87808
5.8	-7.93184
5.9	-7.07075
6	-6.29044
6.1	-5.58605
6.2	-4.9524
6.3	-4.38415
6.4	-3.87598
6.5	-3.42267
6.6	-3.0192
6.7	-2.66081
6.8	-2.34301
6.9	-2.06165
7	-1.8129
7.1	-1.59324
7.2	-1.39949
7.3	-1.22875
7.4	-1.07842
7.5	-0.946153
7.6	-0.829854
7.7	-0.727655
7.8	-0.637892
7.9	-0.559086
8	-0.489927
8.1	-0.429255
8.2	-0.376044
8.3	-0.329389
8.4	-0.288491
8.5	-0.252647
8.6	-0.221238
8.7	-0.193721
8.8	-0.169615
8.9	-0.1485
9	-0.130008
9.1	-0.113813
9.2	-0.0996325
9.3	-0.0872157
9.4	-0.0763442
9.5	-0.0668261
9.6	-0.0584934
9.7	-0.0511988
9.8	-0.0448131
9.9	-0.0392233
10	-0.0343303
10.1	-0.0300473
10.2	-0.0262984
10.3	-0.0230171
10.4	-0.020145
10.5	-0.0176312
10.6	-0.015431
10.7	-0.0135052
10.8	-0.0118198
10.9	-0.0103446
11	-0.00905357
11.1	-0.00792361
11.2	-0.00693466
11.3	-0.00606913
11.4	-0.00531161
11.5	-0.00464864
11.6	-0.00406841
11.7	-0.00356059
11.8	-0.00311616
11.9	-0.0027272
12	-0.00238679
12.1	-0.00208887
12.2	-0.00182813
12.3	-0.00159994
12.4	-0.00140023
12.5	-0.00122544
12.6	-0.00107248
12.7	-0.000938608
12.8	-0.000821446
12.9	-0.000718909
13	-0.000629171
13.1	-0.000550635
13.2	-0.000481901
13.3	-0.000421748
13.4	-0.000369103
13.5	-0.000323029
13.6	-0.000282707
13.7	-0.000247418
13.8	-0.000216533
13.9	-0.000189504
14	-0.000165849
14.1	-0.000145147
14.2	-0.000127029
14.3	-0.000111172
14.4	-9.72949e-05
14.5	-8.51499e-05
14.6	-7.4521e-05
14.7	-6.52188e-05
14.8	-5.70777e-05
14.9	-4.99529e-05
15	-4.37175e-05
15.1	-3.82604e-05
15.2	-3.34845e-05
15.3	-2.93047e-05
15.4	-2.56467e-05
15.5	-2.24453e-05
15.6	-1.96435e-05
15.7	-1.71915e-05
15.8	-1.50455e-05
15.9	-1.31675e-05
16	-1.15238e-05
16.1	-1.00853e-05
16.2	-8.82641e-06
16.3	-7.72464e-06
16.4	-6.7604e-06
16.5	-5.91652e-06
16.6	-5.17798e-06
16.7	-4.53163e-06
16.8	-3.96596e-06
16.9	-3.4709e-06
17	-3.03764e-06
17.1	-2.65846e-06
17.2	-2.32662e-06
17.3	-2.03619e-06
17.4	-1.78202e-06
17.5	-1.55958e-06
17.6	-1.3649e-06
17.7	-1.19452e-06
17.8	-1.04542e-06
17.9	-9.1492e-07
18	-8.00714e-07
18.1	-7.00763e-07
18.2	-6.13289e-07
18.3	-5.36735e-07
18.4	-4.69736e-07
18.5	-4.111e-07
18.6	-3.59784e-07
18.7	-3.14873e-07
18.8	-2.75569e-07
18.9	-2.4117e-07
19	-2.11066e-07
19.1	-1.84719e-07
19.2	-1.61661e-07
19.3	-1.41482e-07
19.4	-1.23821e-07
19.5	-1.08365e-07
19.6	-9.4838e-08
19.7	-8.29997e-08
19.8	-7.26391e-08
19.9	-6.35718e-08
