theta	dsigma
0	34648.1
0.0174533	33041.9
0.0349066	28732.8
0.0523599	23026.2
0.0698132	17467
0.0872665	13232.7
0.10472	10760.6
0.122173	9751.3
0.139626	9484.29
0.15708	9239.06
0.174533	8601.05
0.191986	7538.25
0.20944	6275.93
0.226893	5091.73
0.244346	4158.29
0.261799	3496.42
0.279253	3022.84
0.296706	2631.83
0.314159	2254.65
0.331613	1875.09
0.349066	1512.39
0.366519	1196.17
0.383972	949.773
0.401426	784.794
0.418879	700.869
0.436332	685.869
0.453786	716.635
0.471239	762.98
0.488692	795.709
0.506145	795.572
0.523599	758.386
0.541052	693.637
0.558505	617.799
0.575959	546.368
0.593412	488.516
0.610865	445.933
0.628319	414.908
0.645772	389.554
0.663225	364.479
0.680678	336.302
0.698132	304.155
0.715585	269.492
0.733038	235.327
0.750492	205.045
0.767945	181.084
0.785398	164.006
0.802851	152.392
0.820305	143.583
0.837758	134.875
0.855211	124.564
0.872665	112.397
0.890118	99.3367
0.907571	86.9113
0.925025	76.5095
0.942478	68.9162
0.959931	64.169
0.977384	61.676
0.994838	60.4711
1.01229	59.5068
1.02974	57.9187
1.0472	55.2172
1.06465	51.3661
1.0821	46.7274
1.09956	41.8885
1.11701	37.4336
1.13446	33.746
1.15192	30.9109
1.16937	28.7447
1.18682	26.9167
1.20428	25.1013
1.22173	23.0961
1.23918	20.8683
1.25664	18.5326
1.27409	16.2836
1.29154	14.319
1.309	12.7798
1.32645	11.7189
1.3439	11.0986
1.36136	10.8095
1.37881	10.7016
1.39626	10.6207
1.41372	10.4417
1.43117	10.092
1.44862	9.56112
1.46608	8.89309
1.48353	8.16585
1.50098	7.4639
1.51844	6.85292
1.53589	6.364
1.55334	5.99068
1.5708	5.69784
1.58825	5.43752
1.6057	5.16556
1.62316	4.85385
1.64061	4.49541
1.65806	4.10264
1.67552	3.70063
1.69297	3.31872
1.71042	2.98283
1.72788	2.71015
1.74533	2.50684
1.76278	2.36842
1.78024	2.28199
1.79769	2.22967
1.81514	2.19227
1.8326	2.1527
1.85005	2.09848
1.8675	2.02322
1.88496	1.92671
1.90241	1.81398
1.91986	1.69346
1.93732	1.5748
1.95477	1.46673
1.97222	1.37552
1.98968	1.30413
2.00713	1.25212
2.02458	1.21625
2.04204	1.19152
2.05949	1.17226
2.07694	1.15321
2.0944	1.13027
2.11185	1.10088
2.1293	1.06407
2.14675	1.0203
2.16421	0.970981
2.18166	0.918081
2.19911	0.863669
2.21657	0.80959
2.23402	0.757266
2.25147	0.707621
2.26893	0.66113
2.28638	0.617929
2.30383	0.577971
2.32129	0.541171
2.33874	0.507523
2.35619	0.477169
2.37365	0.450407
2.3911	0.42766
2.40855	0.409402
2.42601	0.396062
2.44346	0.387924
2.46091	0.385033
2.47837	0.38713
2.49582	0.393606
2.51327	0.403506
2.53073	0.415561
2.54818	0.428256
2.56563	0.439933
2.58309	0.448907
2.60054	0.4536
2.61799	0.452667
2.63545	0.445118
2.6529	0.430413
2.67035	0.408528
2.68781	0.379992
2.70526	0.345886
2.72271	0.307805
2.74017	0.267789
2.75762	0.228231
2.77507	0.191753
2.79253	0.161072
2.80998	0.138851
2.82743	0.127554
2.84489	0.129296
2.86234	0.145709
2.87979	0.177827
2.89725	0.225995
2.9147	0.289814
2.93215	0.368123
2.94961	0.459019
2.96706	0.559924
2.98451	0.667686
3.00197	0.778716
3.01942	0.889144
3.03687	0.995
3.05433	1.09239
3.07178	1.17768
3.08923	1.24764
3.10669	1.29961
3.12414	1.33162
3.14159	1.34242
