E	sigma
15.62	3017.69
15.63	3014.9
15.64	3012.1
15.65	3009.3
15.66	3006.49
15.67	3003.68
15.68	3000.86
15.69	2998.03
15.7	2995.2
15.71	2992.36
15.72	2989.52
15.73	2986.67
15.74	2983.82
15.75	2980.96
15.76	2978.09
15.77	2975.23
15.78	2972.36
15.79	2969.48
15.8	2966.6
15.81	2963.72
15.82	2960.83
15.83	2957.94
15.84	2955.04
15.85	2952.14
15.86	2949.24
15.87	2946.34
15.88	2943.43
15.89	2940.52
15.9	2937.61
15.91	2934.69
15.92	2931.77
15.93	2928.85
15.94	2925.93
15.95	2923.01
15.96	2920.08
15.97	2917.16
15.98	2914.23
15.99	2911.3
16	2908.36
16.01	2905.43
16.02	2902.5
16.03	2899.56
16.04	2896.63
16.05	2893.69
16.06	2890.75
16.07	2887.81
16.08	2884.87
16.09	2881.94
16.1	2879
16.11	2876.06
16.12	2873.12
16.13	2870.18
16.14	2867.24
16.15	2864.3
16.16	2861.37
16.17	2858.43
16.18	2855.49
16.19	2852.56
16.2	2849.62
16.21	2846.69
16.22	2843.75
16.23	2840.82
16.24	2837.89
16.25	2834.96
16.26	2832.03
16.27	2829.11
16.28	2826.18
16.29	2823.26
16.3	2820.34
16.31	2817.42
16.32	2814.5
16.33	2811.59
16.34	2808.67
16.35	2805.76
16.36	2802.85
16.37	2799.95
16.38	2797.04
16.39	2794.14
16.4	2791.24
16.41	2788.34
16.42	2785.45
16.43	2782.56
16.44	2779.67
16.45	2776.79
16.46	2773.9
16.47	2771.02
16.48	2768.15
16.49	2765.28
16.5	2762.41
16.51	2759.54
16.52	2756.68
16.53	2753.82
16.54	2750.96
16.55	2748.11
16.56	2745.26
16.57	2742.42
16.58	2739.58
16.59	2736.74
16.6	2733.91
16.61	2731.08
16.62	2728.25
16.63	2725.43
16.64	2722.61
16.65	2719.8
16.66	2716.99
16.67	2714.19
16.68	2711.39
16.69	2708.59
16.7	2705.8
16.71	2703.01
16.72	2700.23
16.73	2697.45
16.74	2694.68
16.75	2691.91
16.76	2689.15
16.77	2686.39
16.78	2683.64
16.79	2680.89
16.8	2678.14
16.81	2675.4
16.82	2672.67
16.83	2669.94
16.84	2667.22
16.85	2664.5
16.86	2661.78
16.87	2659.07
16.88	2656.37
16.89	2653.67
16.9	2650.98
16.91	2648.29
16.92	2645.61
16.93	2642.93
16.94	2640.26
16.95	2637.59
16.96	2634.93
16.97	2632.28
16.98	2629.63
16.99	2626.99
17	2624.35
17.01	2621.72
17.02	2619.09
17.03	2616.47
17.04	2613.85
17.05	2611.24
17.06	2608.64
17.07	2606.04
17.08	2603.45
17.09	2600.87
17.1	2598.29
17.11	2595.71
17.12	2593.14
17.13	2590.58
17.14	2588.03
17.15	2585.48
17.16	2582.93
17.17	2580.39
17.18	2577.86
17.19	2575.34
17.2	2572.82
17.21	2570.3
17.22	2567.8
17.23	2565.3
17.24	2562.8
17.25	2560.31
17.26	2557.83
17.27	2555.36
17.28	2552.89
17.29	2550.42
17.3	2547.97
17.31	2545.52
17.32	2543.07
17.33	2540.64
17.34	2538.21
17.35	2535.78
17.36	2533.36
17.37	2530.95
17.38	2528.55
17.39	2526.15
17.4	2523.76
17.41	2521.37
17.42	2518.99
17.43	2516.62
17.44	2514.25
17.45	2511.89
17.46	2509.54
17.47	2507.2
17.48	2504.86
17.49	2502.52
17.5	2500.2
17.51	2497.88
17.52	2495.57
17.53	2493.26
17.54	2490.96
17.55	2488.67
17.56	2486.38
17.57	2484.1
17.58	2481.83
17.59	2479.57
17.6	2477.31
17.61	2475.06
17.62	2472.81
17.63	2470.57
17.64	2468.34
17.65	2466.11
17.66	2463.9
17.67	2461.69
17.68	2459.48
17.69	2457.28
17.7	2455.09
17.71	2452.91
17.72	2450.73
17.73	2448.56
17.74	2446.4
17.75	2444.24
17.76	2442.09
17.77	2439.95
17.78	2437.81
17.79	2435.68
17.8	2433.56
17.81	2431.45
17.82	2429.34
17.83	2427.24
17.84	2425.14
17.85	2423.05
17.86	2420.97
17.87	2418.9
17.88	2416.83
17.89	2414.77
17.9	2412.72
17.91	2410.67
17.92	2408.63
17.93	2406.6
17.94	2404.58
17.95	2402.56
17.96	2400.55
17.97	2398.54
17.98	2396.54
17.99	2394.55
18	2392.57
18.01	2390.59
18.02	2388.62
18.03	2386.66
18.04	2384.7
18.05	2382.75
18.06	2380.81
18.07	2378.88
18.08	2376.95
18.09	2375.03
18.1	2373.11
18.11	2371.2
18.12	2369.3
18.13	2367.41
18.14	2365.52
18.15	2363.64
18.16	2361.77
18.17	2359.91
18.18	2358.05
18.19	2356.19
18.2	2354.35
18.21	2352.51
18.22	2350.68
18.23	2348.86
18.24	2347.04
18.25	2345.23
18.26	2343.42
18.27	2341.63
18.28	2339.84
18.29	2338.06
18.3	2336.28
18.31	2334.51
18.32	2332.75
18.33	2330.99
18.34	2329.25
18.35	2327.5
18.36	2325.77
18.37	2324.04
18.38	2322.32
18.39	2320.61
18.4	2318.9
18.41	2317.2
18.42	2315.51
18.43	2313.82
18.44	2312.14
18.45	2310.47
18.46	2308.8
18.47	2307.14
18.48	2305.49
18.49	2303.85
18.5	2302.21
18.51	2300.58
18.52	2298.95
18.53	2297.34
18.54	2295.72
18.55	2294.12
18.56	2292.52
18.57	2290.93
18.58	2289.35
18.59	2287.77
18.6	2286.2
18.61	2284.64
18.62	2283.08
18.63	2281.53
18.64	2279.99
18.65	2278.45
18.66	2276.92
18.67	2275.4
18.68	2273.89
18.69	2272.38
18.7	2270.87
18.71	2269.38
18.72	2267.89
18.73	2266.41
18.74	2264.93
18.75	2263.46
18.76	2262
18.77	2260.55
18.78	2259.1
18.79	2257.66
18.8	2256.22
18.81	2254.79
18.82	2253.37
18.83	2251.95
18.84	2250.55
18.85	2249.14
18.86	2247.75
18.87	2246.36
18.88	2244.98
18.89	2243.6
18.9	2242.23
18.91	2240.87
18.92	2239.52
18.93	2238.17
18.94	2236.83
18.95	2235.49
18.96	2234.16
18.97	2232.84
18.98	2231.52
18.99	2230.21
19	2228.91
19.01	2227.62
19.02	2226.33
19.03	2225.04
19.04	2223.77
19.05	2222.5
19.06	2221.23
19.07	2219.98
19.08	2218.73
19.09	2217.48
19.1	2216.24
19.11	2215.01
19.12	2213.79
19.13	2212.57
19.14	2211.36
19.15	2210.15
19.16	2208.96
19.17	2207.76
19.18	2206.58
19.19	2205.4
19.2	2204.23
19.21	2203.06
19.22	2201.9
19.23	2200.75
19.24	2199.6
19.25	2198.46
19.26	2197.32
19.27	2196.2
19.28	2195.07
19.29	2193.96
19.3	2192.85
19.31	2191.75
19.32	2190.65
19.33	2189.56
19.34	2188.48
19.35	2187.4
19.36	2186.33
19.37	2185.26
19.38	2184.21
19.39	2183.15
19.4	2182.11
19.41	2181.07
19.42	2180.03
19.43	2179.01
19.44	2177.99
19.45	2176.97
19.46	2175.96
19.47	2174.96
19.48	2173.97
19.49	2172.98
19.5	2171.99
19.51	2171.01
19.52	2170.04
19.53	2169.08
19.54	2168.12
19.55	2167.17
19.56	2166.22
19.57	2165.28
19.58	2164.35
19.59	2163.42
19.6	2162.5
19.61	2161.58
19.62	2160.67
19.63	2159.77
19.64	2158.87
19.65	2157.98
19.66	2157.09
19.67	2156.21
19.68	2155.34
19.69	2154.47
19.7	2153.61
19.71	2152.75
19.72	2151.9
19.73	2151.06
19.74	2150.22
19.75	2149.39
19.76	2148.57
19.77	2147.75
19.78	2146.93
19.79	2146.13
19.8	2145.33
19.81	2144.53
19.82	2143.74
19.83	2142.96
19.84	2142.18
19.85	2141.41
19.86	2140.64
19.87	2139.88
19.88	2139.13
19.89	2138.38
19.9	2137.64
19.91	2136.9
19.92	2136.17
19.93	2135.44
19.94	2134.72
19.95	2134.01
19.96	2133.3
19.97	2132.6
19.98	2131.9
19.99	2131.21
20	2130.53
20.01	2129.85
20.02	2129.18
20.03	2128.51
20.04	2127.85
20.05	2127.19
20.06	2126.54
20.07	2125.9
20.08	2125.26
20.09	2124.63
20.1	2124
20.11	2123.38
20.12	2122.76
20.13	2122.15
20.14	2121.55
20.15	2120.95
20.16	2120.36
20.17	2119.77
20.18	2119.19
20.19	2118.61
20.2	2118.04
20.21	2117.47
20.22	2116.92
20.23	2116.36
20.24	2115.81
20.25	2115.27
20.26	2114.73
20.27	2114.2
20.28	2113.67
20.29	2113.15
20.3	2112.64
20.31	2112.13
20.32	2111.62
20.33	2111.12
20.34	2110.63
20.35	2110.14
20.36	2109.66
20.37	2109.18
20.38	2108.71
20.39	2108.24
20.4	2107.78
20.41	2107.33
20.42	2106.88
20.43	2106.43
20.44	2105.99
20.45	2105.56
20.46	2105.13
20.47	2104.7
20.48	2104.29
20.49	2103.87
20.5	2103.47
20.51	2103.06
20.52	2102.67
20.53	2102.27
20.54	2101.89
20.55	2101.51
20.56	2101.13
20.57	2100.76
20.58	2100.39
20.59	2100.03
20.6	2099.68
20.61	2099.33
20.62	2098.98
20.63	2098.65
20.64	2098.31
20.65	2097.98
20.66	2097.66
20.67	2097.34
20.68	2097.02
20.69	2096.72
20.7	2096.41
20.71	2096.11
20.72	2095.82
20.73	2095.53
20.74	2095.25
20.75	2094.97
20.76	2094.7
20.77	2094.43
20.78	2094.17
20.79	2093.91
20.8	2093.65
20.81	2093.41
20.82	2093.16
20.83	2092.92
20.84	2092.69
20.85	2092.46
20.86	2092.24
20.87	2092.02
20.88	2091.81
20.89	2091.6
20.9	2091.4
20.91	2091.2
20.92	2091
20.93	2090.81
20.94	2090.63
20.95	2090.45
20.96	2090.28
20.97	2090.11
20.98	2089.94
20.99	2089.78
21	2089.62
21.01	2089.47
21.02	2089.33
21.03	2089.19
21.04	2089.05
21.05	2088.92
21.06	2088.79
21.07	2088.67
21.08	2088.55
21.09	2088.44
21.1	2088.33
21.11	2088.23
21.12	2088.13
21.13	2088.04
21.14	2087.95
21.15	2087.86
21.16	2087.78
21.17	2087.71
21.18	2087.63
21.19	2087.57
21.2	2087.51
21.21	2087.45
21.22	2087.4
21.23	2087.35
21.24	2087.3
21.25	2087.27
21.26	2087.23
21.27	2087.2
21.28	2087.17
21.29	2087.15
21.3	2087.14
21.31	2087.12
21.32	2087.12
21.33	2087.11
21.34	2087.11
21.35	2087.12
21.36	2087.13
21.37	2087.14
21.38	2087.16
21.39	2087.18
21.4	2087.21
21.41	2087.24
21.42	2087.28
21.43	2087.32
21.44	2087.36
21.45	2087.41
21.46	2087.47
21.47	2087.52
21.48	2087.58
21.49	2087.65
21.5	2087.72
21.51	2087.79
21.52	2087.87
21.53	2087.96
21.54	2088.04
21.55	2088.13
21.56	2088.23
21.57	2088.33
21.58	2088.43
21.59	2088.54
21.6	2088.65
21.61	2088.77
21.62	2088.89
21.63	2089.01
21.64	2089.14
21.65	2089.27
21.66	2089.41
21.67	2089.55
21.68	2089.69
21.69	2089.84
21.7	2089.99
21.71	2090.15
21.72	2090.31
21.73	2090.47
21.74	2090.64
21.75	2090.81
21.76	2090.99
21.77	2091.17
21.78	2091.35
21.79	2091.54
21.8	2091.73
21.81	2091.93
21.82	2092.12
21.83	2092.33
21.84	2092.53
21.85	2092.75
21.86	2092.96
21.87	2093.18
21.88	2093.4
21.89	2093.63
21.9	2093.86
21.91	2094.09
21.92	2094.33
21.93	2094.57
21.94	2094.81
21.95	2095.06
21.96	2095.31
21.97	2095.57
21.98	2095.83
21.99	2096.09
22	2096.36
22.01	2096.63
22.02	2096.9
22.03	2097.18
22.04	2097.46
22.05	2097.74
22.06	2098.03
22.07	2098.32
22.08	2098.62
22.09	2098.91
22.1	2099.22
22.11	2099.52
22.12	2099.83
22.13	2100.14
22.14	2100.46
22.15	2100.78
22.16	2101.1
22.17	2101.43
22.18	2101.76
22.19	2102.09
22.2	2102.43
22.21	2102.77
22.22	2103.11
22.23	2103.46
22.24	2103.81
22.25	2104.16
22.26	2104.52
22.27	2104.88
22.28	2105.24
22.29	2105.61
22.3	2105.98
22.31	2106.35
22.32	2106.73
22.33	2107.11
22.34	2107.49
22.35	2107.88
22.36	2108.27
22.37	2108.66
22.38	2109.05
22.39	2109.45
22.4	2109.85
22.41	2110.26
22.42	2110.67
22.43	2111.08
22.44	2111.49
22.45	2111.91
22.46	2112.33
22.47	2112.75
22.48	2113.18
22.49	2113.61
22.5	2114.04
22.51	2114.48
22.52	2114.92
22.53	2115.36
22.54	2115.8
22.55	2116.25
22.56	2116.7
22.57	2117.15
22.58	2117.61
22.59	2118.07
22.6	2118.53
22.61	2118.99
22.62	2119.46
22.63	2119.93
22.64	2120.41
22.65	2120.88
22.66	2121.36
22.67	2121.84
22.68	2122.33
22.69	2122.82
22.7	2123.31
22.71	2123.8
22.72	2124.29
22.73	2124.79
22.74	2125.29
22.75	2125.8
22.76	2126.3
22.77	2126.81
22.78	2127.33
22.79	2127.84
22.8	2128.36
22.81	2128.88
22.82	2129.4
22.83	2129.93
22.84	2130.45
22.85	2130.98
22.86	2131.52
22.87	2132.05
22.88	2132.59
22.89	2133.13
22.9	2133.67
22.91	2134.22
22.92	2134.77
22.93	2135.32
22.94	2135.87
22.95	2136.43
22.96	2136.98
22.97	2137.54
22.98	2138.11
22.99	2138.67
23	2139.24
23.01	2139.81
23.02	2140.38
23.03	2140.96
23.04	2141.53
23.05	2142.11
23.06	2142.69
23.07	2143.28
23.08	2143.87
23.09	2144.45
23.1	2145.04
23.11	2145.64
23.12	2146.23
23.13	2146.83
23.14	2147.43
23.15	2148.03
23.16	2148.64
23.17	2149.24
23.18	2149.85
23.19	2150.46
23.2	2151.08
23.21	2151.69
23.22	2152.31
23.23	2152.93
23.24	2153.55
23.25	2154.17
23.26	2154.8
23.27	2155.43
23.28	2156.06
23.29	2156.69
23.3	2157.32
23.31	2157.96
23.32	2158.6
23.33	2159.24
23.34	2159.88
23.35	2160.52
23.36	2161.17
23.37	2161.82
23.38	2162.47
23.39	2163.12
23.4	2163.77
23.41	2164.43
23.42	2165.09
23.43	2165.75
23.44	2166.41
23.45	2167.07
23.46	2167.74
23.47	2168.4
23.48	2169.07
23.49	2169.74
23.5	2170.42
23.51	2171.09
23.52	2171.77
23.53	2172.44
23.54	2173.12
23.55	2173.8
23.56	2174.49
23.57	2175.17
23.58	2175.86
23.59	2176.55
23.6	2177.24
23.61	2177.93
23.62	2178.62
23.63	2179.32
23.64	2180.01
23.65	2180.71
23.66	2181.41
23.67	2182.11
23.68	2182.82
23.69	2183.52
23.7	2184.23
23.71	2184.93
23.72	2185.64
23.73	2186.36
23.74	2187.07
23.75	2187.78
23.76	2188.5
23.77	2189.21
23.78	2189.93
23.79	2190.65
23.8	2191.37
23.81	2192.1
23.82	2192.82
23.83	2193.55
23.84	2194.28
23.85	2195
23.86	2195.73
23.87	2196.47
23.88	2197.2
23.89	2197.93
23.9	2198.67
23.91	2199.41
23.92	2200.14
23.93	2200.88
23.94	2201.63
23.95	2202.37
23.96	2203.11
23.97	2203.86
23.98	2204.6
23.99	2205.35
24	2206.1
24.01	2206.85
24.02	2207.6
24.03	2208.35
24.04	2209.11
24.05	2209.86
24.06	2210.62
24.07	2211.38
24.08	2212.14
24.09	2212.89
24.1	2213.66
24.11	2214.42
24.12	2215.18
24.13	2215.95
24.14	2216.71
24.15	2217.48
24.16	2218.25
24.17	2219.01
24.18	2219.78
24.19	2220.56
24.2	2221.33
24.21	2222.1
24.22	2222.88
24.23	2223.65
24.24	2224.43
24.25	2225.2
24.26	2225.98
24.27	2226.76
24.28	2227.54
24.29	2228.32
24.3	2229.11
24.31	2229.89
24.32	2230.67
24.33	2231.46
24.34	2232.24
24.35	2233.03
24.36	2233.82
24.37	2234.61
24.38	2235.4
24.39	2236.19
24.4	2236.98
24.41	2237.77
24.42	2238.57
24.43	2239.36
24.44	2240.15
24.45	2240.95
24.46	2241.75
24.47	2242.54
24.48	2243.34
24.49	2244.14
24.5	2244.94
24.51	2245.74
24.52	2246.54
24.53	2247.35
24.54	2248.15
24.55	2248.95
24.56	2249.76
24.57	2250.56
24.58	2251.37
24.59	2252.17
24.6	2252.98
24.61	2253.79
24.62	2254.6
24.63	2255.41
24.64	2256.22
24.65	2257.03
24.66	2257.84
24.67	2258.65
24.68	2259.46
24.69	2260.28
24.7	2261.09
24.71	2261.9
24.72	2262.72
24.73	2263.53
24.74	2264.35
24.75	2265.17
24.76	2265.98
24.77	2266.8
24.78	2267.62
24.79	2268.44
24.8	2269.26
24.81	2270.08
24.82	2270.9
24.83	2271.72
24.84	2272.54
24.85	2273.36
24.86	2274.19
24.87	2275.01
24.88	2275.83
24.89	2276.66
24.9	2277.48
24.91	2278.31
24.92	2279.13
24.93	2279.96
24.94	2280.78
24.95	2281.61
24.96	2282.44
24.97	2283.27
24.98	2284.09
24.99	2284.92
25	2285.75
25.01	2286.58
25.02	2287.41
25.03	2288.24
25.04	2289.07
25.05	2289.9
25.06	2290.73
25.07	2291.56
25.08	2292.39
25.09	2293.22
25.1	2294.06
25.11	2294.89
25.12	2295.72
25.13	2296.55
25.14	2297.39
25.15	2298.22
25.16	2299.05
25.17	2299.89
25.18	2300.72
25.19	2301.56
25.2	2302.39
25.21	2303.23
25.22	2304.06
25.23	2304.9
25.24	2305.73
25.25	2306.57
25.26	2307.41
25.27	2308.24
25.28	2309.08
25.29	2309.91
25.3	2310.75
25.31	2311.59
25.32	2312.43
25.33	2313.26
25.34	2314.1
25.35	2314.94
25.36	2315.78
25.37	2316.61
25.38	2317.45
25.39	2318.29
25.4	2319.13
25.41	2319.97
25.42	2320.81
25.43	2321.64
25.44	2322.48
25.45	2323.32
25.46	2324.16
25.47	2325
25.48	2325.84
25.49	2326.68
25.5	2327.52
25.51	2328.35
25.52	2329.19
25.53	2330.03
25.54	2330.87
25.55	2331.71
25.56	2332.55
25.57	2333.39
25.58	2334.23
25.59	2335.07
25.6	2335.91
25.61	2336.75
25.62	2337.59
25.63	2338.43
25.64	2339.27
25.65	2340.1
25.66	2340.94
25.67	2341.78
25.68	2342.62
25.69	2343.46
25.7	2344.3
25.71	2345.14
25.72	2345.98
25.73	2346.82
25.74	2347.65
25.75	2348.49
25.76	2349.33
25.77	2350.17
25.78	2351.01
25.79	2351.85
25.8	2352.69
25.81	2353.52
25.82	2354.36
25.83	2355.2
25.84	2356.04
25.85	2356.87
25.86	2357.71
25.87	2358.55
25.88	2359.39
25.89	2360.22
25.9	2361.06
25.91	2361.9
25.92	2362.73
25.93	2363.57
25.94	2364.4
25.95	2365.24
25.96	2366.08
25.97	2366.91
25.98	2367.75
25.99	2368.58
26	2369.42
26.01	2370.25
26.02	2371.09
26.03	2371.92
26.04	2372.75
26.05	2373.59
26.06	2374.42
26.07	2375.26
26.08	2376.09
26.09	2376.92
26.1	2377.75
26.11	2378.59
26.12	2379.42
26.13	2380.25
26.14	2381.08
26.15	2381.91
26.16	2382.74
26.17	2383.58
26.18	2384.41
26.19	2385.24
26.2	2386.07
26.21	2386.9
26.22	2387.73
26.23	2388.55
26.24	2389.38
26.25	2390.21
26.26	2391.04
26.27	2391.87
26.28	2392.7
26.29	2393.52
26.3	2394.35
26.31	2395.18
26.32	2396
26.33	2396.83
26.34	2397.65
26.35	2398.48
26.36	2399.3
26.37	2400.13
26.38	2400.95
26.39	2401.78
26.4	2402.6
26.41	2403.42
26.42	2404.25
26.43	2405.07
26.44	2405.89
26.45	2406.71
26.46	2407.53
26.47	2408.35
26.48	2409.17
26.49	2409.99
26.5	2410.81
26.51	2411.63
26.52	2412.45
26.53	2413.27
26.54	2414.09
26.55	2414.91
26.56	2415.72
26.57	2416.54
26.58	2417.36
26.59	2418.17
26.6	2418.99
26.61	2419.8
26.62	2420.62
26.63	2421.43
26.64	2422.25
26.65	2423.06
26.66	2423.87
26.67	2424.69
26.68	2425.5
26.69	2426.31
26.7	2427.12
26.71	2427.93
26.72	2428.74
26.73	2429.55
26.74	2430.36
26.75	2431.17
26.76	2431.98
26.77	2432.79
26.78	2433.6
26.79	2434.4
26.8	2435.21
26.81	2436.02
26.82	2436.82
26.83	2437.63
26.84	2438.43
26.85	2439.24
26.86	2440.04
26.87	2440.84
26.88	2441.65
26.89	2442.45
26.9	2443.25
26.91	2444.05
26.92	2444.85
26.93	2445.65
26.94	2446.45
26.95	2447.25
26.96	2448.05
26.97	2448.85
26.98	2449.65
26.99	2450.44
27	2451.24
27.01	2452.04
27.02	2452.83
27.03	2453.63
27.04	2454.42
27.05	2455.21
27.06	2456.01
27.07	2456.8
27.08	2457.59
27.09	2458.39
27.1	2459.18
27.11	2459.97
27.12	2460.76
27.13	2461.55
27.14	2462.34
27.15	2463.13
27.16	2463.91
27.17	2464.7
27.18	2465.49
27.19	2466.27
27.2	2467.06
27.21	2467.85
27.22	2468.63
27.23	2469.41
27.24	2470.2
27.25	2470.98
27.26	2471.76
27.27	2472.55
27.28	2473.33
27.29	2474.11
27.3	2474.89
27.31	2475.67
27.32	2476.45
27.33	2477.23
27.34	2478
27.35	2478.78
27.36	2479.56
27.37	2480.33
27.38	2481.11
27.39	2481.88
27.4	2482.66
27.41	2483.43
27.42	2484.21
27.43	2484.98
27.44	2485.75
27.45	2486.52
27.46	2487.29
27.47	2488.06
27.48	2488.83
27.49	2489.6
27.5	2490.37
27.51	2491.14
27.52	2491.91
27.53	2492.67
27.54	2493.44
27.55	2494.21
27.56	2494.97
27.57	2495.73
27.58	2496.5
27.59	2497.26
27.6	2498.02
27.61	2498.79
27.62	2499.55
27.63	2500.31
27.64	2501.07
27.65	2501.83
27.66	2502.59
27.67	2503.35
27.68	2504.1
27.69	2504.86
27.7	2505.62
27.71	2506.37
27.72	2507.13
27.73	2507.88
27.74	2508.64
27.75	2509.39
27.76	2510.14
27.77	2510.89
27.78	2511.65
27.79	2512.4
27.8	2513.15
27.81	2513.9
27.82	2514.65
27.83	2515.4
27.84	2516.14
27.85	2516.89
27.86	2517.64
27.87	2518.38
27.88	2519.13
27.89	2519.87
27.9	2520.62
27.91	2521.36
27.92	2522.1
27.93	2522.85
27.94	2523.59
27.95	2524.33
27.96	2525.07
27.97	2525.81
27.98	2526.55
27.99	2527.29
28	2528.02
28.01	2528.76
28.02	2529.5
28.03	2530.23
28.04	2530.97
28.05	2531.7
28.06	2532.44
28.07	2533.17
28.08	2533.9
28.09	2534.64
28.1	2535.37
28.11	2536.1
28.12	2536.83
28.13	2537.56
28.14	2538.29
28.15	2539.02
28.16	2539.74
28.17	2540.47
28.18	2541.2
28.19	2541.92
28.2	2542.65
28.21	2543.37
28.22	2544.1
28.23	2544.82
28.24	2545.54
28.25	2546.27
28.26	2546.99
28.27	2547.71
28.28	2548.43
28.29	2549.15
28.3	2549.87
28.31	2550.59
28.32	2551.3
28.33	2552.02
28.34	2552.74
28.35	2553.45
28.36	2554.17
28.37	2554.88
28.38	2555.6
28.39	2556.31
28.4	2557.02
28.41	2557.73
28.42	2558.45
28.43	2559.16
28.44	2559.87
28.45	2560.58
28.46	2561.29
28.47	2561.99
28.48	2562.7
28.49	2563.41
28.5	2564.12
28.51	2564.82
28.52	2565.53
28.53	2566.23
28.54	2566.93
28.55	2567.64
28.56	2568.34
28.57	2569.04
28.58	2569.74
28.59	2570.45
28.6	2571.15
28.61	2571.85
28.62	2572.54
28.63	2573.24
28.64	2573.94
28.65	2574.64
28.66	2575.33
28.67	2576.03
28.68	2576.73
28.69	2577.42
28.7	2578.11
28.71	2578.81
28.72	2579.5
28.73	2580.19
28.74	2580.88
28.75	2581.58
28.76	2582.27
28.77	2582.96
28.78	2583.64
28.79	2584.33
28.8	2585.02
28.81	2585.71
28.82	2586.4
28.83	2587.08
28.84	2587.77
28.85	2588.45
28.86	2589.14
28.87	2589.82
28.88	2590.5
28.89	2591.19
28.9	2591.87
28.91	2592.55
28.92	2593.23
28.93	2593.91
28.94	2594.59
28.95	2595.27
28.96	2595.95
28.97	2596.62
28.98	2597.3
28.99	2597.98
29	2598.65
29.01	2599.33
29.02	2600
29.03	2600.68
29.04	2601.35
29.05	2602.02
29.06	2602.7
29.07	2603.37
29.08	2604.04
29.09	2604.71
29.1	2605.38
29.11	2606.05
29.12	2606.72
29.13	2607.39
29.14	2608.05
29.15	2608.72
29.16	2609.39
29.17	2610.05
29.18	2610.72
29.19	2611.38
29.2	2612.05
29.21	2612.71
29.22	2613.37
29.23	2614.04
29.24	2614.7
29.25	2615.36
29.26	2616.02
29.27	2616.68
29.28	2617.34
29.29	2618
29.3	2618.66
29.31	2619.32
29.32	2619.97
29.33	2620.63
29.34	2621.29
29.35	2621.94
29.36	2622.6
29.37	2623.25
29.38	2623.91
29.39	2624.56
29.4	2625.21
29.41	2625.86
29.42	2626.52
29.43	2627.17
29.44	2627.82
29.45	2628.47
29.46	2629.12
29.47	2629.77
29.48	2630.41
29.49	2631.06
29.5	2631.71
29.51	2632.36
29.52	2633
29.53	2633.65
29.54	2634.29
29.55	2634.94
29.56	2635.58
29.57	2636.23
29.58	2636.87
29.59	2637.51
29.6	2638.15
29.61	2638.79
29.62	2639.43
29.63	2640.07
29.64	2640.71
29.65	2641.35
29.66	2641.99
29.67	2642.63
29.68	2643.27
29.69	2643.9
29.7	2644.54
29.71	2645.18
29.72	2645.81
29.73	2646.45
29.74	2647.08
29.75	2647.72
29.76	2648.35
29.77	2648.98
29.78	2649.61
29.79	2650.25
29.8	2650.88
29.81	2651.51
29.82	2652.14
29.83	2652.77
29.84	2653.4
29.85	2654.03
29.86	2654.65
29.87	2655.28
29.88	2655.91
29.89	2656.54
29.9	2657.16
29.91	2657.79
29.92	2658.41
29.93	2659.04
29.94	2659.66
29.95	2660.29
29.96	2660.91
29.97	2661.53
29.98	2662.15
29.99	2662.78
30	2663.4
30.01	2664.02
30.02	2664.64
30.03	2665.26
30.04	2665.88
30.05	2666.5
30.06	2667.11
30.07	2667.73
30.08	2668.35
30.09	2668.97
30.1	2669.58
30.11	2670.2
30.12	2670.81
30.13	2671.43
30.14	2672.04
30.15	2672.66
30.16	2673.27
30.17	2673.88
30.18	2674.49
30.19	2675.11
30.2	2675.72
30.21	2676.33
30.22	2676.94
30.23	2677.55
30.24	2678.16
30.25	2678.77
30.26	2679.38
30.27	2679.99
30.28	2680.59
30.29	2681.2
30.3	2681.81
30.31	2682.41
30.32	2683.02
30.33	2683.63
30.34	2684.23
30.35	2684.84
30.36	2685.44
30.37	2686.04
30.38	2686.65
30.39	2687.25
30.4	2687.85
30.41	2688.45
30.42	2689.06
30.43	2689.66
30.44	2690.26
30.45	2690.86
30.46	2691.46
30.47	2692.06
30.48	2692.66
30.49	2693.25
30.5	2693.85
30.51	2694.45
30.52	2695.05
30.53	2695.64
30.54	2696.24
30.55	2696.84
30.56	2697.43
30.57	2698.03
30.58	2698.62
30.59	2699.21
30.6	2699.81
30.61	2700.4
30.62	2700.99
30.63	2701.59
30.64	2702.18
30.65	2702.77
30.66	2703.36
30.67	2703.95
30.68	2704.54
30.69	2705.13
30.7	2705.72
30.71	2706.31
30.72	2706.9
30.73	2707.49
30.74	2708.07
30.75	2708.66
30.76	2709.25
30.77	2709.84
30.78	2710.42
30.79	2711.01
30.8	2711.59
30.81	2712.18
30.82	2712.76
30.83	2713.35
30.84	2713.93
30.85	2714.51
30.86	2715.1
30.87	2715.68
30.88	2716.26
30.89	2716.84
30.9	2717.43
30.91	2718.01
30.92	2718.59
30.93	2719.17
30.94	2719.75
30.95	2720.33
30.96	2720.91
30.97	2721.48
30.98	2722.06
30.99	2722.64
31	2723.22
31.01	2723.79
31.02	2724.37
31.03	2724.95
31.04	2725.52
31.05	2726.1
31.06	2726.67
31.07	2727.25
31.08	2727.82
31.09	2728.4
31.1	2728.97
31.11	2729.55
31.12	2730.12
31.13	2730.69
31.14	2731.26
31.15	2731.84
31.16	2732.41
31.17	2732.98
31.18	2733.55
31.19	2734.12
31.2	2734.69
31.21	2735.26
