r	V(r)
0	-51.2546
0.1	-51.2359
0.2	-51.2146
0.3	-51.1903
0.4	-51.1626
0.5	-51.1309
0.6	-51.0948
0.7	-51.0536
0.8	-51.0065
0.9	-50.9529
1	-50.8918
1.1	-50.8221
1.2	-50.7427
1.3	-50.6523
1.4	-50.5494
1.5	-50.4323
1.6	-50.2992
1.7	-50.148
1.8	-49.9763
1.9	-49.7815
2	-49.5608
2.1	-49.311
2.2	-49.0287
2.3	-48.71
2.4	-48.3509
2.5	-47.947
2.6	-47.4937
2.7	-46.9861
2.8	-46.4193
2.9	-45.7881
3	-45.0875
3.1	-44.3129
3.2	-43.4597
3.3	-42.5241
3.4	-41.5033
3.5	-40.3952
3.6	-39.1994
3.7	-37.9168
3.8	-36.5504
3.9	-35.1048
4	-33.587
4.1	-32.0058
4.2	-30.372
4.3	-28.6981
4.4	-26.9979
4.5	-25.2862
4.6	-23.5781
4.7	-21.8887
4.8	-20.2322
4.9	-18.6219
5	-17.0695
5.1	-15.585
5.2	-14.1763
5.3	-12.8492
5.4	-11.6076
5.5	-10.4534
5.6	-9.38694
5.7	-8.4069
5.8	-7.51088
5.9	-6.69549
6	-5.95659
6.1	-5.28959
6.2	-4.68957
6.3	-4.15148
6.4	-3.67028
6.5	-3.24102
6.6	-2.85897
6.7	-2.51959
6.8	-2.21866
6.9	-1.95223
7	-1.71668
7.1	-1.50869
7.2	-1.32522
7.3	-1.16354
7.4	-1.02119
7.5	-0.895938
7.6	-0.785811
7.7	-0.689037
7.8	-0.604037
7.9	-0.529414
8	-0.463926
8.1	-0.406474
8.2	-0.356086
8.3	-0.311907
8.4	-0.27318
8.5	-0.239238
8.6	-0.209497
8.7	-0.183439
8.8	-0.160613
8.9	-0.140619
9	-0.123108
9.1	-0.107773
9.2	-0.0943448
9.3	-0.082587
9.4	-0.0722924
9.5	-0.0632795
9.6	-0.0553891
9.7	-0.0484816
9.8	-0.0424348
9.9	-0.0371416
10	-0.0325083
10.1	-0.0284526
10.2	-0.0249027
10.3	-0.0217955
10.4	-0.0190758
10.5	-0.0166954
10.6	-0.014612
10.7	-0.0127885
10.8	-0.0111925
10.9	-0.00979563
11	-0.00857308
11.1	-0.00750309
11.2	-0.00656662
11.3	-0.00574702
11.4	-0.00502971
11.5	-0.00440192
11.6	-0.00385249
11.7	-0.00337163
11.8	-0.00295078
11.9	-0.00258246
12	-0.00226012
12.1	-0.00197801
12.2	-0.00173111
12.3	-0.00151502
12.4	-0.00132591
12.5	-0.00116041
12.6	-0.00101556
12.7	-0.000888794
12.8	-0.00077785
12.9	-0.000680755
13	-0.00059578
13.1	-0.000521411
13.2	-0.000456326
13.3	-0.000399365
13.4	-0.000349514
13.5	-0.000305885
13.6	-0.000267703
13.7	-0.000234287
13.8	-0.000205041
13.9	-0.000179447
14	-0.000157047
14.1	-0.000137444
14.2	-0.000120287
14.3	-0.000105272
14.4	-9.21313e-05
14.5	-8.06308e-05
14.6	-7.0566e-05
14.7	-6.17575e-05
14.8	-5.40485e-05
14.9	-4.73018e-05
15	-4.13973e-05
15.1	-3.62298e-05
15.2	-3.17074e-05
15.3	-2.77494e-05
15.4	-2.42856e-05
15.5	-2.12541e-05
15.6	-1.8601e-05
15.7	-1.62791e-05
15.8	-1.4247e-05
15.9	-1.24686e-05
16	-1.09122e-05
16.1	-9.55008e-06
16.2	-8.35797e-06
16.3	-7.31467e-06
16.4	-6.40161e-06
16.5	-5.60252e-06
16.6	-4.90317e-06
16.7	-4.29113e-06
16.8	-3.75548e-06
16.9	-3.2867e-06
17	-2.87643e-06
17.1	-2.51737e-06
17.2	-2.20314e-06
17.3	-1.92813e-06
17.4	-1.68745e-06
17.5	-1.47681e-06
17.6	-1.29246e-06
17.7	-1.13113e-06
17.8	-9.89934e-07
17.9	-8.66364e-07
18	-7.58218e-07
18.1	-6.63572e-07
18.2	-5.80741e-07
18.3	-5.08249e-07
18.4	-4.44806e-07
18.5	-3.89282e-07
18.6	-3.40689e-07
18.7	-2.98162e-07
18.8	-2.60944e-07
18.9	-2.28371e-07
19	-1.99864e-07
19.1	-1.74916e-07
19.2	-1.53082e-07
19.3	-1.33973e-07
19.4	-1.1725e-07
19.5	-1.02614e-07
19.6	-8.98048e-08
19.7	-7.85947e-08
19.8	-6.8784e-08
19.9	-6.01979e-08
