theta	dsigma
0	6335.68
0.0174533	6217.97
0.0349066	5879.3
0.0523599	5360.48
0.0698132	4721.45
0.0872665	4030.97
0.10472	3355.44
0.122173	2748.97
0.139626	2246.67
0.15708	1862.11
0.174533	1588.93
0.191986	1405.96
0.20944	1284.04
0.226893	1193.19
0.244346	1108.45
0.261799	1013.41
0.279253	901.249
0.296706	773.51
0.314159	637.386
0.331613	502.478
0.349066	377.893
0.366519	270.256
0.383972	182.883
0.401426	115.983
0.418879	67.5641
0.436332	34.5948
0.453786	14.0439
0.471239	3.54237
0.488692	1.59685
0.506145	7.42439
0.523599	20.5728
0.541052	40.5089
0.558505	66.3194
0.575959	96.5999
0.593412	129.531
0.610865	163.084
0.628319	195.286
0.645772	224.451
0.663225	249.342
0.680678	269.239
0.698132	283.919
0.715585	293.581
0.733038	298.731
0.750492	300.072
0.767945	298.397
0.785398	294.497
0.802851	289.084
0.820305	282.742
0.837758	275.875
0.855211	268.698
0.872665	261.24
0.890118	253.38
0.907571	244.905
0.925025	235.582
0.942478	225.24
0.959931	213.833
0.977384	201.486
0.994838	188.509
1.01229	175.378
1.02974	162.687
1.0472	151.077
1.06465	141.167
1.0821	133.48
1.09956	128.386
1.11701	126.072
1.13446	126.525
1.15192	129.548
1.16937	134.788
1.18682	141.779
1.20428	149.985
1.22173	158.849
1.23918	167.831
1.25664	176.442
1.27409	184.264
1.29154	190.961
1.309	196.281
1.32645	200.053
1.3439	202.176
1.36136	202.609
1.37881	201.355
1.39626	198.456
1.41372	193.982
1.43117	188.027
1.44862	180.708
1.46608	172.169
1.48353	162.579
1.50098	152.136
1.51844	141.071
1.53589	129.645
1.55334	118.146
1.5708	106.879
1.58825	96.1608
1.6057	86.3029
1.62316	77.5986
1.64061	70.3074
1.65806	64.6408
1.67552	60.7501
1.69297	58.7162
1.71042	58.5442
1.72788	60.1615
1.74533	63.4204
1.76278	68.1039
1.78024	73.9362
1.79769	80.595
1.81514	87.7266
1.8326	94.9616
1.85005	101.931
1.8675	108.282
1.88496	113.693
1.90241	117.887
1.91986	120.64
1.93732	121.79
1.95477	121.245
1.97222	118.982
1.98968	115.051
2.00713	109.566
2.02458	102.709
2.04204	94.7126
2.05949	85.86
2.07694	76.4681
2.0944	66.878
2.11185	57.442
2.1293	48.5099
2.14675	40.4162
2.16421	33.4673
2.18166	27.9295
2.19911	24.0184
2.21657	21.8902
2.23402	21.6348
2.25147	23.2711
2.26893	26.7454
2.28638	31.9315
2.30383	38.6348
2.32129	46.5976
2.33874	55.5083
2.35619	65.0121
2.37365	74.7233
2.3911	84.2402
2.40855	93.1599
2.42601	101.094
2.44346	107.686
2.46091	112.621
2.47837	115.648
2.49582	116.583
2.51327	115.324
2.53073	111.858
2.54818	106.263
2.56563	98.7092
2.58309	89.4583
2.60054	78.8562
2.61799	67.3248
2.63545	55.3503
2.6529	43.4683
2.67035	32.2478
2.68781	22.2726
2.70526	14.1222
2.72271	8.35173
2.74017	5.4729
2.75762	5.93494
2.77507	10.1076
2.79253	18.2661
2.80998	30.5786
2.82743	47.0971
2.84489	67.7512
2.86234	92.3465
2.87979	120.566
2.89725	151.976
2.9147	186.034
2.93215	222.104
2.94961	259.472
2.96706	297.361
2.98451	334.958
3.00197	371.432
3.01942	405.958
3.03687	437.74
3.05433	466.035
3.07178	490.174
3.08923	509.581
3.10669	523.789
3.12414	532.454
3.14159	535.366
